;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Device number: 2016951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Name;#1;#2;#3;#4;#5;#7;#8;#9;#10;#11;#12;#13;#14;#15;#16;#17;#18;#19;#20;#21;#22;#23;#24;#25;#26;#27;#28;#29;#30;#31;#32;#33;#34;#35;#36;#37;#38;#39;#40;#41;#42;#43;#44;#45;#46;#47;#48;#49;#50;#51;#52;#53;#54;#55;#56;#57;#58;#59;#60;#61
397;3,01297E-04;3,47122E-04;7,07892E-04;3,52318E-04;2,41780E-03;1,86609E-03;2,17680E-03;2,40565E-03;3,70963E-04;2,67974E-03;3,26722E-03;1,87831E-03;9,39155E-04;5,84148E-03;1,10489E-04;6,98420E-03;6,76322E-03;3,12671E-03;6,15163E-03;6,28734E-03;0,00000E+00;1,50703E-05;0,00000E+00;1,03172E-05;0,00000E+00;8,63259E-06;1,41421E-04;0,00000E+00;6,25458E-06;1,27713E-04;6,82896E-04;2,95184E-04;6,35736E-05;0,00000E+00;1,86045E-04;3,68938E-04;1,44490E-04;4,37759E-04;0,00000E+00;1,52670E-04;1,23443E-05;1,19698E-05;4,45857E-05;7,95743E-05;0,00000E+00;2,27128E-05;1,81971E-04;0,00000E+00;2,04000E-05;0,00000E+00;3,80215E-05;7,98228E-05;7,87241E-06;0,00000E+00;0,00000E+00;4,49767E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00
398;2,25690E-04;7,03719E-04;9,57557E-04;1,27399E-03;1,59508E-03;8,07650E-04;1,84806E-03;3,07046E-03;2,50894E-03;3,46632E-03;3,41319E-03;6,20180E-03;4,41477E-03;3,34514E-03;1,03257E-03;3,93251E-03;6,07177E-03;2,67726E-03;4,37771E-03;3,54290E-03;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,31892E-05;4,02727E-05;3,19927E-05;1,68013E-05;2,06008E-04;0,00000E+00;1,54555E-04;0,00000E+00;0,00000E+00;5,73875E-04;2,14788E-04;5,70494E-05;3,78325E-04;0,00000E+00;4,10109E-04;5,46334E-05;1,01480E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,00682E-04;1,42623E-05;9,36128E-05;0,00000E+00;1,02135E-04;0,00000E+00;2,11472E-05;0,00000E+00;0,00000E+00;1,68359E-04;0,00000E+00;0,00000E+00;0,00000E+00;1,42623E-04
399;1,57386E-04;2,77999E-04;8,18662E-04;1,19491E-03;1,27725E-03;1,32993E-03;7,42628E-04;3,06542E-03;2,67012E-03;2,11870E-03;2,47544E-03;2,62397E-03;3,77336E-03;4,97620E-03;4,86255E-03;3,95958E-03;7,58779E-03;1,97360E-03;3,34072E-03;6,07833E-03;2,09216E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,11964E-04;2,97959E-05;0,00000E+00;1,22616E-04;1,27001E-04;0,00000E+00;1,47788E-04;0,00000E+00;2,43369E-04;0,00000E+00;1,93087E-04;6,57375E-05;0,00000E+00;1,06890E-04;1,99991E-05;1,90438E-05;1,25633E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,39955E-04;1,32830E-05;1,01441E-04;7,07470E-05;0,00000E+00;1,95871E-04;0,00000E+00;0,00000E+00;0,00000E+00;4,42767E-05;0,00000E+00;0,00000E+00;4,19866E-05;1,32830E-04
400;6,43743E-05;5,07614E-04;1,50146E-04;1,57260E-03;1,50194E-03;1,97728E-03;1,15590E-03;2,76174E-03;2,22717E-03;3,41910E-03;1,36313E-03;2,89783E-03;6,07069E-03;1,37196E-03;4,71240E-03;4,28662E-03;6,63840E-03;6,76267E-03;1,17757E-02;4,66509E-03;6,39745E-06;0,00000E+00;1,00704E-04;6,26478E-05;2,62585E-05;2,36809E-04;3,42366E-05;0,00000E+00;0,00000E+00;0,00000E+00;3,88346E-05;3,00634E-05;1,09529E-04;7,31141E-05;2,56774E-05;0,00000E+00;3,35252E-04;4,49376E-04;0,00000E+00;3,26851E-05;0,00000E+00;5,82325E-06;3,84163E-06;8,05316E-05;0,00000E+00;0,00000E+00;9,76313E-05;0,00000E+00;1,37217E-04;3,31828E-05;1,13783E-04;1,27213E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,22510E-04;9,13927E-05
401;2,14601E-04;7,27449E-04;7,17625E-04;1,17832E-03;2,23890E-03;2,14782E-03;2,60193E-03;4,13393E-03;2,16185E-03;3,33400E-03;3,76899E-03;1,03552E-03;3,96254E-03;5,70039E-03;4,43741E-03;6,66809E-03;7,91710E-03;8,90674E-03;7,88518E-03;1,11334E-02;0,00000E+00;3,08731E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,35006E-04;0,00000E+00;1,80680E-06;3,07397E-05;0,00000E+00;0,00000E+00;2,22312E-06;1,77602E-04;0,00000E+00;3,60908E-07;0,00000E+00;2,60688E-04;1,63077E-04;0,00000E+00;2,24955E-05;5,37031E-05;0,00000E+00;0,00000E+00;5,81860E-07;0,00000E+00;0,00000E+00;2,07522E-06;0,00000E+00;7,98167E-07;0,00000E+00;1,99382E-06;1,22402E-04;0,00000E+00;0,00000E+00;4,44004E-05;6,66006E-05;0,00000E+00;0,00000E+00;1,55401E-04
402;4,45667E-04;5,16025E-04;9,78725E-04;1,72905E-03;2,20765E-03;2,09583E-03;2,79033E-03;2,88395E-03;4,78504E-03;5,05203E-03;1,02863E-02;6,31891E-03;4,81827E-03;6,31181E-03;3,51240E-03;5,65496E-03;7,54516E-03;8,22333E-03;5,33720E-03;1,05315E-02;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;3,60740E-05;0,00000E+00;1,76196E-04;0,00000E+00;1,99274E-04;0,00000E+00;0,00000E+00;4,50558E-05;2,17067E-04;0,00000E+00;0,00000E+00;3,52393E-05;0,00000E+00;5,36127E-05;3,35381E-05;6,97402E-05;6,92148E-05;0,00000E+00;1,53691E-05;0,00000E+00;5,68131E-05;0,00000E+00;0,00000E+00;2,32303E-04;1,33125E-05;1,09667E-04;6,31575E-06;1,94678E-04;0,00000E+00;0,00000E+00;0,00000E+00;1,36970E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00
403;3,17827E-04;8,92702E-04;1,67295E-03;1,95528E-03;2,34925E-03;2,81703E-03;1,33989E-03;4,38058E-03;3,07806E-03;4,16022E-03;7,08228E-03;4,80673E-03;6,11919E-03;3,24712E-03;8,01970E-03;7,23565E-03;9,05936E-03;7,49552E-03;1,13733E-02;9,08927E-03;1,65662E-05;0,00000E+00;1,50290E-05;0,00000E+00;1,03556E-04;0,00000E+00;4,43279E-05;0,00000E+00;6,56144E-05;0,00000E+00;0,00000E+00;1,87666E-04;0,00000E+00;0,00000E+00;0,00000E+00;5,31935E-05;1,24118E-04;1,53904E-04;9,62767E-05;2,00201E-04;4,16249E-05;1,07231E-05;4,41196E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,19685E-04;8,51921E-05;5,88959E-05;9,10977E-05;1,81304E-05;5,22427E-05;0,00000E+00;0,00000E+00;0,00000E+00;7,47818E-05;0,00000E+00;0,00000E+00;0,00000E+00;2,65968E-05
404;7,36932E-05;1,00768E-03;1,33741E-03;2,12793E-03;1,99788E-03;3,09448E-03;3,72472E-03;3,84411E-03;4,28911E-03;4,18853E-03;7,88672E-03;3,89197E-03;1,08231E-02;5,24484E-03;6,05048E-03;9,32850E-03;1,22537E-02;8,26315E-03;1,06661E-02;8,40760E-03;2,92232E-05;0,00000E+00;9,77668E-05;0,00000E+00;6,57032E-05;0,00000E+00;4,33489E-05;2,49155E-04;4,90642E-05;0,00000E+00;0,00000E+00;5,70381E-05;0,00000E+00;0,00000E+00;0,00000E+00;3,39502E-04;1,21377E-04;3,06891E-05;0,00000E+00;0,00000E+00;1,19891E-05;1,44376E-05;7,62462E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,17042E-04;4,57360E-05;2,78438E-05;2,47708E-05;1,44611E-04;5,10889E-05;0,00000E+00;0,00000E+00;0,00000E+00;3,46792E-05;0,00000E+00;1,17607E-04;1,30674E-05;2,60094E-05
405;1,97546E-04;8,31076E-04;1,63308E-03;2,55578E-03;1,70821E-03;2,20297E-03;2,68710E-03;6,04790E-03;4,97123E-03;5,61299E-03;9,31937E-03;5,84472E-03;1,07979E-02;7,74947E-03;6,17812E-03;4,85900E-03;8,04084E-03;9,98038E-03;9,50926E-03;1,53453E-02;4,31250E-06;0,00000E+00;2,75085E-05;0,00000E+00;2,17576E-05;2,96734E-05;1,71779E-05;8,25074E-05;1,62476E-05;7,13567E-05;0,00000E+00;2,82532E-05;3,32554E-04;0,00000E+00;0,00000E+00;9,52000E-05;0,00000E+00;1,01627E-05;0,00000E+00;0,00000E+00;5,73133E-05;1,30848E-06;2,52489E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,51454E-05;8,26631E-05;8,20284E-06;4,78879E-05;0,00000E+00;1,89423E-04;0,00000E+00;0,00000E+00;1,71779E-05;0,00000E+00;3,89454E-05;4,32727E-06;0,00000E+00
406;3,42335E-04;9,56280E-04;1,24441E-03;3,15422E-03;2,74198E-03;4,27547E-03;3,50754E-03;4,08069E-03;6,46767E-03;6,46996E-03;8,05431E-03;8,51581E-03;7,11327E-03;6,39782E-03;8,51667E-03;1,03919E-02;1,34724E-02;1,20699E-02;1,48964E-02;1,65761E-02;0,00000E+00;0,00000E+00;0,00000E+00;8,53310E-05;0,00000E+00;1,34259E-07;3,62859E-04;0,00000E+00;1,86959E-04;3,22858E-07;0,00000E+00;4,91511E-04;1,50466E-06;0,00000E+00;2,56081E-04;6,40202E-04;8,53602E-05;0,00000E+00;0,00000E+00;0,00000E+00;3,63875E-05;6,45280E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,13401E-05;0,00000E+00;7,50304E-05;0,00000E+00;0,00000E+00;0,00000E+00;8,57056E-07;0,00000E+00;0,00000E+00;1,49458E-04;0,00000E+00;1,49380E-04;1,28040E-04;4,26801E-05
407;3,99066E-04;7,83906E-04;9,62489E-04;2,58418E-03;2,56830E-03;3,13687E-03;4,64060E-03;3,24869E-03;5,34947E-03;6,57009E-03;9,68673E-03;1,24629E-02;8,48955E-03;9,63672E-03;1,17432E-02;1,08125E-02;1,04762E-02;1,41716E-02;1,45435E-02;1,75379E-02;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,48149E-05;1,77715E-04;2,06253E-05;0,00000E+00;0,00000E+00;0,00000E+00;3,21712E-05;0,00000E+00;0,00000E+00;1,35880E-04;0,00000E+00;0,00000E+00;5,77509E-05;0,00000E+00;0,00000E+00;0,00000E+00;5,53145E-06;0,00000E+00;7,40372E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,71466E-05;0,00000E+00;4,99958E-05;1,82456E-05;0,00000E+00;3,78902E-05;0,00000E+00;4,29308E-05;3,61340E-06;8,72726E-05;6,18759E-05;4,95008E-05;6,85862E-05;0,00000E+00
408;5,33260E-04;1,03062E-03;1,83504E-03;2,09292E-03;2,50906E-03;3,04529E-03;4,01411E-03;4,64344E-03;6,57990E-03;9,17497E-03;9,48624E-03;1,16784E-02;1,20223E-02;1,49009E-02;1,51141E-02;1,65174E-02;1,27599E-02;1,69416E-02;1,96902E-02;1,81646E-02;1,02497E-05;0,00000E+00;0,00000E+00;4,70000E-06;4,59397E-05;1,42129E-05;6,39572E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,93458E-05;2,70652E-05;0,00000E+00;1,84610E-04;0,00000E+00;0,00000E+00;1,79080E-04;5,79696E-05;0,00000E+00;0,00000E+00;1,71525E-05;0,00000E+00;2,87061E-06;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;7,73735E-05;0,00000E+00;0,00000E+00;5,18452E-05;0,00000E+00;1,12048E-05;2,17454E-04;1,91872E-04;1,53497E-04;1,06962E-04;0,00000E+00
409;4,44873E-04;9,48613E-04;2,16125E-03;2,43825E-03;2,76413E-03;5,76212E-03;5,60804E-03;6,44869E-03;3,99594E-03;7,03334E-03;9,81297E-03;1,16997E-02;1,48220E-02;1,48631E-02;1,53601E-02;1,62191E-02;2,11387E-02;1,79854E-02;2,08050E-02;2,36200E-02;1,06873E-05;1,70927E-05;0,00000E+00;1,89427E-05;8,82848E-06;1,48197E-05;0,00000E+00;0,00000E+00;0,00000E+00;3,40377E-04;0,00000E+00;2,82208E-05;0,00000E+00;8,57911E-05;0,00000E+00;0,00000E+00;0,00000E+00;2,04773E-04;9,02866E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,16836E-05;2,72038E-04;2,71605E-05;5,40587E-05;0,00000E+00;1,18431E-04;2,45820E-05;2,45820E-05;2,45820E-04;1,11528E-04;0,00000E+00
410;6,98870E-04;1,15034E-03;2,95960E-03;3,92418E-03;3,44401E-03;6,00010E-03;6,38425E-03;7,13031E-03;6,93474E-03;1,02518E-02;1,36576E-02;1,28414E-02;1,23659E-02;1,31313E-02;2,03005E-02;1,57858E-02;2,35968E-02;1,74936E-02;2,34219E-02;2,50944E-02;6,05737E-06;6,12298E-06;0,00000E+00;1,42889E-05;3,16256E-06;0,00000E+00;0,00000E+00;1,81789E-05;0,00000E+00;1,21931E-04;4,90270E-05;1,06634E-04;1,14103E-04;0,00000E+00;0,00000E+00;4,53833E-04;1,62083E-04;2,42029E-04;3,23427E-05;8,25271E-05;0,00000E+00;0,00000E+00;7,27483E-06;0,00000E+00;0,00000E+00;0,00000E+00;1,05354E-04;0,00000E+00;1,89040E-05;0,00000E+00;1,42292E-04;3,36074E-05;0,00000E+00;0,00000E+00;8,50184E-05;8,80583E-06;8,80583E-06;8,80583E-05;0,00000E+00;3,24166E-05
411;6,34182E-04;2,00444E-03;2,49531E-03;4,12318E-03;5,07283E-03;5,22460E-03;6,84161E-03;8,59473E-03;1,13935E-02;1,20675E-02;1,46387E-02;1,35051E-02;1,79119E-02;1,79265E-02;1,96347E-02;2,44045E-02;2,14223E-02;2,06589E-02;3,29647E-02;3,00909E-02;1,23326E-07;0,00000E+00;0,00000E+00;1,88505E-07;0,00000E+00;0,00000E+00;0,00000E+00;1,12795E-04;0,00000E+00;1,94314E-04;2,43559E-04;2,65956E-04;1,43454E-04;0,00000E+00;8,01906E-05;9,23991E-06;3,29997E-06;3,87502E-06;0,00000E+00;1,68023E-06;1,83934E-05;0,00000E+00;2,26432E-05;0,00000E+00;0,00000E+00;0,00000E+00;2,14498E-06;0,00000E+00;8,22216E-05;0,00000E+00;9,79759E-05;4,86148E-07;0,00000E+00;1,17120E-04;8,67196E-07;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;8,08506E-05
412;4,97453E-04;1,97982E-03;3,36329E-03;4,20398E-03;6,01188E-03;6,69559E-03;8,68243E-03;1,04573E-02;1,01630E-02;1,37513E-02;1,71214E-02;1,65118E-02;1,89953E-02;2,42446E-02;2,47295E-02;2,69472E-02;2,86934E-02;2,45822E-02;3,41633E-02;3,51213E-02;0,00000E+00;3,22624E-05;0,00000E+00;2,00798E-04;6,58489E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,83579E-05;0,00000E+00;0,00000E+00;1,02531E-04;0,00000E+00;0,00000E+00;3,31418E-05;2,31992E-04;7,33399E-06;0,00000E+00;0,00000E+00;0,00000E+00;1,75425E-05;5,54412E-07;2,46880E-05;0,00000E+00;0,00000E+00;1,84456E-05;2,38355E-05;2,85233E-05;0,00000E+00;5,32926E-05;7,13047E-05;0,00000E+00;2,44991E-04;1,24468E-04;2,30459E-04;1,46680E-05;2,55620E-04;0,00000E+00;0,00000E+00;1,46680E-05
413;8,30742E-04;1,59875E-03;3,49308E-03;4,64407E-03;6,43407E-03;8,58551E-03;1,03442E-02;1,17029E-02;1,27675E-02;1,46982E-02;2,01864E-02;2,07823E-02;2,03420E-02;2,39003E-02;2,83565E-02;2,97071E-02;3,50439E-02;3,59369E-02;3,99514E-02;4,21069E-02;0,00000E+00;0,00000E+00;0,00000E+00;7,93030E-05;2,54711E-04;0,00000E+00;0,00000E+00;0,00000E+00;7,13877E-05;2,08759E-05;0,00000E+00;3,46015E-04;0,00000E+00;2,26149E-04;0,00000E+00;0,00000E+00;1,45363E-04;1,77038E-04;0,00000E+00;9,59558E-05;0,00000E+00;1,87099E-06;8,33155E-05;0,00000E+00;2,97081E-05;6,22492E-05;8,04384E-05;1,23751E-05;0,00000E+00;1,79848E-04;2,94150E-05;0,00000E+00;7,79781E-05;0,00000E+00;1,40922E-04;4,95005E-05;2,47503E-04;0,00000E+00;3,01531E-05;4,95005E-05
414;8,70023E-04;2,22071E-03;4,17266E-03;5,01767E-03;7,40181E-03;9,90739E-03;1,19390E-02;1,31739E-02;1,45621E-02;1,82644E-02;1,63729E-02;2,17658E-02;2,28224E-02;2,83912E-02;3,02490E-02;3,58119E-02;3,85305E-02;4,24105E-02;4,49609E-02;5,09984E-02;0,00000E+00;0,00000E+00;6,65091E-05;9,43163E-06;4,36307E-05;0,00000E+00;0,00000E+00;7,54349E-05;1,03323E-05;2,28621E-05;0,00000E+00;1,47495E-04;0,00000E+00;4,94277E-04;1,79354E-04;0,00000E+00;1,76927E-04;1,93882E-04;2,47029E-04;1,05085E-04;2,37338E-06;0,00000E+00;0,00000E+00;2,96325E-05;3,25346E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,28400E-05;0,00000E+00;2,64878E-05;2,80662E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;3,30220E-05;0,00000E+00
415;9,01360E-04;2,78907E-03;4,23993E-03;6,39789E-03;9,23796E-03;1,04801E-02;1,37080E-02;1,46926E-02;1,86869E-02;1,98818E-02;2,00270E-02;2,61247E-02;2,79221E-02;3,65053E-02;3,67179E-02;3,99138E-02;4,55797E-02;5,00445E-02;5,38803E-02;5,89544E-02;0,00000E+00;0,00000E+00;4,47888E-05;0,00000E+00;3,13339E-06;0,00000E+00;0,00000E+00;2,93560E-05;0,00000E+00;0,00000E+00;0,00000E+00;5,73988E-05;0,00000E+00;2,74416E-04;6,97969E-05;0,00000E+00;1,74492E-05;3,14312E-04;9,61331E-05;0,00000E+00;9,23617E-07;2,24826E-05;7,34178E-05;1,15317E-05;0,00000E+00;3,74005E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;4,38139E-05;1,03079E-05;1,34043E-04;7,81558E-05;0,00000E+00;1,18964E-04;0,00000E+00;0,00000E+00;0,00000E+00
416;1,21451E-03;3,11016E-03;5,20781E-03;7,19429E-03;1,07288E-02;1,18844E-02;1,63624E-02;1,90436E-02;2,07444E-02;2,33279E-02;3,16004E-02;3,21854E-02;3,79781E-02;3,90732E-02;4,48221E-02;4,85639E-02;5,69738E-02;6,03865E-02;6,02813E-02;6,84362E-02;0,00000E+00;0,00000E+00;7,18100E-07;0,00000E+00;1,33265E-05;0,00000E+00;1,11319E-04;4,16176E-05;0,00000E+00;0,00000E+00;2,24478E-04;0,00000E+00;0,00000E+00;6,77771E-06;0,00000E+00;2,22638E-04;0,00000E+00;1,19382E-05;0,00000E+00;0,00000E+00;7,85639E-06;8,53934E-07;2,36067E-05;0,00000E+00;0,00000E+00;1,42055E-06;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;3,46476E-04;1,66414E-06;1,46134E-05;4,73953E-05;2,95502E-04;0,00000E+00;2,27156E-04;0,00000E+00;0,00000E+00;0,00000E+00
417;1,51654E-03;3,19511E-03;5,36937E-03;7,71849E-03;1,10722E-02;1,38983E-02;1,75785E-02;2,22778E-02;2,49855E-02;2,79466E-02;3,57927E-02;3,42004E-02;4,06808E-02;4,69121E-02;4,92815E-02;5,40166E-02;6,17038E-02;6,81855E-02;7,12505E-02;7,72533E-02;1,95948E-06;0,00000E+00;0,00000E+00;0,00000E+00;6,77898E-05;2,58128E-04;1,73025E-04;0,00000E+00;1,18998E-05;0,00000E+00;0,00000E+00;2,60635E-05;1,67335E-05;0,00000E+00;1,26773E-05;6,29180E-05;2,83131E-04;0,00000E+00;3,85149E-05;3,20356E-04;1,34206E-06;1,43751E-05;2,54472E-05;0,00000E+00;0,00000E+00;0,00000E+00;3,14590E-05;0,00000E+00;1,84822E-05;0,00000E+00;8,76835E-06;2,54898E-04;0,00000E+00;5,29014E-06;2,77621E-05;1,19614E-04;2,21853E-05;1,88754E-04;0,00000E+00;2,39346E-04
418;1,47027E-03;3,84262E-03;7,13800E-03;9,20749E-03;1,30637E-02;1,57527E-02;2,01682E-02;2,41982E-02;2,69886E-02;3,19706E-02;3,41198E-02;4,19941E-02;5,06663E-02;5,58496E-02;6,02458E-02;6,68446E-02;6,72548E-02;7,61306E-02;8,26373E-02;9,64841E-02;1,69875E-06;0,00000E+00;1,73375E-05;0,00000E+00;4,40772E-05;0,00000E+00;0,00000E+00;0,00000E+00;2,40824E-04;1,22732E-04;3,09358E-05;9,75841E-05;6,26517E-05;0,00000E+00;4,74649E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,60925E-05;5,58833E-05;1,59779E-05;7,61011E-05;0,00000E+00;2,00066E-05;0,00000E+00;3,06821E-05;6,91989E-05;0,00000E+00;3,28295E-05;4,01783E-05;9,12967E-05;1,98068E-05;1,03944E-04;3,55987E-05;8,98818E-05;6,13643E-05;0,00000E+00;1,30528E-04
419;1,58118E-03;4,93336E-03;7,93859E-03;1,06084E-02;1,56826E-02;1,88788E-02;2,29107E-02;2,69542E-02;3,15755E-02;3,76037E-02;4,02525E-02;4,87549E-02;5,41806E-02;6,52045E-02;6,77338E-02;7,56235E-02;8,08012E-02;8,76419E-02;9,60041E-02;1,00704E-01;2,01547E-06;0,00000E+00;2,05700E-05;0,00000E+00;5,22951E-05;0,00000E+00;0,00000E+00;0,00000E+00;2,32864E-04;4,90698E-04;6,81135E-05;3,41582E-05;0,00000E+00;2,07682E-04;0,00000E+00;0,00000E+00;2,07682E-05;4,14584E-04;2,03411E-04;0,00000E+00;1,31312E-05;1,34359E-05;6,99110E-06;2,06191E-04;0,00000E+00;4,98537E-05;2,07682E-05;3,64026E-05;6,05558E-05;2,62457E-05;0,00000E+00;1,08860E-04;1,73751E-04;0,00000E+00;0,00000E+00;0,00000E+00;8,08948E-06;7,28053E-05;0,00000E+00;0,00000E+00
420;1,90208E-03;5,21436E-03;8,61487E-03;1,25769E-02;1,70637E-02;2,11066E-02;2,76411E-02;3,00102E-02;3,66024E-02;4,29627E-02;5,37385E-02;5,90974E-02;6,23515E-02;7,13140E-02;7,83763E-02;8,40476E-02;9,48028E-02;1,02538E-01;1,15577E-01;1,20739E-01;0,00000E+00;0,00000E+00;1,16911E-05;0,00000E+00;1,98149E-05;0,00000E+00;0,00000E+00;9,28207E-05;0,00000E+00;1,45328E-04;1,59253E-04;1,43854E-05;0,00000E+00;3,90913E-04;0,00000E+00;0,00000E+00;8,74631E-06;2,39385E-04;3,89627E-04;0,00000E+00;0,00000E+00;4,62824E-06;6,03964E-06;7,71697E-05;0,00000E+00;6,88173E-05;8,46087E-05;0,00000E+00;2,55024E-05;1,10531E-05;0,00000E+00;1,47689E-04;2,75561E-05;5,75578E-05;1,20823E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00
421;2,45635E-03;5,45013E-03;9,85673E-03;1,61364E-02;1,91658E-02;2,43545E-02;3,03731E-02;3,47943E-02;4,19749E-02;4,68345E-02;5,77013E-02;6,53226E-02;7,62750E-02;8,34133E-02;8,81783E-02;1,02281E-01;1,08833E-01;1,19044E-01;1,29385E-01;1,36868E-01;0,00000E+00;0,00000E+00;6,63479E-07;9,81134E-06;1,12451E-06;0,00000E+00;0,00000E+00;5,26765E-06;0,00000E+00;0,00000E+00;4,23913E-04;1,41248E-04;0,00000E+00;1,54627E-04;0,00000E+00;0,00000E+00;0,00000E+00;2,05364E-04;1,01362E-04;0,00000E+00;0,00000E+00;6,23231E-05;1,38938E-04;1,60941E-06;0,00000E+00;4,64797E-05;4,30525E-06;0,00000E+00;0,00000E+00;0,00000E+00;3,56392E-05;5,75252E-05;5,41138E-05;3,26645E-06;6,85680E-07;0,00000E+00;0,00000E+00;6,87029E-05;0,00000E+00;0,00000E+00
422;2,87497E-03;7,11887E-03;1,20701E-02;1,70733E-02;2,37194E-02;2,90478E-02;3,45606E-02;4,35644E-02;4,91616E-02;5,81151E-02;6,55214E-02;7,66882E-02;8,74587E-02;9,55297E-02;1,02937E-01;1,16154E-01;1,30714E-01;1,34333E-01;1,46495E-01;1,59878E-01;7,46535E-06;0,00000E+00;0,00000E+00;1,07576E-04;1,91165E-04;2,35271E-06;0,00000E+00;0,00000E+00;0,00000E+00;1,03978E-04;2,16787E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;3,26877E-05;1,30898E-04;2,11630E-04;6,66986E-06;7,64697E-05;0,00000E+00;3,25908E-05;5,50174E-06;7,20077E-06;0,00000E+00;0,00000E+00;9,34985E-05;0,00000E+00;6,13078E-05;0,00000E+00;7,27145E-05;0,00000E+00;1,48390E-04;1,13669E-05;6,57790E-05;0,00000E+00;1,05131E-04;0,00000E+00;0,00000E+00;1,18750E-04
423;2,98502E-03;7,93925E-03;1,35818E-02;1,97410E-02;2,65555E-02;3,33795E-02;4,14758E-02;4,91136E-02;6,07647E-02;6,78012E-02;7,82671E-02;8,80631E-02;1,00869E-01;1,11991E-01;1,23113E-01;1,35121E-01;1,46208E-01;1,56953E-01;1,67865E-01;1,82105E-01;3,66758E-05;0,00000E+00;6,53306E-05;9,13317E-05;1,23047E-04;9,86386E-06;4,31632E-05;7,60743E-05;0,00000E+00;5,97662E-05;5,18166E-05;0,00000E+00;0,00000E+00;8,63263E-05;0,00000E+00;1,37045E-04;4,44918E-04;8,68882E-05;2,79637E-05;1,72678E-04;8,70362E-07;4,14395E-05;2,30663E-05;4,28675E-05;0,00000E+00;0,00000E+00;7,65123E-05;0,00000E+00;7,19170E-06;0,00000E+00;1,70595E-05;9,08392E-06;2,69858E-05;9,39721E-05;5,40134E-05;0,00000E+00;0,00000E+00;4,31632E-05;0,00000E+00;5,71019E-05
424;3,55184E-03;9,23613E-03;1,65211E-02;2,37930E-02;3,05534E-02;4,04803E-02;4,88825E-02;5,83049E-02;6,69102E-02;7,99817E-02;8,87487E-02;1,02366E-01;1,16341E-01;1,28731E-01;1,36279E-01;1,54011E-01;1,67620E-01;1,78719E-01;1,99675E-01;2,16606E-01;6,85916E-06;2,11926E-05;8,33393E-05;0,00000E+00;0,00000E+00;0,00000E+00;5,50613E-05;2,03869E-04;0,00000E+00;7,62410E-05;0,00000E+00;0,00000E+00;5,02878E-05;3,38711E-04;2,85735E-04;0,00000E+00;1,88781E-04;3,56893E-04;0,00000E+00;2,20277E-04;1,11028E-06;0,00000E+00;3,20618E-05;1,61726E-05;0,00000E+00;3,19400E-05;3,93295E-05;0,00000E+00;9,17412E-06;5,41644E-05;4,81129E-05;3,41325E-04;3,00079E-05;5,90828E-05;6,89024E-05;0,00000E+00;2,66686E-04;2,16978E-04;0,00000E+00;0,00000E+00
