x;0,3388;0,3395;0,3396;0,3394;0,3394;0,3394;0,3394;0,3392;0,3392;0,3390;0,3389;0,3388;0,3387;0,3389;0,3385;0,3386;0,3385;0,3385;0,3382;0,3382;0,6736;0,6736;0,6741;0,6743;0,6742;0,6738;0,6742;0,6740;0,6743;0,6744;0,6752;0,6752;0,6757;0,6754;0,6755;0,6757;0,6758;0,6760;0,6761;0,6762;0,7108;0,6213;0,6766;0,6352;0,6470;0,6740;0,7078;0,6673;0,6743;0,6735;0,6698;0,6714;0,6863;0,7066;0,6802;0,6751;0,6562;0,6785;0,6986;0,6673
y;0,3718;0,3708;0,3704;0,3698;0,3698;0,3693;0,3691;0,3688;0,3684;0,3682;0,3680;0,3677;0,3675;0,3674;0,3672;0,3672;0,3669;0,3668;0,3665;0,3662;0,3253;0,3253;0,3253;0,3253;0,3251;0,3251;0,3250;0,3248;0,3248;0,3246;0,3242;0,3240;0,3236;0,3237;0,3236;0,3234;0,3233;0,3231;0,3230;0,3228;0,2806;0,2539;0,2680;0,2560;0,2598;0,2567;0,2719;0,2844;0,2577;0,2820;0,2872;0,2771;0,2748;0,2801;0,2682;0,2841;0,2703;0,2724;0,2789;0,2684
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
378;9,99528E-05;2,52512E-04;0,00000E+00;5,51133E-04;1,11434E-04;8,77566E-04;1,11575E-03;1,20760E-03;2,18249E-03;9,47192E-04;1,71646E-03;5,81334E-03;1,27595E-03;1,68255E-03;2,28721E-03;2,00178E-03;4,51433E-03;7,58650E-04;6,10299E-03;2,10882E-03;0,00000E+00;4,26081E-04;0,00000E+00;0,00000E+00;1,98805E-04;0,00000E+00;1,32764E-03;1,53983E-04;2,79611E-03;0,00000E+00;1,38585E-03;0,00000E+00;0,00000E+00;7,70882E-04;8,06251E-04;8,41620E-04;8,76989E-04;9,12358E-04;9,47727E-04;9,83096E-04;1,49311E-05;0,00000E+00;0,00000E+00;0,00000E+00;4,87525E-05;7,82105E-06;1,00870E-04;0,00000E+00;0,00000E+00;0,00000E+00;3,43137E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;4,08726E-04;4,05865E-05;0,00000E+00;4,17315E-04;2,78757E-04
379;1,04242E-04;2,58680E-05;2,15763E-04;5,75979E-04;5,17181E-04;7,16948E-04;7,20993E-04;1,78928E-04;7,28079E-04;1,74805E-03;1,34835E-03;2,12306E-03;1,71892E-03;1,36067E-03;8,08645E-04;3,92388E-03;4,61416E-03;1,95150E-03;1,77543E-03;2,70146E-03;0,00000E+00;0,00000E+00;0,00000E+00;2,84822E-04;1,36372E-03;0,00000E+00;0,00000E+00;2,06987E-03;3,15502E-03;0,00000E+00;1,06526E-03;0,00000E+00;0,00000E+00;7,22713E-04;7,22863E-04;7,23014E-04;7,23165E-04;7,23315E-04;7,23466E-04;7,23616E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,92467E-04;6,01182E-06;7,75362E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,17689E-04;1,96148E-05;1,37326E-04;0,00000E+00;1,31431E-04;2,47384E-04;6,02724E-04;0,00000E+00;0,00000E+00;2,14273E-04
380;1,04081E-05;3,32121E-04;5,09421E-05;1,09774E-04;1,11667E-03;4,50295E-04;1,35597E-03;0,00000E+00;0,00000E+00;1,15412E-03;1,75412E-03;1,45024E-04;3,71418E-03;1,55584E-03;2,57526E-03;5,63145E-04;6,14340E-04;4,60755E-04;4,76767E-03;8,21100E-03;0,00000E+00;0,00000E+00;0,00000E+00;1,17241E-03;1,20389E-03;3,36541E-03;0,00000E+00;4,60755E-04;4,09560E-04;0,00000E+00;0,00000E+00;1,12180E-03;0,00000E+00;1,53618E-04;7,19418E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;9,82587E-05;1,70935E-04;0,00000E+00;1,89213E-05;0,00000E+00;0,00000E+00;5,35179E-04;4,63110E-06;3,24231E-05;0,00000E+00;3,10312E-05;5,84079E-05;1,34939E-04;0,00000E+00;0,00000E+00;0,00000E+00
381;7,99750E-05;0,00000E+00;4,23639E-04;2,54307E-05;1,05635E-05;9,05023E-04;1,26756E-03;8,93571E-04;2,01504E-03;9,26818E-04;1,91308E-03;7,58082E-05;0,00000E+00;2,31969E-03;4,09112E-03;2,18954E-04;3,73906E-03;2,18954E-04;8,48358E-04;7,88214E-03;5,48227E-04;3,92769E-04;0,00000E+00;0,00000E+00;0,00000E+00;1,89760E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,27340E-03;0,00000E+00;4,09079E-04;4,50115E-04;4,91152E-04;5,32189E-04;5,73225E-04;6,14262E-04;6,55298E-04;0,00000E+00;2,15250E-06;0,00000E+00;0,00000E+00;1,48942E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,90516E-04;0,00000E+00;7,80629E-05;1,70807E-04;0,00000E+00;0,00000E+00;0,00000E+00;1,19680E-04;6,22113E-04;0,00000E+00;0,00000E+00;1,39602E-04
382;3,67376E-05;6,71528E-05;5,03298E-04;6,54571E-04;1,76199E-04;1,54871E-03;2,75255E-03;2,51551E-03;1,34977E-03;3,20848E-04;7,50798E-04;1,44894E-03;0,00000E+00;1,94781E-03;0,00000E+00;4,90242E-03;6,65774E-03;4,98056E-03;3,80843E-03;1,72817E-03;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,63817E-04;3,16520E-03;0,00000E+00;7,81418E-05;0,00000E+00;1,01584E-03;0,00000E+00;7,12328E-04;0,00000E+00;3,36974E-04;3,17668E-04;2,98362E-04;2,79057E-04;2,59751E-04;2,40446E-04;2,21140E-04;0,00000E+00;3,59037E-05;0,00000E+00;0,00000E+00;6,40278E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;4,79635E-04;0,00000E+00;2,47446E-05;0,00000E+00;6,63106E-05;0,00000E+00;1,85368E-04;0,00000E+00;0,00000E+00;1,35621E-04
383;9,89350E-05;2,65285E-04;4,06187E-04;8,56988E-04;4,79695E-04;6,88231E-04;2,01718E-03;2,00161E-03;1,07375E-03;6,32667E-04;9,86466E-04;1,86611E-03;1,21656E-03;1,95368E-03;2,23278E-03;4,21938E-03;6,40295E-03;3,27948E-03;2,44621E-03;5,30705E-03;0,00000E+00;0,00000E+00;0,00000E+00;5,49913E-04;3,70002E-04;0,00000E+00;0,00000E+00;1,76493E-04;2,09323E-03;2,29441E-03;0,00000E+00;1,05896E-03;4,18646E-04;1,09132E-03;1,15947E-03;1,22762E-03;1,29577E-03;1,36391E-03;1,43206E-03;1,50021E-03;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,83848E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,87380E-04;0,00000E+00;1,58998E-04;0,00000E+00;3,18942E-04;1,76900E-04;4,18678E-04;2,44060E-04;0,00000E+00;1,36030E-04
384;1,04230E-04;9,14532E-05;3,53462E-04;6,99339E-04;4,58422E-04;8,97184E-04;1,28864E-03;1,59643E-03;1,10206E-03;1,34619E-03;2,57676E-04;2,48724E-03;1,69641E-03;1,57263E-03;1,79730E-03;1,12331E-03;1,46030E-03;2,24662E-04;4,48182E-03;3,77017E-03;0,00000E+00;0,00000E+00;0,00000E+00;4,42658E-04;4,18811E-04;9,98878E-04;3,99551E-04;0,00000E+00;5,08115E-03;0,00000E+00;0,00000E+00;5,99327E-04;3,33363E-03;1,99217E-03;2,13595E-03;2,27973E-03;2,42351E-03;2,56730E-03;2,71108E-03;2,85486E-03;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;3,21852E-04;4,05878E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,44574E-04;8,29991E-05;0,00000E+00;2,08831E-04;1,42397E-04;0,00000E+00;1,96459E-04;1,64838E-04;1,09499E-04
385;3,89296E-05;0,00000E+00;1,84107E-04;3,46919E-04;4,82513E-04;4,97032E-04;6,17578E-04;3,67452E-04;1,64477E-04;2,32543E-04;5,05423E-04;3,26763E-04;1,23103E-03;1,79769E-03;2,82494E-03;3,85219E-03;0,00000E+00;2,31131E-03;7,11242E-03;4,65280E-03;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,04581E-03;1,01762E-03;9,88721E-05;0,00000E+00;5,46304E-03;7,70437E-04;3,59537E-03;1,48308E-04;7,41541E-04;2,04989E-03;2,18054E-03;2,31118E-03;2,44183E-03;2,57248E-03;2,70312E-03;2,83377E-03;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;4,69558E-05;1,00438E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,16156E-04;3,57759E-05;0,00000E+00;0,00000E+00;2,98174E-04;0,00000E+00;6,43056E-04;0,00000E+00;4,07904E-05;0,00000E+00
386;1,14191E-06;1,32192E-05;7,11327E-06;9,26453E-04;8,13297E-05;9,30007E-05;2,27343E-04;2,33814E-03;1,40324E-03;1,16735E-03;2,89786E-05;1,97955E-03;1,43530E-03;8,66666E-03;1,77606E-03;2,33812E-03;8,76795E-04;4,88968E-03;5,01344E-03;3,55212E-03;0,00000E+00;1,51515E-04;0,00000E+00;0,00000E+00;3,53250E-05;0,00000E+00;1,12335E-05;0,00000E+00;2,22559E-03;1,75359E-03;0,00000E+00;0,00000E+00;0,00000E+00;5,89144E-04;6,22317E-04;6,55491E-04;6,88664E-04;7,21838E-04;7,55011E-04;7,88185E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;6,23324E-04;0,00000E+00;4,31898E-04;0,00000E+00;0,00000E+00;1,42402E-05;2,96090E-06;0,00000E+00;2,41152E-04;4,06994E-05
387;2,31271E-05;0,00000E+00;3,08807E-04;5,55879E-04;7,15658E-04;5,94534E-04;1,73394E-03;3,01624E-03;1,08316E-03;3,86461E-04;1,21932E-03;1,23130E-03;2,28886E-03;3,86771E-03;4,55025E-04;1,68106E-03;4,90310E-04;4,32274E-03;1,89067E-03;1,82063E-03;0,00000E+00;1,13580E-04;0,00000E+00;3,98696E-04;7,15439E-04;6,30399E-04;1,06804E-03;0,00000E+00;3,64020E-03;0,00000E+00;0,00000E+00;0,00000E+00;9,10576E-04;7,20056E-04;7,27586E-04;7,35117E-04;7,42648E-04;7,50178E-04;7,57709E-04;7,65239E-04;9,52451E-06;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;8,97881E-05;0,00000E+00;0,00000E+00;3,08712E-04;1,14052E-04;2,95739E-05;0,00000E+00;0,00000E+00;3,68321E-04;1,70740E-04;0,00000E+00;0,00000E+00;4,87701E-05
388;5,79943E-05;1,94968E-04;5,84265E-04;3,77570E-04;3,29405E-04;0,00000E+00;1,19557E-03;1,64078E-03;1,93183E-03;1,59032E-03;2,53012E-03;2,30119E-03;3,41872E-03;0,00000E+00;6,33910E-04;3,97249E-03;2,68003E-03;1,52138E-03;2,95119E-03;3,54637E-03;0,00000E+00;0,00000E+00;0,00000E+00;9,42152E-04;0,00000E+00;3,13785E-03;1,98624E-03;0,00000E+00;0,00000E+00;6,33910E-04;0,00000E+00;5,07128E-04;2,15176E-03;9,56092E-04;9,71740E-04;9,87388E-04;1,00304E-03;1,01868E-03;1,03433E-03;1,04998E-03;2,25072E-05;0,00000E+00;0,00000E+00;0,00000E+00;3,44061E-05;0,00000E+00;0,00000E+00;2,12177E-04;1,91880E-05;0,00000E+00;4,58748E-05;2,69513E-04;6,98855E-05;0,00000E+00;0,00000E+00;1,88841E-04;5,79226E-04;0,00000E+00;0,00000E+00;1,15248E-04
389;4,87448E-05;1,63872E-04;3,79111E-04;4,88060E-04;6,62272E-04;0,00000E+00;6,07999E-04;5,79919E-04;1,21298E-03;2,65319E-03;9,49183E-04;3,48262E-03;1,80332E-03;1,28120E-03;1,44795E-03;2,56241E-03;2,74297E-03;1,27874E-03;1,26492E-03;1,17218E-03;2,31888E-04;0,00000E+00;1,98682E-04;0,00000E+00;0,00000E+00;3,58165E-03;0,00000E+00;2,37938E-03;0,00000E+00;5,32807E-04;2,19635E-03;4,26246E-04;0,00000E+00;9,10309E-04;9,19745E-04;9,29182E-04;9,38618E-04;9,48054E-04;9,57490E-04;9,66927E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;3,71970E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,61277E-05;6,62272E-05;3,85582E-05;1,49011E-04;1,73875E-04;0,00000E+00;0,00000E+00;0,00000E+00;2,90950E-04;3,20105E-04;0,00000E+00;0,00000E+00
390;0,00000E+00;2,87694E-04;3,54982E-04;6,45392E-05;7,70954E-04;1,12863E-03;4,27679E-04;6,41029E-04;1,69120E-03;1,52825E-03;1,74257E-03;4,21610E-03;1,32890E-03;4,10640E-03;2,40791E-04;4,44351E-03;3,85266E-04;2,12023E-03;4,43309E-03;6,83185E-03;6,10140E-05;0,00000E+00;6,48975E-04;0,00000E+00;0,00000E+00;3,40487E-03;0,00000E+00;6,26058E-04;7,06743E-04;0,00000E+00;5,77899E-04;0,00000E+00;0,00000E+00;1,14288E-04;5,06743E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,12968E-04;1,28335E-05;0,00000E+00;0,00000E+00;1,58940E-05;0,00000E+00;1,74256E-05;3,62281E-04;3,92076E-05;4,57498E-05;0,00000E+00;5,71178E-05;0,00000E+00;6,34673E-06;5,59626E-04;0,00000E+00;7,21727E-04
391;1,57879E-04;6,89625E-05;8,48665E-04;6,07824E-04;0,00000E+00;1,98873E-04;1,22168E-03;8,16651E-04;7,50038E-04;1,61535E-03;6,52133E-04;1,44765E-03;1,56021E-03;1,48513E-03;6,90627E-04;4,92532E-03;7,91609E-05;3,81321E-03;2,27963E-03;4,05166E-03;0,00000E+00;0,00000E+00;0,00000E+00;3,54804E-04;0,00000E+00;1,39013E-03;6,33287E-05;5,54126E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,57540E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;5,22897E-05;1,91279E-04;1,85064E-05;0,00000E+00
392;2,07717E-05;2,78914E-04;5,36430E-04;8,77500E-04;3,29881E-04;9,77109E-04;1,29128E-03;4,94244E-04;2,10420E-03;1,55675E-03;2,07244E-03;1,69059E-03;1,63514E-03;4,59074E-03;4,26538E-03;2,34527E-03;2,52291E-03;1,80138E-03;4,97897E-03;6,91617E-04;1,39402E-04;0,00000E+00;9,10017E-05;5,50591E-05;1,15334E-03;1,07283E-03;1,71653E-03;1,50196E-03;1,06886E-03;0,00000E+00;0,00000E+00;0,00000E+00;5,65868E-04;3,84968E-04;3,44551E-04;3,04135E-04;2,63719E-04;2,23302E-04;1,82886E-04;1,42470E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;4,83446E-05;2,23544E-05;0,00000E+00;0,00000E+00;1,90316E-05;3,41256E-05;0,00000E+00;4,27013E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;4,69012E-04;2,59796E-04;5,10264E-04;0,00000E+00
393;6,02062E-05;2,71178E-04;4,28355E-04;7,12608E-04;1,35773E-03;1,56643E-03;2,17424E-03;2,19722E-03;9,96778E-04;1,26795E-03;1,07614E-03;1,99040E-03;3,07085E-03;2,68053E-03;4,67130E-04;3,28153E-03;3,57839E-03;4,06008E-03;4,35988E-03;3,78213E-03;6,36535E-04;0,00000E+00;2,25368E-04;2,37028E-04;3,33829E-03;0,00000E+00;0,00000E+00;5,74811E-04;3,56677E-03;1,49451E-03;0,00000E+00;0,00000E+00;1,74628E-03;1,11019E-03;1,12410E-03;1,13800E-03;1,15191E-03;1,16581E-03;1,17972E-03;1,19363E-03;1,15186E-05;2,82544E-05;0,00000E+00;0,00000E+00;1,97723E-04;1,60466E-04;5,47702E-05;0,00000E+00;4,71324E-05;8,45131E-05;0,00000E+00;0,00000E+00;7,28085E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,31946E-04;0,00000E+00;2,14131E-05;0,00000E+00
394;7,65563E-06;2,15360E-04;8,78331E-04;1,11472E-03;8,32294E-04;7,12965E-04;1,90044E-03;2,05310E-03;8,41571E-04;2,14281E-03;2,21580E-03;3,52908E-03;4,09305E-03;2,45656E-03;4,97380E-04;5,48529E-03;5,62544E-03;7,30901E-03;3,64745E-03;7,11288E-03;2,54444E-04;0,00000E+00;0,00000E+00;8,79348E-05;4,21027E-04;1,65793E-03;0,00000E+00;5,02082E-04;2,79285E-03;1,30541E-03;0,00000E+00;0,00000E+00;3,01249E-04;6,60013E-04;6,62603E-04;6,65193E-04;6,67783E-04;6,70373E-04;6,72963E-04;6,75553E-04;1,00612E-05;2,46794E-05;0,00000E+00;0,00000E+00;6,81274E-05;3,10750E-04;4,78402E-05;0,00000E+00;0,00000E+00;0,00000E+00;4,49930E-05;0,00000E+00;6,35962E-05;0,00000E+00;0,00000E+00;0,00000E+00;7,94026E-05;0,00000E+00;0,00000E+00;2,77051E-04
395;1,03528E-04;1,30852E-04;1,73600E-04;6,03013E-04;1,01620E-04;2,74231E-04;4,46023E-04;1,44167E-03;2,12588E-03;2,40670E-03;1,54896E-03;2,82017E-03;5,19024E-03;6,61204E-03;5,07191E-03;4,76838E-03;4,58115E-03;3,13913E-03;4,88918E-03;9,21668E-03;1,69781E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,11131E-03;0,00000E+00;0,00000E+00;5,61683E-04;6,43238E-04;0,00000E+00;0,00000E+00;0,00000E+00;1,60863E-04;1,53475E-04;1,46086E-04;1,38698E-04;1,31309E-04;1,23921E-04;1,16533E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;6,18125E-05;0,00000E+00;0,00000E+00;0,00000E+00;2,32749E-04;1,27025E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;7,34688E-04;0,00000E+00;8,84574E-05;1,67791E-04
396;2,73348E-06;1,10548E-04;7,06030E-05;6,05166E-04;8,59620E-04;3,75063E-04;1,16478E-03;2,96681E-03;2,33574E-03;9,85601E-04;2,58108E-03;2,13429E-03;1,72185E-03;9,77841E-06;5,69914E-03;2,11553E-03;6,54318E-03;3,18551E-03;7,25522E-03;1,35460E-03;0,00000E+00;1,09837E-05;0,00000E+00;0,00000E+00;6,68947E-04;1,27637E-03;0,00000E+00;1,02109E-03;2,93352E-05;0,00000E+00;0,00000E+00;2,80801E-03;0,00000E+00;9,19199E-04;9,77408E-04;1,03562E-03;1,09383E-03;1,15203E-03;1,21024E-03;1,26845E-03;0,00000E+00;1,68227E-06;0,00000E+00;0,00000E+00;2,30921E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,35222E-04;0,00000E+00;0,00000E+00;0,00000E+00;6,00834E-05;0,00000E+00;6,26036E-04;0,00000E+00;0,00000E+00;1,31552E-06;6,72358E-07;2,13289E-04
397;1,39004E-04;3,78363E-04;1,54132E-04;1,20758E-03;1,31584E-03;2,11675E-03;1,87744E-03;1,48861E-03;1,62339E-03;3,32816E-03;2,60277E-03;4,13988E-03;1,35737E-03;1,22799E-03;3,67044E-03;3,32637E-03;7,52794E-03;5,76492E-03;4,94497E-03;4,13372E-03;0,00000E+00;4,48541E-04;0,00000E+00;1,20944E-04;0,00000E+00;0,00000E+00;0,00000E+00;5,52444E-05;2,08187E-03;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,53801E-04;2,61014E-04;2,68227E-04;2,75439E-04;2,82652E-04;2,89865E-04;2,97078E-04;0,00000E+00;6,86988E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,52900E-04;0,00000E+00;2,90452E-04;0,00000E+00;0,00000E+00;5,37217E-05;2,74571E-05;0,00000E+00
398;1,14943E-04;4,35998E-04;6,01273E-04;1,12114E-03;5,43674E-04;1,81775E-03;1,46727E-03;1,34968E-03;3,69376E-03;3,02263E-03;2,12138E-03;1,99972E-03;2,79346E-03;4,01286E-03;2,52886E-03;3,20281E-03;4,09944E-03;3,86446E-03;4,63729E-03;4,30966E-03;0,00000E+00;0,00000E+00;1,14099E-04;3,24885E-04;1,65265E-04;0,00000E+00;0,00000E+00;3,58619E-04;2,37439E-03;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,58849E-04;2,52228E-04;2,45608E-04;2,38987E-04;2,32366E-04;2,25746E-04;2,19125E-04;0,00000E+00;0,00000E+00;5,36370E-06;0,00000E+00;9,50823E-06;3,73709E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;3,32843E-05;0,00000E+00;0,00000E+00;2,53162E-04;0,00000E+00;0,00000E+00;0,00000E+00;1,02459E-04
399;7,98435E-05;3,05204E-04;9,53731E-04;1,07569E-03;5,82112E-04;1,91981E-03;1,72872E-03;1,94182E-03;5,00093E-03;2,10228E-03;2,59302E-03;2,20332E-03;2,84180E-03;4,60376E-03;1,66417E-03;5,09322E-03;1,46839E-03;1,66417E-03;6,49522E-03;5,99619E-03;2,45020E-05;0,00000E+00;1,06264E-04;8,12905E-04;1,53917E-04;0,00000E+00;1,08301E-03;2,20708E-03;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;7,46853E-05;2,68253E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;4,99540E-06;0,00000E+00;8,85535E-06;3,48048E-05;0,00000E+00;1,35696E-04;0,00000E+00;0,00000E+00;0,00000E+00;2,37924E-04;1,12653E-04;0,00000E+00;0,00000E+00;2,35779E-04;3,67015E-04;0,00000E+00;0,00000E+00;9,54240E-05
400;6,91087E-05;4,90040E-04;6,35545E-04;1,41511E-03;1,35189E-03;2,67960E-03;1,47189E-03;2,30208E-03;4,03406E-03;1,92912E-03;1,62306E-03;2,60646E-03;3,07571E-03;5,54630E-03;5,05155E-03;3,32362E-03;2,82887E-03;3,03093E-03;5,53347E-03;8,59889E-03;7,49225E-06;0,00000E+00;2,92457E-04;1,31025E-03;0,00000E+00;1,21237E-03;3,31163E-04;1,01914E-03;0,00000E+00;1,21237E-03;6,06186E-04;2,02062E-04;4,04124E-04;4,52290E-04;4,30466E-04;4,08643E-04;3,86819E-04;3,64996E-04;3,43173E-04;3,21349E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;4,56963E-05;0,00000E+00;0,00000E+00;4,14935E-05;0,00000E+00;0,00000E+00;2,01064E-04;7,27527E-05;2,49683E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,12227E-04;1,90288E-04;0,00000E+00;3,93934E-04
401;2,31719E-05;5,23780E-04;4,15045E-06;9,62609E-04;1,74677E-03;2,57699E-03;2,56297E-03;2,17528E-03;2,50736E-03;4,91508E-03;2,56665E-03;3,62862E-03;4,43651E-03;4,42744E-03;8,89278E-03;1,03573E-02;4,68881E-03;6,41469E-03;4,70277E-03;9,12622E-03;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;3,19039E-03;0,00000E+00;7,36244E-04;2,99228E-05;3,94658E-03;0,00000E+00;7,50208E-04;0,00000E+00;9,31572E-04;9,53112E-04;9,74652E-04;9,96192E-04;1,01773E-03;1,03927E-03;1,06081E-03;2,45892E-05;5,55646E-07;0,00000E+00;5,46624E-07;1,20024E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,16545E-06;0,00000E+00;6,66006E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;5,53511E-04;0,00000E+00;0,00000E+00;5,55586E-07
402;1,52336E-04;2,73394E-04;6,06141E-04;1,11167E-03;1,85443E-03;1,43100E-03;2,21676E-03;3,07491E-03;2,81091E-03;3,65151E-03;3,97904E-03;4,89706E-03;4,31289E-03;1,83191E-03;5,64857E-03;5,97983E-03;4,39957E-03;5,07773E-03;5,51065E-03;6,39782E-03;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;6,05659E-04;0,00000E+00;2,97214E-03;1,94778E-03;0,00000E+00;1,61581E-03;0,00000E+00;1,26144E-03;1,35245E-03;1,44346E-03;1,53446E-03;1,62547E-03;1,71648E-03;1,80748E-03;0,00000E+00;6,25232E-05;0,00000E+00;5,33726E-05;9,26638E-05;0,00000E+00;1,50285E-05;0,00000E+00;0,00000E+00;2,16001E-04;3,65253E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;4,25891E-04;0,00000E+00;1,24934E-04;1,17503E-04
403;9,56217E-05;4,15924E-04;8,86980E-04;1,21753E-03;2,01448E-03;1,39658E-03;2,79822E-03;3,53782E-03;3,47853E-03;3,44921E-03;3,82907E-03;5,56688E-03;5,05010E-03;5,40325E-03;1,66609E-03;5,63765E-03;8,59500E-03;8,10922E-03;8,65461E-03;8,64188E-03;0,00000E+00;0,00000E+00;0,00000E+00;8,58237E-05;0,00000E+00;3,92022E-04;3,40474E-03;0,00000E+00;1,44887E-04;0,00000E+00;0,00000E+00;7,24435E-04;0,00000E+00;3,30180E-04;3,15046E-04;2,99912E-04;2,84778E-04;2,69644E-04;2,54510E-04;2,39376E-04;0,00000E+00;2,37393E-05;0,00000E+00;0,00000E+00;1,31065E-05;1,99115E-05;4,31418E-05;0,00000E+00;0,00000E+00;1,31065E-05;1,04852E-04;4,43279E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,90945E-04;0,00000E+00;3,58645E-04;1,81586E-04
404;1,27710E-04;4,89025E-04;8,13072E-04;1,32052E-03;2,72230E-03;2,04202E-03;2,57926E-03;3,19665E-03;4,07101E-03;3,66844E-03;3,96534E-03;4,28819E-03;4,63489E-03;6,05325E-03;3,65167E-03;1,19301E-02;6,05186E-03;6,58246E-03;1,05744E-02;8,41176E-03;0,00000E+00;2,16348E-04;0,00000E+00;1,47178E-04;0,00000E+00;3,83365E-04;2,35158E-03;1,44455E-04;0,00000E+00;2,88911E-04;0,00000E+00;0,00000E+00;0,00000E+00;1,02160E-04;7,25422E-05;4,29243E-05;1,33064E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,61349E-05;6,34945E-05;0,00000E+00;2,92380E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,21754E-04;1,67727E-04;0,00000E+00;7,00479E-05;0,00000E+00;0,00000E+00;3,88680E-05;0,00000E+00;0,00000E+00
