location_code,location_name,month,month_name,measurement_table,measurement_setup,sun_included,patch,patch_almucantar,patch_azimuth,time_bin_minutes,time_of_day,samples_averaged,was_filled,room,fit_unit,fit_rmse,fit_mae,fit_success,fit_nfev,target_integral,reconstructed_integral,coolWhite_pct,blue_pct,cyan_pct,green_pct,amber_pct,red_pct,deepRed_pct,farRed_pct
DE-BLN,Berlin,6,June,spectral_patch_radiance,1,False,10,6,288.0,910,15:10,1.0,False,G7,photon,0.10365894762314536,0.07376541838533276,True,4,78.3940782134744,55.76542061722215,4.97463301654522,3.30904331265796,5.24645556846918,3.2306674594941223,8.794557859293509,7.804771227551757e-22,5.23091121402821,10.917155163729387
DE-BLN,Berlin,6,June,spectral_patch_radiance,1,False,10,6,288.0,915,15:15,3.0,False,G7,photon,0.10550246248101927,0.07485191880515167,True,5,79.37312873326192,56.41646576562371,4.9964274906895225,3.3279108957228747,5.282433779312766,3.282583259555547,8.935108482013515,4.345151034772759e-18,5.287749695702159,11.064097189542778
DE-BLN,Berlin,6,June,spectral_patch_radiance,1,False,10,6,288.0,920,15:20,2.0,False,G7,photon,0.10830176808142199,0.07674650157285544,True,4,81.19615040670507,57.685067138368346,5.068977229167273,3.3666435821574408,5.362856771266914,3.3411033618246417,9.12826097701297,2.3977173977516126e-24,5.388137430827397,11.282096529862295
DE-BLN,Berlin,6,June,spectral_patch_radiance,1,False,10,6,288.0,925,15:25,3.0,False,G7,photon,0.11072379116007479,0.07834387788462499,True,3,82.69241725326825,58.724514498864956,5.111322732289865,3.405567034860526,5.4442879173639085,3.411259203351483,9.345383639383558,8.845669827011606e-18,5.483633004230101,11.442613911609252
DE-BLN,Berlin,6,June,spectral_patch_radiance,1,False,10,6,288.0,930,15:30,2.0,False,G7,photon,0.10860572557043559,0.0767756553380856,True,4,80.99253174858167,57.49861431272567,5.0396745504428555,3.3577670198469454,5.345732354793623,3.358309554819711,9.172433099381177,7.41328830779944e-24,5.401053596350339,11.241820574547017
DE-BLN,Berlin,6,June,spectral_patch_radiance,1,False,10,6,288.0,935,15:35,1.0,False,G7,photon,0.10715539780705555,0.07557071335084357,True,4,79.5931649940024,56.463017588094175,4.9697332093103395,3.315757939047393,5.272471221450176,3.3206512249223574,9.055659169451694,3.57163746397063e-23,5.322059066027436,11.091736077101329
DE-BLN,Berlin,6,June,spectral_patch_radiance,1,False,10,6,288.0,940,15:40,2.0,False,G7,photon,0.11262630090858124,0.0794418600841569,True,4,83.40260836514487,59.142061997562614,5.117854598925625,3.420405973977481,5.467635141571976,3.454013087725258,9.46716458182932,1.1693741504820922e-24,5.542564391811512,11.513248402162779
DE-BLN,Berlin,6,June,spectral_patch_radiance,1,False,10,6,288.0,945,15:45,1.0,False,G7,photon,0.11108940698270171,0.07811421607602445,True,4,81.76588769355499,57.89914820908527,5.036521344612142,3.3726372110465,5.381214539616187,3.4067839314557915,9.31101453004242,8.635110037343266e-25,5.456509909651981,11.328188558454956
DE-BLN,Berlin,6,June,spectral_patch_radiance,1,False,10,6,288.0,955,15:55,3.0,False,G7,photon,0.10741017930591407,0.07502244252962344,True,4,77.92381362680062,55.00779447503275,4.865870935124763,3.2654232919728106,5.172281062868792,3.3006423145017183,8.904060056046156,3.918097499504812e-21,5.269251889038959,10.810134367510214
DE-BLN,Berlin,6,June,spectral_patch_radiance,1,False,10,6,288.0,960,16:00,2.0,False,G7,photon,0.10538585652765871,0.07330221865344655,True,4,75.75385473697727,53.34769244598854,4.777100575512874,3.2042300855636845,5.0597357705829,3.218300905937898,8.624488531705312,9.11893925422454e-22,5.152511357804532,10.53494371702942
DE-BLN,Berlin,6,June,spectral_patch_radiance,1,False,10,6,288.0,965,16:05,2.0,False,G7,photon,0.10652115150732844,0.07380167194439506,True,3,75.90293451572452,53.32543330758013,4.775068324728952,3.2066593092912425,5.047957732353377,3.2237647723868346,8.589162636956711,3.512221879358877e-18,5.1505308439771715,10.58742243231237
DE-BLN,Berlin,6,June,spectral_patch_radiance,1,False,10,6,288.0,975,16:15,3.0,False,G7,photon,0.10397073865833897,0.07180638234688842,True,4,73.67426580976316,51.69831094583996,4.678690663072099,3.1417667496139146,4.919182078994807,3.15321427276465,8.358168317299379,5.5870021975642435e-22,5.037061523700201,10.336284641815041
DE-BLN,Berlin,6,June,spectral_patch_radiance,1,False,10,6,288.0,980,16:20,2.0,False,G7,photon,0.10139857720335882,0.07000009567140389,True,4,71.81725204395363,50.38113769928883,4.606660241442994,3.0963892151618935,4.82860134972755,3.0919507565353115,8.167455523142584,3.997162497418634e-22,4.925387052728991,10.088538600581375
DE-BLN,Berlin,6,June,spectral_patch_radiance,1,False,10,6,288.0,985,16:25,3.0,False,G7,photon,0.10163606250307436,0.0703112979647339,True,3,72.30320537957348,50.77969310966702,4.631099149577377,3.1101178892955943,4.856870592012544,3.106909114081938,8.221059592761536,4.480985009618035e-18,4.957296656713114,10.153650791429524
