location_code,location_name,month,month_name,measurement_table,measurement_setup,sun_included,patch,patch_almucantar,patch_azimuth,time_bin_minutes,time_of_day,samples_averaged,was_filled,room,fit_unit,fit_rmse,fit_mae,fit_success,fit_nfev,target_integral,reconstructed_integral,coolWhite_pct,blue_pct,cyan_pct,green_pct,amber_pct,red_pct,deepRed_pct,farRed_pct
SG-SIN,Singapore,5,May,spectral_horizontal_irradiance,1,True,,,,755,12:35,1.0,False,G7,photon,1.4086360540509673,1.082922360173436,True,7,1348.569776977985,1009.080963002545,99.99999999999925,33.32729598801248,99.99999999999999,30.496633065484968,98.14515118277143,8.82398951109747e-11,78.55407508890792,99.99999999999999
SG-SIN,Singapore,5,May,spectral_horizontal_irradiance,1,True,,,,800,13:20,1.0,False,G7,photon,0.5441659915554752,0.4226853652849231,True,25,520.9126817796011,414.91299511230795,31.411585547754157,15.000150466008535,42.48025606333563,14.740271325389308,44.91636558435847,5.848537594053456e-24,27.350827021387968,71.60090427989005
