timestamp,Lamp 1_%,Lamp 2_%,Lamp 3_%,Lamp 4_%,Lamp 5_%,Lamp 6_%
08:00,915.8882017784928,0.0,0.0,0.0,0.0,9.847828420182774
08:30,925.7931508327832,0.0,0.0,0.0,0.0,9.787511170914136
09:00,1299.8343373239143,0.0,0.0,0.0,0.0,13.927879785295247
09:30,1296.0716003574416,0.0,0.0,0.0,0.0,13.969674396074186
10:00,1599.580139218383,0.0,0.0,0.0,0.0,16.987466438694366
10:30,1594.5668138328622,0.0,0.0,0.0,0.0,16.874788219753054
11:00,1768.1522121298237,0.0,0.0,0.0,0.0,18.768546822362207
11:30,1777.7201912323796,0.0,0.0,0.0,0.0,19.371594290812265
12:00,1868.4948840313402,0.0,0.0,0.0,0.0,19.742004905504036
12:30,1837.666985695753,0.0,0.0,0.0,0.0,19.274448129657692
13:00,1783.1012725675685,0.0,0.0,0.0,0.0,18.95164384793722
13:30,1778.212824199726,0.0,0.0,0.0,0.0,18.627373495800835
14:00,1613.4769692436093,0.0,0.0,0.0,0.0,16.750826847553324
14:30,1588.5926164550124,0.0,0.0,0.0,0.0,16.94308539520169
15:00,1299.6448866021074,0.0,0.0,0.0,0.0,13.764865707187399
15:30,1300.1711595353524,0.0,0.0,0.0,0.0,14.05203303564821
16:00,931.5475493096731,0.0,0.0,0.0,0.0,9.886417066887947
16:30,919.9310417190967,0.0,0.0,0.0,0.0,9.92622839234946
17:00,476.0814337352923,0.0,0.0,0.0,0.0,5.155993513015364
17:30,478.48569597337996,0.0,0.0,0.0,0.0,5.119460047277316
