wavelength_nm,A,b
315.7,9.031758499999995e-06,0.00033714295000000056
318.4,1.1347884999999994e-05,0.00035219836000000064
321.0,1.3468428499999996e-05,0.0005030517100000007
323.7,9.519910499999999e-06,0.00046662288999999984
326.4,1.6874341499999995e-05,0.0005185931300000008
329.1,1.4783455499999998e-05,0.0005396668100000004
331.8,1.8114351999999996e-05,0.0005046289800000008
334.4,2.2864884000000005e-05,0.00061377298
337.1,1.8496799999999992e-05,0.0006414624000000013
339.8,2.1980546999999996e-05,0.0008405797400000007
342.4,2.837479999999999e-05,0.0007789272000000013
345.1,2.743761e-05,0.0009083030000000004
347.8,3.105619499999999e-05,0.0010541013000000014
350.4,2.9370479999999995e-05,0.0008220576000000012
353.1,3.333478999999999e-05,0.0010272324000000009
355.7,3.571216e-05,0.0010589656000000011
358.4,3.1247514999999996e-05,0.0010440741000000003
361.0,4.4057284999999995e-05,0.0010093755000000007
363.7,4.534206999999999e-05,0.0011122548000000014
366.3,2.5531209999999988e-05,0.0009945288000000017
368.9,4.451128999999998e-05,0.001493463600000002
371.6,2.1225494999999995e-05,0.0011122015000000014
374.2,4.1066819999999986e-05,0.0011562514000000017
376.8,5.298497499999997e-05,0.0012163553000000033
379.4,4.3526999999999985e-05,0.001696999000000002
382.0,6.0677595e-05,0.0018324227000000024
384.7,8.474496499999997e-05,0.0022171437000000037
387.3,5.8622219999999984e-05,0.0022009482000000034
389.9,7.670861499999998e-05,0.002611558300000002
392.5,7.548232500000001e-05,0.0026149528999999997
395.1,5.6876954999999974e-05,0.0024905767000000015
397.7,9.594707499999999e-05,0.0031139046999999996
400.3,7.307322999999997e-05,0.0028302092000000024
402.9,7.545796999999997e-05,0.002879364800000002
405.4,8.925761999999999e-05,0.0022275894000000026
408.0,7.493090499999998e-05,0.0032227833000000026
410.6,9.490083999999998e-05,0.0032860248000000027
413.2,9.545604999999997e-05,0.0036960740000000054
415.7,9.620209999999994e-05,0.004176644000000005
418.3,0.00017703624499999993,0.00317393150000001
420.9,0.00010368957499999997,0.004341909700000004
423.4,0.00012418106,0.004221548200000004
426.0,0.00013378988499999998,0.005188592700000006
428.5,0.00014006541,0.004151096000000001
431.1,0.00020390380999999995,0.005091307200000011
433.6,0.00017546613999999992,0.005637697800000008
436.1,0.00017803613999999994,0.007809731800000013
438.7,0.00020636749999999992,0.008399228000000005
441.2,0.00021607094999999987,0.008690369000000015
443.7,0.00019644099999999997,0.011101764000000007
446.2,0.0002626197999999999,0.013270206000000007
448.8,0.00023103794999999996,0.01251190500000001
451.3,0.0002571644499999999,0.013208711000000014
453.8,0.00024038989999999996,0.013199238000000007
456.3,0.00018921599999999994,0.012904472000000012
458.8,0.00019344209999999995,0.01219770200000001
461.3,0.00016647764999999998,0.009033565000000006
463.8,0.00019968955000000002,0.009038007000000006
466.2,0.00018891924999999996,0.008513055000000007
468.7,0.00013064543000000002,0.009362667600000001
471.2,0.00015027474,0.008078361800000006
473.7,0.00014811746,0.007479915200000005
476.1,0.00013951872999999997,0.007839577600000005
478.6,0.00019962910999999996,0.007822311200000003
481.0,0.0001486298299999999,0.007291400600000011
483.5,0.0001837858999999999,0.008784400000000008
485.9,0.0001978026499999999,0.009386675000000008
488.4,0.00017142509999999999,0.008694238000000007
490.8,0.00022472309999999987,0.010525904000000015
493.2,0.00023046689999999995,0.009477492000000006
495.7,0.00021903055,0.009180844999999998
498.1,0.00026947674999999987,0.012108583000000011
500.5,0.00031217059999999995,0.01168353400000001
502.9,0.00035136244999999986,0.011940227000000017
505.3,0.0004372338999999998,0.013851150000000013
507.7,0.00043551825000000006,0.012237275000000014
510.1,0.0005471376499999998,0.017177241000000024
512.5,0.00057955635,0.016079109000000015
514.9,0.0006006827999999999,0.015440454000000004
517.3,0.0007291957999999999,0.01641415600000002
519.7,0.0007459127,0.016232502000000003
522.0,0.0008188468999999996,0.017331408000000027
524.4,0.0009218236499999998,0.01787930100000002
526.8,0.0009738078499999997,0.01723977500000005
529.1,0.0010437553499999998,0.01982862500000003
531.5,0.0011629193,0.01701395000000001
533.8,0.0012452595999999996,0.02027974800000004
536.2,0.0014469208999999992,0.01959097000000008
538.5,0.0014951356499999994,0.020400085000000033
540.8,0.0015912333499999993,0.021363501000000045
543.1,0.0017517153499999993,0.020792097000000113
545.5,0.0019383535499999998,0.01986368900000006
547.8,0.0021149874999999998,0.024843240000000103
550.1,0.0023795164000000005,0.022226568000000054
552.4,0.0025933324000000004,0.02537468799999999
554.7,0.0028702560999999994,0.023440362000000124
557.0,0.0030985601999999994,0.027721344000000096
559.3,0.003460214499999999,0.026628490000000133
561.5,0.003760778599999999,0.028094512000000182
563.8,0.004043320499999999,0.028036270000000148
566.1,0.0044481339999999986,0.02941952000000019
568.3,0.004779591,0.032218120000000086
570.6,0.005175065999999998,0.03416388000000009
572.9,0.0057561255,0.035236450000000065
575.1,0.006229286999999998,0.030788340000000282
577.3,0.006564503499999998,0.035849470000000314
579.6,0.006895464999999999,0.0402794200000004
581.8,0.0072275345000000005,0.0432226300000002
584.0,0.007835098499999998,0.0384354300000002
586.2,0.007949804499999998,0.041867350000000185
588.5,0.0081389725,0.04425187000000014
590.7,0.008326483499999997,0.04504741000000035
592.9,0.008601586499999996,0.0436868900000004
595.1,0.008808224499999998,0.042920150000000434
597.2,0.0090670975,0.04101639000000044
599.4,0.009104702499999999,0.044300350000000224
601.6,0.009162714999999998,0.04724896000000037
603.8,0.009299963,0.04988140000000027
605.9,0.009420013999999996,0.04541536000000025
608.1,0.009426413499999998,0.04826223000000056
610.2,0.009413888499999998,0.04283407000000021
612.4,0.0092867565,0.04914543000000024
614.5,0.009101450499999999,0.04911665000000027
616.7,0.008977298499999998,0.047984370000000526
618.8,0.008866544499999999,0.04859947000000042
620.9,0.008722606499999997,0.041087070000000336
623.0,0.008352882999999998,0.04429820000000033
625.1,0.008201193499999997,0.04137563000000036
627.2,0.007853997,0.04436934000000026
629.3,0.007801441499999997,0.039142790000000295
631.4,0.007788685499999996,0.04085295000000045
633.5,0.0074563925,0.03354115000000024
635.6,0.007253492,0.03233508000000018
637.7,0.006929823499999998,0.034537690000000315
639.7,0.0065736964999999975,0.037240050000000274
641.8,0.006466817999999999,0.033374680000000205
643.9,0.006307085499999999,0.03121951000000018
645.9,0.006167653499999999,0.03348485000000009
647.9,0.006010010499999998,0.03000073000000017
650.0,0.005688149499999999,0.02827973000000014
652.0,0.005451683999999998,0.029693320000000304
654.0,0.005259482999999998,0.025909700000000223
656.0,0.005047597999999999,0.025758700000000172
658.1,0.004822759999999999,0.028431920000000128
660.1,0.0045202474999999995,0.02548255000000011
662.1,0.0043616455,0.022512750000000047
664.1,0.004283555499999999,0.019512170000000113
666.0,0.003933561099999999,0.021768492000000222
668.0,0.0038039285999999983,0.022613162000000138
670.0,0.003602997999999999,0.020040490000000157
672.0,0.0033744128999999997,0.020283358000000078
673.9,0.0033359366000000005,0.016421262000000082
675.9,0.0031270471999999988,0.0188921240000001
677.8,0.003051891899999999,0.017096738000000156
679.8,0.0028792254999999998,0.019733850000000056
681.7,0.002624073499999999,0.019656810000000104
683.6,0.0026074315,0.017765260000000036
685.5,0.0025169903999999995,0.015206328000000081
687.5,0.0023046993999999996,0.017032268000000093
689.4,0.0021917227999999995,0.01637306600000008
691.3,0.0020314113500000002,0.014535935000000083
693.2,0.00202647375,0.011600669000000024
695.1,0.00197076735,0.014616375000000025
696.9,0.0018323494499999995,0.01167357500000003
698.8,0.0017317427999999995,0.012526932000000037
700.7,0.0016211728999999998,0.011820906000000051
702.6,0.0015489953000000002,0.009615374000000022
704.4,0.0015649580999999994,0.012908696000000074
706.3,0.0014530813999999997,0.008338442000000064
708.1,0.0014151890999999997,0.010268294000000051
710.0,0.0013787793999999994,0.010204616000000053
711.8,0.00119805185,0.008564613000000035
713.6,0.0011678396499999997,0.012084039000000043
715.4,0.0010671564499999998,0.009076065000000036
717.2,0.0010403629499999999,0.00814537300000005
719.1,0.0010102252,0.009246348000000043
720.9,0.0009371337999999998,0.00620846600000004
722.6,0.0009333268999999999,0.007900358000000033
724.4,0.0009688370499999998,0.008792989000000017
726.2,0.0008384853999999998,0.008501238000000036
728.0,0.0008454913999999998,0.009439282000000031
729.8,0.00075470525,0.008599031000000019
731.5,0.0007202848999999998,0.007318512000000029
733.3,0.0007760820999999999,0.007897532000000033
735.0,0.0006171115999999999,0.005916980000000022
736.8,0.0006078540999999998,0.00720046400000002
738.5,0.0006582358499999997,0.006170017000000034
740.2,0.0005396475999999999,0.0051364960000000095
742.0,0.00057317595,0.006226023000000017
743.7,0.0004959126499999998,0.006258753000000019
745.4,0.00045327389999999995,0.004857214000000008
747.1,0.0005349191,0.005870622000000018
748.8,0.00042365234999999985,0.005107243000000016
750.5,0.0004782129999999999,0.005254882000000019
752.2,0.0005040643499999998,0.00580492300000002
753.9,0.00037305239999999983,0.0041697000000000236
755.5,0.00042553979999999985,0.008451450000000013
757.2,0.00040992299999999986,0.00837822400000003
758.9,0.00041066895,0.004528505000000013
760.5,0.0004394292999999998,0.008166004000000029
762.2,0.00032224135000000003,0.0068315870000000105
763.8,0.00034203855,0.0066046030000000006
765.4,0.00039546399999999983,0.007938720000000015
767.1,0.00027851343999999996,0.00421264280000001
768.7,0.0004257003999999999,0.007617336000000007
770.3,0.00037739164999999993,0.006940595000000021
771.9,0.0003152670499999999,0.009113973000000015
773.5,0.0004509957,0.008377502
775.1,0.00036008639999999994,0.007910108000000018
776.7,0.0003187319999999999,0.007940008000000012
778.3,0.00032997784999999987,0.010703753000000014
779.9,0.00028386711999999994,0.005849905400000017
781.5,0.00035934104999999986,0.0065451190000000185
783.0,0.0002966097499999999,0.00785455300000001
784.6,0.00032958105000000003,0.007976907000000005
786.2,0.0003963706999999999,0.009903374000000017
787.7,0.00029898365,0.009593191000000006
789.3,0.0003211125499999999,0.009445843000000006
790.8,0.00038600674999999987,0.00948349500000001
792.3,0.00023396668000000002,0.010524915600000006
793.9,0.0003851779,0.01123624200000001
795.4,0.0002754689,0.011179576000000002
796.9,0.0002473142099999999,0.007785036200000003
798.4,0.00035198784999999986,0.008555013000000005
799.9,0.0002890234,0.007376226000000011
801.4,0.00022751381999999986,0.007777375400000011
802.9,0.00034366774999999996,0.008196077000000017
804.4,0.00011272873999999995,0.004825275800000009
805.9,0.00027727414999999993,0.008808749000000012
807.3,0.00021586188999999997,0.00825636280000001
808.8,0.00021721744999999995,0.0064666580000000045
810.3,0.00038240240000000003,0.012285378000000003
811.7,0.0002902346999999999,0.010453866000000008
813.2,0.00029497084999999994,0.010509007000000013
814.6,0.0004417516000000001,0.012138228
816.1,0.0003023203499999999,0.00987149700000001
817.5,0.00044070415,0.01474522100000001
818.9,0.00034739954999999994,0.011774619000000012
820.3,0.000348896,0.011469938000000011
821.8,0.0005681444,0.012077714000000012
823.2,0.0003329525999999999,0.01249550800000001
824.6,0.00044202254999999995,0.011458323000000012
826.0,0.0004861333999999999,0.012954726000000015
827.4,0.00031040849999999987,0.008878542000000022
828.8,0.0004759379,0.01549974200000001
830.2,0.0004672744499999998,0.017351127000000032
831.5,0.00035837235,0.014848367000000008
832.9,0.0004821376999999999,0.013348298000000022
834.3,0.00024298919999999987,0.01468038200000001
835.6,0.0004309641499999997,0.013321187000000026
837.0,0.0005264287,0.015475290000000006
838.4,0.0003298682499999999,0.016107441000000004
839.7,0.00038119085,0.014210353000000009
841.1,0.00038101359999999986,0.010806966000000017
842.4,0.0003438069999999999,0.010042864000000016
843.7,0.00034082299999999986,0.01604584600000002
845.1,0.00034721399999999993,0.00925072600000001
846.4,0.00023805134999999993,0.013467543000000014
847.7,0.0005308717500000001,0.014630933000000006
849.0,0.00029328289999999983,0.011150624000000015
850.3,0.0005883975999999997,0.017649208000000034
851.6,0.00038189049999999997,0.016232924000000003
852.9,0.0002076780399999999,0.008073546000000011
854.2,0.0005828034,0.018439892000000013
855.5,0.0003686279999999999,0.010144780000000015
856.8,0.0005493782999999999,0.013891762000000028
858.1,0.0006782441499999998,0.03433457300000005
859.4,0.0005150768999999999,0.023112778000000014
860.6,0.0009628260999999997,0.03434855400000004
861.9,0.0010245162999999997,0.03794170600000003
863.2,0.0011091986999999994,0.03850965400000005
864.4,0.0016749593999999997,0.06806972800000002
865.7,0.0013116859499999996,0.044458759000000084
866.9,0.0015804494999999996,0.07086087000000005
868.2,0.001976583799999999,0.07382590600000012
869.4,0.0015039789499999997,0.07896141500000008
870.7,0.002883355,0.09250260000000007
871.9,0.0025134944999999995,0.11408147000000009
873.1,0.0028798856999999994,0.06435151400000011
874.3,0.004015128999999999,0.12525760000000014
875.6,0.003393433999999999,0.1246923400000001
876.8,0.0030012795,0.11399229000000004
878.0,0.003018570499999999,0.13704131000000025
879.2,0.002643207499999999,0.13814407000000004
880.4,0.004530208499999999,0.1545555300000001
881.6,0.005042494999999999,0.15608590000000006
882.8,0.004695665499999998,0.15596387000000028
884.0,0.004068158499999998,0.20024947000000018
