wavelength_nm,A,b
315.7,2.0718018000000007e-05,0.0005718469599999999
318.4,2.6596175000000003e-05,0.0004674391000000001
321.0,3.363684e-05,0.0006616768000000005
323.7,2.5372913e-05,0.0004999908600000004
326.4,3.830135e-05,0.000790204600000001
329.1,3.683016e-05,0.0007899508000000005
331.8,3.9844179999999986e-05,0.0006966640000000011
334.4,4.9201529999999995e-05,0.0011355716000000014
337.1,4.059554499999999e-05,0.000971492500000001
339.8,5.9557624999999995e-05,0.0011882873000000013
342.4,7.122376e-05,0.001163236000000001
345.1,6.083546e-05,0.001359292600000002
347.8,6.434704e-05,0.0018352150000000025
350.4,5.7744070000000006e-05,0.0015304550000000013
353.1,7.043592999999998e-05,0.0018618058000000022
355.7,6.384475e-05,0.0022697114000000016
358.4,6.118448500000002e-05,0.002098027700000001
361.0,9.026794499999999e-05,0.0018609551000000034
363.7,9.563384999999998e-05,0.0020704974000000024
366.3,6.125491999999998e-05,0.0017421414000000023
368.9,0.00010587176000000002,0.002227919600000002
371.6,5.5789865e-05,0.001659177900000002
374.2,9.440612500000002e-05,0.0021259843
376.8,0.00011585828500000004,0.0028407383000000003
379.4,0.00011679457,0.002219140400000005
382.0,0.00013733294000000003,0.003046526800000004
384.7,0.00017643022000000006,0.0051524254000000005
387.3,0.0001375134,0.003523575200000003
389.9,0.00017379454000000002,0.0044601018
392.5,0.00017682320999999997,0.004117184200000008
395.1,0.00013401697,0.004484895400000002
397.7,0.00021783933999999997,0.00530571980000001
400.3,0.00020149112999999995,0.0039057796000000083
402.9,0.00020123233000000004,0.0036911436000000002
405.4,0.00018613024999999999,0.0039722250000000054
408.0,0.00020308592999999998,0.004283784600000002
410.6,0.00021464301000000003,0.0046368132000000045
413.2,0.00021546121,0.004604341200000007
415.7,0.00022036728999999997,0.006148695800000008
418.3,0.00031823655,0.008709719000000008
420.9,0.00018662205999999998,0.007306850200000008
423.4,0.00023812527,0.00684487240000001
426.0,0.0003026730499999999,0.0063610650000000095
428.5,0.0002208696,0.00773524400000001
431.1,0.00032227255000000005,0.009744606999999999
433.6,0.00031335354999999996,0.007571663000000005
436.1,0.00024334844999999994,0.01233426100000001
438.7,0.00029362829999999993,0.01170886600000002
441.2,0.0003255121499999999,0.008811351000000012
443.7,0.00023559304999999997,0.012514521000000006
446.2,0.00030249579999999996,0.015604578000000011
448.8,0.00023391459999999998,0.013188520000000006
451.3,0.00031492994999999987,0.014483621000000014
453.8,0.00030756664999999995,0.015520653000000008
456.3,0.0002687281500000001,0.01453232300000001
458.8,0.00033694414999999993,0.01292269100000001
461.3,0.00018907635000000003,0.012209546999999996
463.8,0.00033759229999999983,0.010220876000000018
466.2,0.0002481903,0.013213430000000002
468.7,0.00020114590000000005,0.010654480000000004
471.2,0.00024467905,0.009846271000000012
473.7,0.00024776609999999994,0.008637952000000008
476.1,0.0002652255499999999,0.008222821000000016
478.6,0.00033316639999999995,0.01087554000000001
481.0,0.00023869954999999996,0.007718239000000011
483.5,0.00028722849999999984,0.01084922000000001
485.9,0.0003130843000000001,0.012374540000000009
488.4,0.00025274155,0.010353121000000007
490.8,0.00034737614999999993,0.014222965000000008
493.2,0.0002968613,0.01146421200000001
495.7,0.00016403919999999995,0.010600492000000005
498.1,0.00032758219999999994,0.01203538000000002
500.5,0.00025757295,0.015373779
502.9,0.0002938245,0.015098984000000006
505.3,0.0003729065,0.017286198000000013
507.7,0.0002349205999999999,0.014349880000000014
510.1,0.00046958004999999995,0.016895055000000013
512.5,0.00040244959999999997,0.016203258000000005
514.9,0.00032279095,0.014430909000000009
517.3,0.00036900314999999985,0.01837164700000002
519.7,0.00028032784999999994,0.017119627000000012
522.0,0.0003106979499999999,0.01718839300000001
524.4,0.00032040264999999986,0.018876795000000016
526.8,0.00029832244999999984,0.016049469000000014
529.1,0.00035949334999999997,0.02006706300000001
531.5,0.00033563394999999995,0.016886397000000018
533.8,0.0002978877999999999,0.017368694000000018
536.2,0.00044457844999999993,0.019319303000000024
538.5,0.00032343059999999997,0.017440774000000013
540.8,0.0002809430499999998,0.019616235000000006
543.1,0.00028849139999999985,0.021994912000000026
545.5,0.0003041525,0.015790958000000008
547.8,0.00040380524999999984,0.01872572700000002
550.1,0.00031482544999999996,0.02128156300000001
552.4,0.00031949619999999986,0.020234924
554.7,0.00031122269999999986,0.01911014600000002
557.0,0.00031462129999999995,0.021738360000000005
559.3,0.0002923431,0.02049507400000002
561.5,0.0003141592499999998,0.021781117000000027
563.8,0.00027208185000000005,0.017397066999999995
566.1,0.00030417189999999987,0.02137420800000002
568.3,0.00028608885,0.02019738500000002
570.6,0.0002713414499999999,0.02092429900000001
572.9,0.00039845524999999985,0.024611143000000026
575.1,0.0003025745,0.019154399999999995
577.3,0.00022895055000000003,0.023235291000000016
579.6,0.00038021145000000014,0.023246277
581.8,0.00025414039999999995,0.022851964000000002
584.0,0.00035330265000000006,0.025551230999999997
586.2,0.00029510255,0.023586021000000006
588.5,0.0002861943000000001,0.024197216000000004
590.7,0.00036431829999999975,0.02415509200000002
592.9,0.00032468395,0.021678215000000008
595.1,0.00032011465,0.02330711700000001
597.2,0.0003894501999999999,0.02421961600000001
599.4,0.00029958690000000005,0.024976888
601.6,0.000412065,0.024848962000000006
603.8,0.00041395364999999973,0.023884171000000034
605.9,0.0004843995,0.02529507000000001
608.1,0.0005936645,0.023468830000000013
610.2,0.0005629003999999997,0.017563642000000042
612.4,0.0007287271499999997,0.02199531100000003
614.5,0.0008282254999999998,0.02578304000000004
616.7,0.0008484617499999998,0.019027683000000045
618.8,0.0012333849499999998,0.019601779000000052
620.9,0.0012991767999999998,0.019531890000000055
623.0,0.0014969987999999992,0.019250436000000065
625.1,0.001822280199999999,0.02208199200000006
627.2,0.0020771101999999997,0.01943232400000004
629.3,0.0025254850999999992,0.018211362000000057
631.4,0.003129422,0.01762145000000008
633.5,0.0034918240999999997,0.01661704200000017
635.6,0.0042191725,0.023401690000000194
637.7,0.004978494499999998,0.023037550000000136
639.7,0.005706251,0.03238596000000005
641.8,0.007116517499999997,0.029499970000000205
643.9,0.0086089355,0.029410190000000242
645.9,0.010315265999999998,0.04577676000000027
647.9,0.012085749499999998,0.06527291000000027
650.0,0.014191956499999997,0.07187545000000063
652.0,0.016594165499999997,0.08923159000000022
654.0,0.019361234999999994,0.09800602000000073
656.0,0.021892020999999998,0.1272166200000004
658.1,0.024557774999999993,0.1594262000000007
660.1,0.026809336999999992,0.17403914000000115
662.1,0.029203657999999993,0.15644406000000097
664.1,0.030424173999999995,0.1265886800000009
666.0,0.030302908999999996,0.058639280000001084
668.0,0.028784399999999998,0.0024269000000012803
670.0,0.026040066000000004,-0.07874251999999954
672.0,0.021863229999999997,-0.11205373999999886
673.9,0.017679875499999994,-0.13171612999999927
675.9,0.013701715499999998,-0.11857010999999974
677.8,0.010288386999999998,-0.09592137999999963
679.8,0.0078194155,-0.07395882999999964
681.7,0.0056527608,-0.05381650399999983
683.6,0.0042761931,-0.029877907999999936
685.5,0.0033549095999999994,-0.02436008799999986
687.5,0.0026242657,-0.017191213999999892
689.4,0.0020777086999999995,-0.007563993999999964
691.3,0.0015514457999999999,-0.005669831999999975
693.2,0.0013542632500000002,-0.0014322769999999734
695.1,0.0012763691999999997,0.0054497880000000725
696.9,0.0009389293999999996,0.003030906000000044
698.8,0.0008721341499999999,0.007688067000000025
700.7,0.0007807029499999998,0.007469877000000036
702.6,0.0005869488,0.007146206000000018
704.4,0.0008304814,0.010608860000000012
706.3,0.0005525298999999998,0.009138564000000023
708.1,0.0006009772499999999,0.008629977000000028
710.0,0.00061274085,0.014659597000000003
711.8,0.0004826254,0.006254374000000011
713.6,0.0005612712999999998,0.009627636000000031
715.4,0.00039482315000000004,0.009671377000000007
717.2,0.00042850444999999995,0.01150208700000001
719.1,0.00047591360000000005,0.010062360000000012
720.9,0.00031395315000000006,0.008657851000000006
722.6,0.0004613766499999999,0.009187753000000022
724.4,0.00061306045,0.010248917000000001
726.2,0.00038133759999999997,0.00889654400000001
728.0,0.00044210690000000014,0.016400676000000003
729.8,0.000277171,0.01274296200000001
731.5,0.00038091494999999994,0.007228371000000012
733.3,0.0004860614499999999,0.01084238100000001
735.0,0.00024582064999999995,0.005386139000000008
736.8,0.00030850285000000007,0.011543389
738.5,0.00038425185,0.01129559100000001
740.2,0.00033580074999999996,0.003907777000000011
742.0,0.00040335465,0.009975075000000014
743.7,0.00036268955000000005,0.004367662000000011
745.4,0.00021320426999999994,0.006850385400000014
747.1,0.00044268915,0.011072737000000004
748.8,0.00027984065999999997,0.004614104200000008
750.5,0.000346998,0.010542888000000014
752.2,0.0003985512999999999,0.011613472000000022
753.9,0.00022944647,0.007708064400000008
755.5,0.00046817775000000005,0.010715125000000004
757.2,0.0003910743499999999,0.01301314500000002
758.9,0.00032212095000000007,0.009794045000000001
760.5,0.0005471754499999999,0.011674581000000026
762.2,0.00033655284999999996,0.009666535000000014
763.8,0.0004716068,0.005600196000000011
765.4,0.00053659755,0.013341043000000025
767.1,0.00028420174999999997,0.004106307000000011
768.7,0.0005771999000000001,0.011748598000000016
770.3,0.00047721325,0.012807185000000018
771.9,0.00040595849999999995,0.015241078000000019
773.5,0.0006070329499999998,0.019429799000000015
775.1,0.00054576445,0.012449343000000017
776.7,0.0005275306,0.011502252000000008
778.3,0.0006240560999999999,0.012896036000000013
779.9,0.00038139760000000005,0.009437106000000008
781.5,0.0005958855999999999,0.012492712000000017
783.0,0.0005124572999999999,0.011024780000000014
784.6,0.0005840408,0.010267754000000011
786.2,0.0007939640500000001,0.013478427000000003
787.7,0.0006325141000000001,0.011066674000000014
789.3,0.0006703585499999999,0.012405175000000025
790.8,0.0007563465999999999,0.015443608000000036
792.3,0.0005106544999999999,0.012637562000000019
793.9,0.0006943974499999999,0.025042795000000034
795.4,0.0006882515500000002,0.012647828999999996
796.9,0.0005348349500000001,0.010884331000000011
798.4,0.00069830895,0.01630627500000003
799.9,0.0006073271000000001,0.011478862000000013
801.4,0.0005040185499999998,0.012409599000000014
802.9,0.0006075231500000002,0.019624309000000013
804.4,0.00024797433,0.006542118599999999
805.9,0.00063715085,0.010727403000000007
807.3,0.0004737647999999999,0.01192312600000001
808.8,0.0004773127,0.009315032000000004
810.3,0.0009707847000000001,0.01746724399999999
811.7,0.00059156235,0.01625856500000001
813.2,0.0006394629500000003,0.018782458999999987
814.6,0.0009619962500000001,0.019439678999999998
816.1,0.0005948027999999999,0.019010752000000013
817.5,0.0009967015,0.02067260600000004
818.9,0.0007688452500000001,0.02107444500000001
820.3,0.0006454755499999998,0.02521209100000002
821.8,0.0010206581999999999,0.030414242000000036
823.2,0.0007174950499999999,0.022847569000000033
824.6,0.0009181972999999999,0.02088493200000003
826.0,0.0011289372999999997,0.018787692000000033
827.4,0.0006718732499999999,0.015175577000000011
828.8,0.0010502967999999999,0.027423666000000027
830.2,0.0011250736500000003,0.02486901100000002
831.5,0.0007526701499999998,0.019714439000000014
832.9,0.0009239459499999997,0.026691565000000042
834.3,0.0007719618500000001,0.013679763000000018
835.6,0.0008878496499999998,0.026487199000000027
837.0,0.0011337301,0.02562240600000001
838.4,0.0007854085500000001,0.026386306999999987
839.7,0.00103337455,0.01730267700000002
841.1,0.000692774,0.023406500000000028
842.4,0.0008275145000000002,0.01600865400000001
843.7,0.0008202686999999998,0.023337916000000028
845.1,0.0007505218,0.017891660000000004
846.4,0.0007805389000000001,0.01827464600000003
847.7,0.0011720204999999997,0.028317800000000035
849.0,0.0007875093,0.016167206000000014
850.3,0.0014502783999999999,0.03091790000000005
851.6,0.0010066456500000002,0.026367967000000034
852.9,0.00051797535,0.015494391000000019
854.2,0.00132519505,0.036150325000000046
855.5,0.00109768385,0.01792312500000002
856.8,0.0012740313999999996,0.03649512200000004
858.1,0.0020610716999999996,0.04647024400000008
859.4,0.0013468749,0.04796487800000003
860.6,0.0026271522000000003,0.058538354000000015
861.9,0.003393965999999999,0.048021480000000144
863.2,0.0035899005,0.05114255000000002
864.4,0.004826171999999998,0.10858246000000013
865.7,0.0037021854999999995,0.07921949000000011
866.9,0.005530548,0.10641314000000013
868.2,0.006064586999999998,0.1143376800000002
869.4,0.0053409805,0.10863549000000024
870.7,0.007989154,0.21370110000000003
871.9,0.009338501499999999,0.11007157000000022
873.1,0.0090290565,0.10375031000000023
874.3,0.010491616500000002,0.26183647000000015
875.6,0.011422747499999998,0.1830890700000002
876.8,0.009129377,0.2112382000000002
878.0,0.0102177065,0.24132947000000035
879.2,0.008780296500000001,0.2620469699999999
880.4,0.013731703,0.2745759000000003
881.6,0.013817708000000005,0.37729496
882.8,0.014233447999999996,0.2544410000000004
884.0,0.014494504000000002,0.3118234200000003
