Time;10:50:38;10:50:48;10:50:55;10:51:02;10:51:08;10:51:15;10:51:23;10:51:32;10:52:59;10:53:08;10:53:17;10:53:29;10:53:43;10:54:07;10:54:15;10:54:24;10:54:32;10:54:39;10:54:45;10:54:55;10:55:41;10:56:09;10:56:57;10:57:08;10:57:15;10:57:30;10:57:36;10:57:43;10:57:50;10:57:58;10:58:05;10:58:13;10:58:20;10:58:29;10:58:37;10:58:45;10:58:53;10:59:00;10:59:08;10:59:15;10:59:31;10:59:39;10:59:58;11:00:07;11:00:14;11:00:22;11:00:30;11:00:37;11:00:44;11:00:51;11:01:00;11:01:37;11:01:57;11:02:04;11:02:12;11:02:19;11:02:27;11:02:34;11:02:42;11:02:50;11:03:12;11:03:40;11:03:48;11:03:57;11:04:04;11:04:10;11:04:18;11:04:26;11:04:33;11:04:40;11:04:48;11:04:56;11:05:03;11:05:11;11:05:18;11:05:25;11:05:37;11:05:44;11:05:51;11:05:59;11:06:23;11:06:32;11:06:39;11:06:46;11:06:53;11:07:00;11:07:08;11:07:16;11:07:23;11:07:32;11:07:39;11:07:46;11:07:53;11:08:01;11:08:08;11:08:15;11:08:22;11:08:31;11:08:38;11:08:45;11:09:40;11:10:40;11:10:52;11:11:03;11:11:10;11:11:17;11:11:26;11:11:33;11:11:41;11:11:48;11:11:55;11:12:03;11:12:11;11:12:27;11:12:37;11:14:12;11:14:20;11:14:28;11:14:35;11:14:43;11:15:05;11:15:16;11:15:41;11:15:51;11:16:07;11:16:17;11:16:23;11:16:35;11:16:41;11:16:48;11:17:05;11:17:14;11:18:12;11:18:20;11:18:31;11:18:42;11:21:29;11:21:47;11:21:57;11:22:05;11:23:48;11:23:59;11:24:16;11:24:28;11:24:46;11:25:00;11:25:11;11:25:18;11:25:25;11:25:33;11:25:49;11:26:01;11:26:10;11:29:22;11:29:33;11:29:39;11:29:50;11:29:58;11:30:06;11:30:17
672;6,55140E-03;1,61236E-02;2,53892E-02;3,46489E-02;4,35163E-02;5,16250E-02;6,10915E-02;6,84480E-02;7,70824E-02;8,56157E-02;9,24442E-02;1,00508E-01;1,08979E-01;1,17009E-01;1,25408E-01;1,30172E-01;1,35811E-01;1,44742E-01;1,50651E-01;1,57796E-01;2,12182E-05;1,79827E-05;8,25465E-06;2,83129E-05;0,00000E+00;9,74247E-05;0,00000E+00;3,75481E-04;0,00000E+00;1,02243E-04;4,19018E-05;8,84878E-05;9,09297E-05;2,59799E-05;0,00000E+00;1,29900E-05;6,60372E-05;5,19598E-05;8,58484E-05;3,00726E-04;1,13957E-05;7,93379E-05;2,12148E-05;8,96050E-05;4,08383E-05;8,76566E-05;1,26670E-04;4,18755E-05;1,66965E-04;5,91073E-05;8,13504E-05;1,65093E-05;6,65847E-05;0,00000E+00;1,72625E-04;3,86032E-05;1,49716E-04;0,00000E+00;1,91468E-05;8,67282E-05;7,44781E-06;1,37477E-06;4,76956E-05;5,83759E-05;1,32203E-04;5,52796E-05;1,03743E-04;1,00125E-04;2,54020E-05;1,95355E-04;1,36830E-04;8,82803E-05;2,34146E-04;2,64149E-05;2,11359E-04;2,32475E-04;1,49688E-04;2,38745E-04;1,20859E-05;2,85471E-04;3,20645E-03;7,81548E-03;1,22844E-02;1,65093E-02;2,11388E-02;2,50306E-02;2,94156E-02;3,36937E-02;3,75403E-02;4,20223E-02;4,51960E-02;4,90098E-02;5,33347E-02;5,65216E-02;6,04867E-02;6,42717E-02;6,75121E-02;7,13581E-02;7,40564E-02;7,85482E-02;9,27113E-06;1,01540E-04;2,31168E-04;3,27189E-04;3,61739E-04;7,05264E-04;8,42855E-04;5,61935E-04;8,57270E-04;9,09810E-04;1,06544E-03;1,24253E-03;1,71104E-03;1,59326E-03;1,53150E-03;1,29056E-03;2,22431E-03;2,21858E-03;1,95316E-03;2,60556E-03;5,71239E-03;1,43992E-02;2,47483E-02;3,59619E-02;5,16533E-02;6,53592E-02;8,05983E-02;9,55197E-02;1,12832E-01;1,29736E-01;1,46895E-01;1,65649E-01;1,88061E-01;2,07334E-01;2,28506E-01;2,50586E-01;2,83955E-01;3,05292E-01;3,29360E-01;3,55638E-01;3,19596E-04;7,84192E-04;1,30990E-03;1,78012E-03;2,31702E-03;2,92666E-03;3,44530E-03;4,06157E-03;4,78774E-03;5,53685E-03;6,11587E-03;6,85063E-03;7,67992E-03;8,34029E-03;9,18868E-03;9,85178E-03;1,06983E-02;1,15242E-02;1,19240E-02;1,29659E-02
673;6,44407E-03;1,55668E-02;2,45286E-02;3,35541E-02;4,21927E-02;4,97831E-02;5,80373E-02;6,65206E-02;7,50391E-02;8,27926E-02;9,10481E-02;9,90373E-02;1,05006E-01;1,12099E-01;1,19757E-01;1,27876E-01;1,34580E-01;1,39610E-01;1,47761E-01;1,53434E-01;2,96105E-06;0,00000E+00;5,61224E-05;5,20652E-06;8,32834E-05;1,79156E-05;1,18385E-04;5,44410E-05;0,00000E+00;2,93419E-04;0,00000E+00;2,00466E-06;1,67213E-05;4,77750E-06;0,00000E+00;1,92342E-04;0,00000E+00;9,55501E-06;3,10832E-04;2,23395E-04;2,34783E-05;6,59503E-05;2,44883E-06;8,22119E-05;4,77750E-06;8,91310E-05;1,19947E-04;3,72900E-05;1,54846E-05;3,58313E-06;1,16749E-04;2,59027E-05;0,00000E+00;0,00000E+00;1,08547E-04;0,00000E+00;3,12510E-04;4,83033E-05;8,76189E-05;1,59486E-05;6,22661E-05;2,52810E-07;2,60214E-05;3,33734E-05;1,67213E-05;1,47341E-04;1,63660E-04;5,32185E-05;1,03416E-04;2,63270E-04;1,58452E-04;2,42679E-04;7,39513E-05;3,45369E-05;8,76366E-05;2,63257E-04;2,76265E-04;2,47115E-04;8,42774E-05;4,33720E-05;3,13858E-03;7,68089E-03;1,18954E-02;1,61318E-02;2,03388E-02;2,41139E-02;2,87395E-02;3,27783E-02;3,68837E-02;4,06242E-02;4,41901E-02;4,77491E-02;5,21425E-02;5,55563E-02;5,83834E-02;6,23830E-02;6,64664E-02;6,96516E-02;7,32343E-02;7,60366E-02;3,34801E-05;1,14299E-04;1,32716E-04;2,77168E-04;3,99521E-04;2,94411E-04;5,22210E-04;5,16377E-04;5,46779E-04;1,00427E-03;9,99187E-04;1,10080E-03;1,41900E-03;1,68335E-03;1,51540E-03;1,55881E-03;1,31418E-03;2,00257E-03;2,05150E-03;2,04286E-03;4,69845E-03;1,17299E-02;2,01268E-02;2,93227E-02;4,26221E-02;5,32280E-02;6,58331E-02;7,83119E-02;9,24554E-02;1,07716E-01;1,23646E-01;1,39480E-01;1,57011E-01;1,73501E-01;1,89756E-01;2,10500E-01;2,40871E-01;2,60835E-01;2,80690E-01;3,01626E-01;3,55176E-04;8,71197E-04;1,43715E-03;1,98985E-03;2,52909E-03;3,21949E-03;3,80384E-03;4,47636E-03;5,23310E-03;6,00067E-03;6,38728E-03;7,27124E-03;8,41074E-03;8,97114E-03;9,78881E-03;1,01353E-02;1,17949E-02;1,23306E-02;1,29252E-02;1,37673E-02
674;6,03856E-03;1,52716E-02;2,37824E-02;3,29179E-02;4,01350E-02;4,89437E-02;5,69804E-02;6,45302E-02;7,31445E-02;8,04841E-02;8,78552E-02;9,58010E-02;1,00238E-01;1,08280E-01;1,15956E-01;1,23916E-01;1,30530E-01;1,35706E-01;1,43331E-01;1,50352E-01;4,66102E-05;9,71043E-06;7,41515E-06;2,92747E-05;6,50223E-06;3,56593E-05;3,17719E-06;4,63233E-05;0,00000E+00;8,27830E-06;5,32786E-05;0,00000E+00;2,52177E-04;2,59530E-05;0,00000E+00;3,51740E-04;0,00000E+00;3,87399E-04;0,00000E+00;3,29765E-04;2,51736E-05;7,45811E-06;1,82781E-05;3,24413E-06;1,56009E-04;7,91553E-05;6,65394E-06;1,35377E-04;3,20447E-06;2,47188E-04;1,81838E-05;3,56593E-05;2,39699E-04;1,30763E-05;8,75184E-05;8,10649E-05;4,94141E-05;4,90720E-05;2,14994E-05;2,51308E-04;4,11128E-06;5,88578E-07;2,04506E-05;8,35129E-05;1,36394E-04;1,01167E-04;8,77382E-05;8,14185E-05;2,08857E-05;3,07478E-06;2,59530E-05;2,00375E-05;1,07905E-04;0,00000E+00;1,55968E-04;2,91190E-04;2,05458E-05;3,42477E-04;8,92781E-05;2,32130E-05;3,04508E-03;7,43443E-03;1,16242E-02;1,60777E-02;1,99260E-02;2,37617E-02;2,76146E-02;3,18502E-02;3,54187E-02;3,94911E-02;4,30868E-02;4,68706E-02;5,01863E-02;5,39814E-02;5,72955E-02;6,08531E-02;6,37321E-02;6,71723E-02;7,09229E-02;7,36112E-02;9,41631E-06;1,10798E-04;2,36496E-04;2,96347E-04;2,61832E-04;2,53812E-04;6,05552E-04;5,21833E-04;6,03396E-04;1,13235E-03;7,16550E-04;6,34994E-04;4,32161E-04;1,19671E-03;1,49629E-03;1,20740E-03;1,72780E-03;1,77417E-03;1,91561E-03;1,78561E-03;3,87615E-03;9,65862E-03;1,65725E-02;2,41083E-02;3,53616E-02;4,49699E-02;5,50711E-02;6,56233E-02;7,62554E-02;8,81485E-02;1,02563E-01;1,15779E-01;1,31064E-01;1,44110E-01;1,59290E-01;1,77458E-01;2,02733E-01;2,17393E-01;2,38495E-01;2,55050E-01;3,75643E-04;9,25071E-04;1,53380E-03;2,20189E-03;2,73713E-03;3,57624E-03;4,13858E-03;4,64920E-03;5,77432E-03;6,42652E-03;7,19485E-03;7,63671E-03;8,70822E-03;9,44566E-03;1,04215E-02;1,13336E-02;1,21614E-02;1,29651E-02;1,43694E-02;1,50992E-02
675;6,03219E-03;1,48170E-02;2,33568E-02;3,14199E-02;3,95328E-02;4,75556E-02;5,52128E-02;6,22841E-02;7,01927E-02;7,86167E-02;8,42459E-02;9,31300E-02;9,93440E-02;1,06791E-01;1,12534E-01;1,19337E-01;1,25570E-01;1,31735E-01;1,39398E-01;1,45509E-01;4,73816E-05;3,32743E-06;6,50685E-05;2,46915E-05;6,64331E-05;0,00000E+00;4,07510E-05;3,95487E-05;0,00000E+00;6,07063E-05;2,65676E-04;0,00000E+00;1,49536E-04;2,63634E-04;0,00000E+00;1,44036E-04;0,00000E+00;9,51592E-05;4,27673E-05;3,26260E-04;6,07025E-06;5,46917E-05;4,17551E-06;3,60090E-05;1,83288E-05;1,33341E-04;5,97594E-05;6,15212E-05;2,34990E-05;4,75796E-05;9,54641E-05;0,00000E+00;0,00000E+00;9,94825E-05;1,77768E-04;0,00000E+00;5,04391E-05;1,24010E-04;2,01945E-04;4,07912E-05;5,23474E-05;6,25596E-06;4,22538E-05;0,00000E+00;1,01765E-04;0,00000E+00;6,25408E-05;4,95735E-05;1,53159E-04;3,52151E-05;2,14757E-04;1,33497E-04;3,73451E-05;0,00000E+00;2,24226E-04;1,36247E-04;0,00000E+00;6,84243E-05;6,13126E-05;2,50554E-04;2,97314E-03;7,20219E-03;1,12816E-02;1,53531E-02;1,97475E-02;2,33655E-02;2,72019E-02;3,09019E-02;3,46394E-02;3,86205E-02;4,22328E-02;4,53793E-02;4,90479E-02;5,27663E-02;5,56395E-02;5,89247E-02;6,25881E-02;6,59037E-02;6,84289E-02;7,15895E-02;6,00154E-05;8,42687E-05;1,17559E-04;1,73263E-04;3,21341E-04;3,99193E-04;5,67667E-04;4,88693E-04;6,67398E-04;3,56918E-04;9,47705E-04;1,03957E-03;1,17612E-03;7,56073E-04;1,45526E-03;9,40913E-04;1,41220E-03;1,19741E-03;1,54899E-03;1,87352E-03;3,15722E-03;7,91291E-03;1,38797E-02;2,01988E-02;2,91713E-02;3,74268E-02;4,56752E-02;5,41672E-02;6,42462E-02;7,34446E-02;8,50466E-02;9,66092E-02;1,08939E-01;1,20839E-01;1,33144E-01;1,46645E-01;1,69532E-01;1,82345E-01;1,97597E-01;2,15030E-01;3,97952E-04;9,87884E-04;1,60276E-03;2,43175E-03;3,17692E-03;3,84955E-03;4,55978E-03;5,21581E-03;6,18141E-03;7,08477E-03;7,78299E-03;8,87240E-03;9,58220E-03;1,03823E-02;1,14080E-02;1,22297E-02;1,33284E-02;1,43786E-02;1,53087E-02;1,60261E-02
676;5,89687E-03;1,44091E-02;2,24228E-02;3,07567E-02;3,85911E-02;4,64807E-02;5,38864E-02;6,11720E-02;6,78496E-02;7,49024E-02;8,28240E-02;8,95043E-02;9,54150E-02;1,01588E-01;1,08330E-01;1,16604E-01;1,21090E-01;1,29232E-01;1,34300E-01;1,41344E-01;3,94752E-05;1,45356E-05;1,89839E-05;1,13295E-05;2,87353E-05;0,00000E+00;6,83190E-05;1,39558E-04;0,00000E+00;3,86869E-05;1,26243E-04;0,00000E+00;1,45543E-04;1,95521E-04;0,00000E+00;1,06090E-04;1,03959E-05;1,24751E-04;6,55396E-05;1,24751E-04;1,69133E-05;1,55349E-05;4,01473E-05;6,81064E-05;6,18752E-05;6,74046E-05;1,68033E-05;9,82626E-05;0,00000E+00;0,00000E+00;7,85184E-05;0,00000E+00;1,16468E-05;3,60584E-05;6,72019E-05;1,21543E-04;6,32280E-05;1,38896E-04;1,28150E-04;1,24208E-04;3,49997E-05;2,27770E-05;7,12563E-05;2,32884E-05;6,21335E-05;2,35950E-05;7,58003E-05;6,84545E-05;1,00971E-04;1,31493E-04;2,19380E-04;1,67949E-04;8,31998E-05;2,07919E-05;1,92389E-04;4,21326E-05;7,18780E-05;5,54800E-05;1,31963E-04;1,68664E-04;2,89642E-03;7,00986E-03;1,10155E-02;1,49855E-02;1,87418E-02;2,27269E-02;2,65970E-02;3,03363E-02;3,34696E-02;3,72464E-02;4,04744E-02;4,44285E-02;4,77895E-02;5,05738E-02;5,40709E-02;5,71729E-02;6,09108E-02;6,44570E-02;6,65273E-02;7,04454E-02;2,42197E-05;1,12596E-04;1,86764E-04;2,06656E-04;2,26014E-04;3,66570E-04;6,29665E-04;4,58788E-04;7,68532E-04;5,38292E-04;6,64786E-04;9,56749E-04;9,57847E-04;1,03268E-03;6,32094E-04;1,26783E-03;1,82433E-03;1,48538E-03;1,72315E-03;1,88445E-03;2,62759E-03;6,71058E-03;1,14191E-02;1,67720E-02;2,41745E-02;3,13470E-02;3,76852E-02;4,55200E-02;5,36302E-02;6,12026E-02;7,11031E-02;8,07573E-02;9,12459E-02;1,00328E-01;1,11686E-01;1,23873E-01;1,42238E-01;1,55607E-01;1,67424E-01;1,79498E-01;4,70981E-04;1,11038E-03;1,74699E-03;2,58354E-03;3,39354E-03;4,24886E-03;5,00594E-03;5,82533E-03;6,89251E-03;7,48758E-03;8,50775E-03;9,73283E-03;1,03310E-02;1,12553E-02;1,23912E-02;1,34877E-02;1,44674E-02;1,54877E-02;1,70776E-02;1,79002E-02
677;5,65834E-03;1,39685E-02;2,16061E-02;2,95208E-02;3,72698E-02;4,49272E-02;5,22023E-02;5,93062E-02;6,55940E-02;7,34514E-02;8,01270E-02;8,68708E-02;9,31249E-02;9,91511E-02;1,05697E-01;1,12432E-01;1,17394E-01;1,24902E-01;1,29522E-01;1,35080E-01;3,05000E-05;4,63421E-06;4,90947E-05;3,22882E-05;1,93529E-05;7,35667E-06;4,56341E-05;4,52493E-05;0,00000E+00;2,70865E-04;8,16889E-05;0,00000E+00;7,14759E-05;2,46830E-04;0,00000E+00;2,21303E-04;1,22812E-04;6,12650E-05;0,00000E+00;6,12650E-05;3,73765E-06;1,94680E-05;3,16572E-05;2,42507E-05;1,65926E-05;1,84216E-05;0,00000E+00;4,27555E-05;0,00000E+00;0,00000E+00;1,28219E-04;1,69203E-04;5,51708E-05;4,09517E-05;5,50750E-05;5,96892E-05;0,00000E+00;1,11296E-04;1,14925E-04;1,17619E-04;1,57559E-05;2,52975E-05;6,45363E-05;6,23750E-05;5,09740E-05;5,75040E-05;5,91843E-05;3,59084E-05;6,10187E-05;2,31974E-04;1,40842E-04;1,31676E-04;1,13506E-04;1,02108E-05;1,73565E-04;1,02993E-04;1,37028E-04;1,22059E-04;1,74761E-04;1,88191E-04;2,78254E-03;6,78390E-03;1,06682E-02;1,46137E-02;1,85371E-02;2,21269E-02;2,59308E-02;2,95190E-02;3,28836E-02;3,69589E-02;3,99293E-02;4,29589E-02;4,70657E-02;4,99444E-02;5,34562E-02;5,61038E-02;5,92120E-02;6,28037E-02;6,61948E-02;6,82803E-02;3,21304E-06;2,01721E-05;1,73887E-04;2,01442E-04;2,83521E-04;3,05542E-04;4,89921E-04;3,95768E-04;7,47579E-04;7,80211E-04;5,42704E-04;7,25495E-04;1,02306E-03;1,02487E-03;8,46528E-04;1,64595E-03;1,28691E-03;1,34014E-03;1,32103E-03;1,95255E-03;2,19422E-03;5,67225E-03;9,67845E-03;1,40102E-02;2,01240E-02;2,57593E-02;3,17507E-02;3,86429E-02;4,45463E-02;5,20629E-02;6,02239E-02;6,65661E-02;7,66662E-02;8,55099E-02;9,40275E-02;1,03825E-01;1,19585E-01;1,30213E-01;1,40871E-01;1,51735E-01;4,95998E-04;1,23671E-03;2,00862E-03;2,86276E-03;3,61741E-03;4,45848E-03;5,37598E-03;6,22759E-03;7,36879E-03;8,55793E-03;9,20451E-03;1,02122E-02;1,17485E-02;1,23847E-02;1,34285E-02;1,48098E-02;1,54960E-02;1,70767E-02;1,81582E-02;1,91764E-02
678;5,44276E-03;1,33972E-02;2,14949E-02;2,89303E-02;3,63168E-02;4,35414E-02;5,14737E-02;5,86828E-02;6,45368E-02;7,06946E-02;7,69699E-02;8,26521E-02;9,07271E-02;9,58415E-02;1,02308E-01;1,08980E-01;1,16335E-01;1,20650E-01;1,25732E-01;1,32330E-01;1,01428E-06;3,80501E-05;5,02946E-05;1,48620E-06;8,46176E-05;4,09122E-07;1,40238E-06;0,00000E+00;0,00000E+00;1,84183E-04;1,96556E-05;2,39855E-04;1,52433E-04;1,14554E-05;0,00000E+00;8,76718E-05;6,37083E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;7,73164E-05;4,31610E-05;9,05070E-05;0,00000E+00;1,02447E-06;5,47139E-05;2,27956E-05;0,00000E+00;1,71487E-04;1,10934E-04;6,65721E-05;2,75009E-06;1,44294E-06;2,01439E-06;4,95040E-05;1,41542E-04;4,00539E-06;4,74482E-06;4,85604E-06;3,50153E-05;4,32138E-05;5,34635E-06;2,83279E-06;1,84105E-06;4,03936E-05;2,25768E-04;1,09076E-04;9,68686E-05;3,35426E-05;2,86385E-06;2,33559E-04;5,31858E-06;1,71487E-04;3,55362E-05;5,72770E-06;2,76142E-05;6,78799E-06;7,98676E-06;2,71675E-04;2,69224E-03;6,56467E-03;1,03601E-02;1,41599E-02;1,78208E-02;2,15834E-02;2,53341E-02;2,84286E-02;3,20067E-02;3,51079E-02;3,89220E-02;4,24912E-02;4,55643E-02;4,87118E-02;5,17075E-02;5,45099E-02;5,84008E-02;6,11506E-02;6,45598E-02;6,64644E-02;6,59533E-05;1,33003E-04;4,47832E-05;1,77055E-04;1,71395E-04;1,92469E-04;2,93877E-04;4,39011E-04;4,41367E-04;7,27752E-04;7,50101E-04;4,46192E-04;5,22174E-04;1,12945E-03;1,22050E-03;1,64603E-03;1,25350E-03;1,62989E-03;1,65765E-03;1,27249E-03;1,81274E-03;4,63576E-03;8,03486E-03;1,19240E-02;1,69981E-02;2,18760E-02;2,76673E-02;3,22009E-02;3,74252E-02;4,35122E-02;5,10241E-02;5,66681E-02;6,41819E-02;7,25314E-02;7,91182E-02;8,60431E-02;1,01751E-01;1,07059E-01;1,18799E-01;1,28661E-01;5,26851E-04;1,28161E-03;2,21374E-03;3,10656E-03;3,88630E-03;4,74595E-03;5,78902E-03;6,85047E-03;8,04088E-03;8,69295E-03;1,01722E-02;1,14788E-02;1,28294E-02;1,36503E-02;1,50060E-02;1,55789E-02;1,69567E-02;1,86839E-02;1,95450E-02;2,09052E-02
679;5,19491E-03;1,31768E-02;2,07933E-02;2,78547E-02;3,57640E-02;4,23989E-02;4,95816E-02;5,58039E-02;6,32789E-02;6,84342E-02;7,60054E-02;8,26022E-02;8,75470E-02;9,53178E-02;9,87329E-02;1,04934E-01;1,11131E-01;1,15793E-01;1,25576E-01;1,26867E-01;1,55779E-05;3,33963E-05;1,14844E-04;6,34114E-06;1,79080E-05;2,46094E-04;0,00000E+00;4,64135E-05;1,02682E-04;1,22107E-05;8,33420E-05;1,10146E-04;1,91650E-04;4,92188E-05;1,09961E-04;3,06494E-04;1,64063E-05;0,00000E+00;1,07519E-04;0,00000E+00;1,64306E-06;0,00000E+00;5,60629E-05;5,23677E-06;1,34741E-04;1,27618E-04;1,62905E-05;5,88835E-05;2,77585E-05;2,46094E-05;6,98236E-06;1,22191E-05;4,59508E-05;0,00000E+00;3,73604E-04;0,00000E+00;1,28005E-04;4,58916E-05;7,59172E-06;1,58745E-04;2,72280E-05;2,58639E-06;0,00000E+00;4,77005E-05;1,47046E-04;7,29899E-05;1,15587E-04;7,00623E-05;9,49338E-05;7,44079E-05;1,31250E-04;1,47656E-04;8,44842E-05;1,95654E-04;2,78039E-04;6,78954E-05;1,30130E-04;6,80516E-05;1,94216E-04;1,23263E-04;2,67617E-03;6,47701E-03;1,00828E-02;1,37785E-02;1,72823E-02;2,11421E-02;2,41714E-02;2,78341E-02;3,10977E-02;3,41074E-02;3,74106E-02;4,11425E-02;4,41378E-02;4,70896E-02;5,00171E-02;5,31759E-02;5,70525E-02;5,93291E-02;6,21170E-02;6,49459E-02;1,07284E-05;1,08411E-04;1,84739E-04;1,10212E-04;2,31619E-04;1,01415E-04;4,89929E-04;5,78054E-04;5,39250E-04;4,19198E-04;4,91908E-04;5,52587E-04;8,55590E-04;1,10413E-03;1,11556E-03;1,00067E-03;1,27139E-03;1,32512E-03;1,11624E-03;1,61542E-03;1,49541E-03;3,92313E-03;6,65088E-03;9,55354E-03;1,45213E-02;1,81963E-02;2,27111E-02;2,68028E-02;3,16538E-02;3,65405E-02;4,26720E-02;4,82770E-02;5,49231E-02;6,09733E-02;6,92035E-02;7,28883E-02;8,48793E-02;9,23191E-02;1,00983E-01;1,09821E-01;6,28014E-04;1,50687E-03;2,40978E-03;3,34198E-03;4,27550E-03;5,37343E-03;6,40881E-03;7,44313E-03;8,67657E-03;9,62454E-03;1,10657E-02;1,20902E-02;1,37307E-02;1,50047E-02;1,56914E-02;1,73377E-02;1,86830E-02;2,00846E-02;2,19483E-02;2,27323E-02
680;5,22889E-03;1,27234E-02;1,99448E-02;2,70151E-02;3,38941E-02;4,10054E-02;4,75980E-02;5,44595E-02;6,14854E-02;6,60986E-02;7,34290E-02;7,89570E-02;8,60449E-02;9,04507E-02;9,73492E-02;1,01203E-01;1,08049E-01;1,12846E-01;1,19631E-01;1,23995E-01;2,36780E-05;2,21303E-05;0,00000E+00;3,91477E-05;1,33520E-04;0,00000E+00;0,00000E+00;1,61467E-04;0,00000E+00;0,00000E+00;1,72784E-04;5,92128E-05;2,67199E-04;0,00000E+00;9,71632E-05;2,67199E-04;0,00000E+00;0,00000E+00;1,45745E-04;0,00000E+00;5,71602E-06;2,52326E-05;0,00000E+00;2,21380E-05;3,95846E-05;1,52065E-05;5,66727E-05;4,37697E-05;4,72379E-05;6,66381E-05;2,42908E-05;5,03487E-05;3,51323E-05;6,45174E-05;3,86006E-05;6,11051E-05;2,09603E-04;6,03060E-05;3,20933E-05;2,52611E-04;1,66199E-05;8,99774E-06;3,72212E-05;4,83683E-05;4,15446E-05;1,18065E-04;6,86231E-05;8,36987E-05;1,38983E-04;2,76539E-04;6,66381E-05;0,00000E+00;3,03473E-04;2,42908E-05;1,90631E-04;9,91544E-05;1,63244E-04;1,53302E-04;1,85507E-04;9,81691E-06;2,58738E-03;6,30177E-03;9,91186E-03;1,33570E-02;1,68813E-02;2,05017E-02;2,37640E-02;2,70472E-02;3,05966E-02;3,36483E-02;3,62002E-02;4,02294E-02;4,27850E-02;4,58616E-02;4,86224E-02;5,22423E-02;5,50691E-02;5,77661E-02;6,05926E-02;6,33212E-02;3,31118E-05;1,63903E-04;1,03094E-04;1,32542E-04;2,15617E-04;3,29917E-04;3,19539E-04;3,05781E-04;5,29271E-04;3,82912E-04;5,77202E-04;4,08315E-04;7,41766E-04;8,34301E-04;8,61234E-04;8,31763E-04;1,01287E-03;1,12319E-03;1,02681E-03;1,39335E-03;1,25145E-03;3,28072E-03;5,64015E-03;8,10337E-03;1,18779E-02;1,51258E-02;1,90248E-02;2,27734E-02;2,67412E-02;3,10552E-02;3,61675E-02;4,05539E-02;4,71138E-02;5,11999E-02;5,76454E-02;6,20741E-02;7,27848E-02;7,91447E-02;8,65208E-02;9,22784E-02;6,61388E-04;1,61881E-03;2,54929E-03;3,53787E-03;4,83066E-03;5,78836E-03;6,91781E-03;7,98633E-03;9,63626E-03;1,07715E-02;1,20666E-02;1,30536E-02;1,46559E-02;1,62317E-02;1,73338E-02;1,89979E-02;2,01677E-02;2,15970E-02;2,34460E-02;2,46749E-02
681;4,94140E-03;1,19707E-02;1,91537E-02;2,63892E-02;3,28523E-02;3,97199E-02;4,63906E-02;5,31555E-02;5,84366E-02;6,41452E-02;7,04798E-02;7,67588E-02;8,27134E-02;8,87504E-02;9,38122E-02;9,91966E-02;1,06022E-01;1,08955E-01;1,15418E-01;1,20576E-01;1,05205E-05;1,98849E-05;0,00000E+00;3,92131E-05;9,60488E-05;1,83008E-05;2,09104E-05;0,00000E+00;7,63594E-05;7,26439E-05;1,86164E-05;5,90926E-05;1,09805E-04;1,58607E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,44011E-05;0,00000E+00;2,29679E-05;2,51814E-05;4,37759E-05;1,61125E-05;2,73835E-05;0,00000E+00;3,94131E-05;4,36808E-05;5,27249E-06;6,65028E-05;8,54038E-05;4,44255E-05;3,50610E-05;6,43863E-05;3,85222E-05;6,09810E-05;1,10954E-04;1,88161E-04;5,67111E-06;1,44613E-04;0,00000E+00;2,32421E-05;3,71456E-05;1,20422E-04;5,06904E-05;5,60189E-05;5,70842E-05;1,96416E-04;3,03957E-05;6,48852E-05;6,65028E-05;0,00000E+00;1,51907E-04;1,22005E-04;6,91559E-05;2,08997E-04;1,28363E-04;1,74679E-04;2,75225E-04;2,00765E-04;2,47675E-03;6,14088E-03;9,63656E-03;1,30786E-02;1,64221E-02;1,99883E-02;2,34594E-02;2,63112E-02;2,97980E-02;3,24408E-02;3,55906E-02;3,88638E-02;4,19493E-02;4,50151E-02;4,76905E-02;5,04640E-02;5,34455E-02;5,65750E-02;5,93035E-02;6,14340E-02;4,91289E-05;1,03308E-04;6,65177E-05;1,79768E-04;1,04525E-04;2,51699E-04;1,55819E-04;2,91710E-04;4,29352E-04;2,33129E-04;6,70937E-04;5,06846E-04;5,60683E-04;6,64911E-04;8,07963E-04;3,72616E-04;7,26055E-04;1,38548E-03;9,28140E-04;8,11365E-04;1,03085E-03;2,75222E-03;4,71721E-03;6,84296E-03;9,96692E-03;1,32122E-02;1,62843E-02;1,96063E-02;2,25611E-02;2,61164E-02;3,00793E-02;3,45910E-02;4,00650E-02;4,38576E-02;4,81607E-02;5,28060E-02;6,22307E-02;6,79975E-02;7,22122E-02;8,04442E-02;6,82315E-04;1,73511E-03;2,73500E-03;4,02039E-03;5,21348E-03;6,38571E-03;7,60424E-03;8,86707E-03;1,01996E-02;1,15934E-02;1,31481E-02;1,43103E-02;1,56051E-02;1,72807E-02;1,87381E-02;2,02284E-02;2,18956E-02;2,33888E-02;2,55940E-02;2,69035E-02
