x;0,3296;0,3300;0,3301;0,3304;0,3305;0,3305;0,3308;0,3307;0,3308;0,3309;0,3309;0,3309;0,3310;0,3310;0,3311;0,3313;0,3312;0,3311;0,3313;0,3314;0,7185;0,7203;0,7190;0,7188;0,7208;0,7184;0,7203;0,7184;0,7198;0,7194;0,7204;0,7190;0,7203;0,7192;0,7188;0,7204;0,7201;0,7193;0,7195;0,7204;0,6002;0,6305;0,6646;0,6182;0,6757;0,6497;0,6707;0,6769;0,6860;0,6844;0,6968;0,6858;0,6699;0,6742;0,6871;0,6878;0,6981;0,7041;0,6915;0,6962
y;0,3433;0,3439;0,3443;0,3447;0,3450;0,3452;0,3454;0,3457;0,3457;0,3457;0,3461;0,3460;0,3461;0,3462;0,3464;0,3466;0,3466;0,3465;0,3468;0,3467;0,2780;0,2769;0,2774;0,2773;0,2779;0,2780;0,2780;0,2774;0,2782;0,2774;0,2783;0,2771;0,2784;0,2770;0,2776;0,2782;0,2780;0,2779;0,2782;0,2777;0,2639;0,3052;0,2895;0,2704;0,2824;0,2726;0,2875;0,2805;0,2860;0,2709;0,2722;0,2706;0,2716;0,2767;0,2749;0,2721;0,2764;0,2766;0,2816;0,2817
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
441;2,63537E-02;6,89615E-02;1,13014E-01;1,62511E-01;2,12573E-01;2,63058E-01;3,14802E-01;3,70467E-01;4,27258E-01;4,87735E-01;5,44102E-01;6,00644E-01;6,59686E-01;7,25199E-01;7,81023E-01;8,55315E-01;9,19847E-01;9,68164E-01;1,03569E+00;1,08476E+00;6,81358E-06;0,00000E+00;0,00000E+00;4,98774E-05;0,00000E+00;0,00000E+00;0,00000E+00;2,31798E-05;0,00000E+00;2,33003E-05;0,00000E+00;1,05070E-04;0,00000E+00;0,00000E+00;8,83484E-05;0,00000E+00;0,00000E+00;1,13581E-04;0,00000E+00;2,83952E-04;1,14884E-05;0,00000E+00;0,00000E+00;9,93997E-05;4,16078E-06;1,23558E-04;0,00000E+00;1,08727E-05;0,00000E+00;8,51855E-05;0,00000E+00;0,00000E+00;2,78770E-04;0,00000E+00;0,00000E+00;3,56030E-05;1,69047E-04;0,00000E+00;0,00000E+00;1,38378E-04
442;3,08990E-02;7,96806E-02;1,31817E-01;1,89124E-01;2,46257E-01;3,02757E-01;3,68667E-01;4,30346E-01;4,93043E-01;5,59238E-01;6,29641E-01;6,87350E-01;7,56822E-01;8,31332E-01;9,07666E-01;9,76821E-01;1,02899E+00;1,10436E+00;1,19007E+00;1,25353E+00;1,34361E-06;3,06282E-06;5,17323E-05;1,00310E-04;1,15525E-05;0,00000E+00;0,00000E+00;1,27074E-04;2,85534E-05;2,51532E-04;1,68698E-05;0,00000E+00;0,00000E+00;5,52790E-05;4,44203E-04;0,00000E+00;2,02391E-05;5,77623E-05;5,71067E-05;2,85534E-04;0,00000E+00;0,00000E+00;0,00000E+00;1,11059E-05;1,78458E-04;0,00000E+00;0,00000E+00;3,27998E-05;0,00000E+00;4,28300E-05;0,00000E+00;1,14213E-04;1,00073E-05;0,00000E+00;8,39070E-05;7,88852E-05;0,00000E+00;4,33651E-06;0,00000E+00;0,00000E+00
443;3,64486E-02;9,36533E-02;1,53595E-01;2,20689E-01;2,88571E-01;3,57064E-01;4,28209E-01;4,99403E-01;5,73325E-01;6,53430E-01;7,25006E-01;8,01919E-01;8,70681E-01;9,60221E-01;1,03540E+00;1,11565E+00;1,20263E+00;1,27272E+00;1,35782E+00;1,45400E+00;1,03634E-05;4,27939E-05;1,09728E-04;0,00000E+00;8,91051E-05;0,00000E+00;0,00000E+00;2,52638E-04;0,00000E+00;2,86670E-04;1,30118E-04;0,00000E+00;0,00000E+00;4,26372E-04;0,00000E+00;0,00000E+00;1,56106E-04;7,16675E-04;0,00000E+00;0,00000E+00;9,97662E-06;0,00000E+00;0,00000E+00;5,27323E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;7,68256E-05;2,25958E-05;0,00000E+00;7,71874E-05;0,00000E+00;2,87929E-04;1,59643E-04;0,00000E+00;3,34479E-05;0,00000E+00;0,00000E+00
444;4,28261E-02;1,09665E-01;1,80762E-01;2,59076E-01;3,37592E-01;4,15353E-01;4,95405E-01;5,78717E-01;6,65453E-01;7,56442E-01;8,33480E-01;9,24850E-01;1,00909E+00;1,09946E+00;1,19373E+00;1,27785E+00;1,36764E+00;1,46701E+00;1,54044E+00;1,64399E+00;1,55016E-05;7,58189E-05;0,00000E+00;1,33022E-05;4,54377E-05;9,00351E-05;0,00000E+00;2,67649E-04;1,51459E-05;2,98710E-04;0,00000E+00;5,16337E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;4,81723E-04;0,00000E+00;0,00000E+00;1,77244E-05;8,48035E-06;0,00000E+00;1,37867E-04;0,00000E+00;3,95431E-05;0,00000E+00;0,00000E+00;3,84154E-05;1,36488E-04;4,01436E-05;3,02918E-05;0,00000E+00;0,00000E+00;2,33733E-04;1,10588E-05;0,00000E+00;6,82248E-05;3,54760E-05;6,15087E-05
445;4,99071E-02;1,27487E-01;2,10727E-01;3,00292E-01;3,88121E-01;4,80055E-01;5,73873E-01;6,69428E-01;7,65728E-01;8,59687E-01;9,53284E-01;1,05323E+00;1,15749E+00;1,24519E+00;1,34187E+00;1,42938E+00;1,54626E+00;1,66077E+00;1,74667E+00;1,83544E+00;1,00931E-05;2,71910E-05;0,00000E+00;1,79551E-05;2,95846E-05;2,96266E-04;2,44957E-04;1,28763E-04;9,86155E-06;9,01952E-05;0,00000E+00;3,89634E-04;2,02612E-04;3,42767E-04;4,60953E-04;1,39883E-04;0,00000E+00;8,04244E-04;0,00000E+00;0,00000E+00;0,00000E+00;5,52158E-06;0,00000E+00;4,52315E-05;0,00000E+00;5,64445E-05;0,00000E+00;0,00000E+00;5,18525E-05;0,00000E+00;0,00000E+00;1,97231E-05;8,55568E-05;0,00000E+00;3,32162E-04;0,00000E+00;0,00000E+00;4,44214E-05;7,26714E-05;4,00485E-05
446;5,80105E-02;1,48814E-01;2,44427E-01;3,43598E-01;4,49466E-01;5,50946E-01;6,56533E-01;7,61606E-01;8,72255E-01;9,77297E-01;1,08257E+00;1,19647E+00;1,29098E+00;1,40375E+00;1,51520E+00;1,62984E+00;1,73460E+00;1,83583E+00;1,95057E+00;2,04168E+00;2,27122E-05;0,00000E+00;0,00000E+00;1,20745E-04;0,00000E+00;7,77904E-05;4,32529E-05;0,00000E+00;1,62734E-04;3,73705E-06;0,00000E+00;2,14910E-04;3,57759E-05;3,79986E-04;8,13919E-05;2,46996E-05;0,00000E+00;3,04742E-04;0,00000E+00;1,62734E-04;0,00000E+00;0,00000E+00;0,00000E+00;2,90708E-06;0,00000E+00;2,90243E-05;0,00000E+00;0,00000E+00;1,62046E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,51070E-05;4,97598E-05;8,14785E-05;0,00000E+00;0,00000E+00;0,00000E+00;7,22816E-05;0,00000E+00
447;6,79591E-02;1,72777E-01;2,79761E-01;3,93908E-01;5,12213E-01;6,27313E-01;7,41999E-01;8,63307E-01;9,85383E-01;1,10174E+00;1,21247E+00;1,33137E+00;1,43506E+00;1,55788E+00;1,69219E+00;1,81869E+00;1,91567E+00;2,03747E+00;2,13576E+00;2,23754E+00;0,00000E+00;0,00000E+00;1,36018E-04;2,26958E-05;1,42115E-05;3,56695E-04;7,17899E-06;2,02472E-06;1,13692E-04;4,30485E-04;0,00000E+00;4,40529E-05;0,00000E+00;1,36984E-05;0,00000E+00;9,39292E-05;0,00000E+00;9,30398E-06;0,00000E+00;4,65199E-06;1,09254E-07;0,00000E+00;3,21163E-07;7,33702E-06;0,00000E+00;1,61940E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;3,07490E-05;4,76014E-04;1,07137E-04;0,00000E+00;1,41831E-04;3,34099E-06;0,00000E+00;2,36086E-05;0,00000E+00
448;7,72579E-02;1,94963E-01;3,18215E-01;4,43981E-01;5,69593E-01;6,96021E-01;8,21044E-01;9,51589E-01;1,08077E+00;1,20123E+00;1,31494E+00;1,44837E+00;1,57449E+00;1,70356E+00;1,80916E+00;1,95020E+00;2,06323E+00;2,19390E+00;2,27843E+00;2,40568E+00;7,69728E-07;0,00000E+00;5,07990E-05;1,40639E-04;0,00000E+00;0,00000E+00;7,45901E-05;1,27255E-04;0,00000E+00;4,16932E-04;0,00000E+00;5,12550E-04;0,00000E+00;2,03228E-04;0,00000E+00;0,00000E+00;0,00000E+00;8,83960E-05;0,00000E+00;9,38344E-05;1,01696E-05;1,98514E-06;1,10472E-05;6,06301E-05;6,20455E-06;1,92255E-04;0,00000E+00;0,00000E+00;0,00000E+00;2,06818E-05;0,00000E+00;3,03717E-05;0,00000E+00;3,71474E-05;0,00000E+00;4,56591E-05;1,44628E-04;0,00000E+00;2,24303E-04;0,00000E+00
449;8,79427E-02;2,17931E-01;3,56098E-01;4,93047E-01;6,26627E-01;7,64025E-01;8,97720E-01;1,04296E+00;1,16846E+00;1,30733E+00;1,42452E+00;1,55830E+00;1,68562E+00;1,81365E+00;1,92711E+00;2,07436E+00;2,20140E+00;2,33518E+00;2,41831E+00;2,54800E+00;1,49051E-06;3,30261E-05;4,18364E-05;1,21714E-04;0,00000E+00;0,00000E+00;4,51282E-05;2,09167E-04;0,00000E+00;2,08253E-04;0,00000E+00;1,82039E-04;3,87188E-05;1,41514E-04;1,10109E-04;0,00000E+00;0,00000E+00;5,66223E-04;0,00000E+00;9,61166E-05;2,23368E-05;3,84405E-06;1,54833E-05;8,41160E-05;1,20146E-05;7,43534E-05;4,81155E-06;0,00000E+00;0,00000E+00;4,00486E-05;0,00000E+00;1,60194E-05;0,00000E+00;1,95932E-05;0,00000E+00;8,77412E-05;3,10090E-04;0,00000E+00;0,00000E+00;0,00000E+00
450;9,74942E-02;2,40762E-01;3,88057E-01;5,35582E-01;6,78414E-01;8,20266E-01;9,61933E-01;1,10587E+00;1,24162E+00;1,37716E+00;1,50454E+00;1,63734E+00;1,77135E+00;1,90178E+00;2,01808E+00;2,16654E+00;2,27923E+00;2,41125E+00;2,53167E+00;2,62292E+00;0,00000E+00;2,33710E-05;2,96057E-05;2,63936E-05;0,00000E+00;0,00000E+00;2,31881E-05;3,82255E-04;3,99213E-05;7,98426E-05;0,00000E+00;0,00000E+00;2,73995E-05;1,46942E-04;1,71077E-04;0,00000E+00;1,39878E-04;4,00690E-04;0,00000E+00;0,00000E+00;1,07942E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,01896E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,99607E-05;0,00000E+00;9,76549E-05;6,49254E-05;6,20904E-05;6,47481E-05;4,49564E-05;0,00000E+00;0,00000E+00
451;1,05157E-01;2,58059E-01;4,11259E-01;5,65650E-01;7,12095E-01;8,61773E-01;1,00488E+00;1,14590E+00;1,28605E+00;1,43118E+00;1,54650E+00;1,68048E+00;1,81205E+00;1,94106E+00;2,05924E+00;2,19993E+00;2,31549E+00;2,43181E+00;2,54582E+00;2,64937E+00;2,14254E-05;0,00000E+00;1,51236E-04;2,35948E-04;0,00000E+00;0,00000E+00;0,00000E+00;7,80650E-05;8,15282E-06;1,63056E-05;0,00000E+00;0,00000E+00;0,00000E+00;2,18361E-04;1,90249E-05;0,00000E+00;2,85663E-05;0,00000E+00;0,00000E+00;0,00000E+00;5,73802E-06;0,00000E+00;0,00000E+00;2,98550E-05;0,00000E+00;1,18755E-04;1,38559E-06;2,93909E-05;0,00000E+00;1,27929E-04;1,40722E-04;4,07641E-06;1,03430E-04;1,99433E-05;1,32592E-05;0,00000E+00;0,00000E+00;9,18111E-06;0,00000E+00;1,66249E-04
452;1,11178E-01;2,70511E-01;4,31445E-01;5,82685E-01;7,31363E-01;8,82245E-01;1,03198E+00;1,15787E+00;1,30601E+00;1,43813E+00;1,55383E+00;1,67981E+00;1,82105E+00;1,93057E+00;2,06054E+00;2,18904E+00;2,32952E+00;2,42608E+00;2,51579E+00;2,64454E+00;1,13811E-06;1,28715E-05;4,01679E-06;1,21738E-04;0,00000E+00;2,30835E-06;0,00000E+00;4,82629E-05;0,00000E+00;8,73709E-06;0,00000E+00;3,54440E-04;0,00000E+00;2,83004E-05;5,76965E-04;0,00000E+00;1,53068E-05;0,00000E+00;6,98967E-06;0,00000E+00;0,00000E+00;0,00000E+00;1,11005E-04;1,40220E-04;0,00000E+00;1,86992E-04;0,00000E+00;1,48610E-04;0,00000E+00;1,74742E-05;0,00000E+00;0,00000E+00;9,60575E-05;3,20588E-06;3,41026E-06;1,52739E-04;0,00000E+00;0,00000E+00;0,00000E+00;1,80131E-04
453;1,15013E-01;2,76605E-01;4,30557E-01;5,86750E-01;7,35578E-01;8,83328E-01;1,01063E+00;1,15363E+00;1,27989E+00;1,40189E+00;1,53202E+00;1,65054E+00;1,78478E+00;1,88239E+00;2,01011E+00;2,12122E+00;2,22806E+00;2,34534E+00;2,45795E+00;2,55694E+00;1,41573E-05;1,38309E-05;4,99661E-05;0,00000E+00;0,00000E+00;8,30601E-05;1,73147E-05;9,11556E-05;0,00000E+00;1,08683E-04;0,00000E+00;5,48906E-05;0,00000E+00;4,51153E-04;2,26167E-04;0,00000E+00;1,90405E-04;0,00000E+00;8,69467E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,08368E-04;0,00000E+00;2,52224E-05;0,00000E+00;0,00000E+00;0,00000E+00;2,28587E-04;2,61799E-05;3,36599E-05;5,61559E-05;1,31366E-04;5,70192E-05;6,18179E-05;5,37200E-06;0,00000E+00;0,00000E+00;0,00000E+00
454;1,15668E-01;2,75836E-01;4,28200E-01;5,76203E-01;7,20164E-01;8,56847E-01;9,87251E-01;1,12124E+00;1,24163E+00;1,36334E+00;1,47819E+00;1,59188E+00;1,70828E+00;1,81330E+00;1,90671E+00;2,04267E+00;2,14899E+00;2,23809E+00;2,33535E+00;2,43331E+00;1,46579E-05;1,11378E-05;0,00000E+00;5,76501E-06;0,00000E+00;1,15297E-04;3,67338E-05;1,93390E-04;0,00000E+00;0,00000E+00;2,60721E-04;0,00000E+00;1,79542E-05;2,10278E-04;3,76147E-04;1,30153E-04;0,00000E+00;2,10049E-04;0,00000E+00;0,00000E+00;1,91158E-05;0,00000E+00;0,00000E+00;1,22156E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;3,88471E-05;2,38035E-05;5,55415E-05;7,14105E-05;1,19137E-04;3,70718E-04;3,09699E-05;1,94438E-04;1,33966E-04;0,00000E+00;2,04998E-05;5,33142E-05
455;1,13180E-01;2,67447E-01;4,11755E-01;5,52252E-01;6,87247E-01;8,21456E-01;9,39675E-01;1,05846E+00;1,17900E+00;1,28769E+00;1,39765E+00;1,50994E+00;1,60769E+00;1,70919E+00;1,79655E+00;1,92185E+00;2,02569E+00;2,12239E+00;2,19418E+00;2,29764E+00;6,67082E-05;8,53247E-06;9,17837E-05;4,41649E-06;0,00000E+00;9,84587E-05;0,00000E+00;8,10990E-05;0,00000E+00;0,00000E+00;1,99735E-04;2,58796E-04;2,17620E-04;4,93816E-04;2,50335E-04;9,97081E-05;0,00000E+00;2,72715E-04;0,00000E+00;0,00000E+00;1,63947E-05;0,00000E+00;0,00000E+00;4,55013E-05;0,00000E+00;2,16214E-05;4,43349E-05;0,00000E+00;2,97601E-05;0,00000E+00;3,72666E-05;0,00000E+00;0,00000E+00;1,35310E-04;0,00000E+00;4,84852E-05;1,07280E-04;0,00000E+00;3,02528E-05;1,16515E-04
456;1,08728E-01;2,52840E-01;3,90466E-01;5,19290E-01;6,48926E-01;7,61620E-01;8,78472E-01;9,85898E-01;1,09147E+00;1,20170E+00;1,29206E+00;1,39563E+00;1,48624E+00;1,58573E+00;1,66834E+00;1,76963E+00;1,88291E+00;1,95157E+00;2,02913E+00;2,11975E+00;1,29842E-05;1,01763E-04;2,14808E-05;7,37427E-05;0,00000E+00;3,08256E-04;2,96167E-04;1,89802E-05;7,19687E-05;0,00000E+00;0,00000E+00;6,05679E-05;4,77122E-05;1,15571E-04;7,46408E-05;0,00000E+00;5,88392E-04;2,61654E-05;2,39896E-04;0,00000E+00;9,42415E-06;2,11074E-05;0,00000E+00;4,24046E-06;0,00000E+00;5,06021E-06;1,03760E-05;0,00000E+00;0,00000E+00;0,00000E+00;8,72178E-06;0,00000E+00;5,54159E-05;0,00000E+00;0,00000E+00;8,26087E-05;7,20476E-05;2,70153E-04;3,03087E-04;9,56487E-05
457;1,02383E-01;2,37268E-01;3,64974E-01;4,85738E-01;6,01084E-01;7,10330E-01;8,17704E-01;9,19813E-01;1,01999E+00;1,10323E+00;1,20382E+00;1,29639E+00;1,38184E+00;1,46428E+00;1,55535E+00;1,65330E+00;1,71991E+00;1,83092E+00;1,88577E+00;1,96917E+00;1,01153E-06;1,76597E-05;7,93341E-07;7,42631E-06;0,00000E+00;0,00000E+00;8,31747E-05;0,00000E+00;2,15589E-04;0,00000E+00;0,00000E+00;3,43311E-04;0,00000E+00;0,00000E+00;6,43891E-04;0,00000E+00;3,17434E-05;2,41588E-06;4,83177E-06;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;8,02577E-05;0,00000E+00;1,36052E-04;2,03729E-05;9,25059E-07;0,00000E+00;0,00000E+00;0,00000E+00;1,75166E-04;0,00000E+00;1,48323E-04;0,00000E+00;9,69579E-05;0,00000E+00;0,00000E+00;0,00000E+00;3,53153E-04
458;9,42897E-02;2,18611E-01;3,35920E-01;4,47023E-01;5,51033E-01;6,51549E-01;7,48284E-01;8,41552E-01;9,34715E-01;1,01757E+00;1,10953E+00;1,19284E+00;1,27098E+00;1,34541E+00;1,43023E+00;1,52527E+00;1,60103E+00;1,66929E+00;1,75235E+00;1,79815E+00;3,70318E-05;8,99506E-06;1,39268E-05;1,30366E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,67301E-05;0,00000E+00;0,00000E+00;1,37923E-04;0,00000E+00;7,87105E-05;4,19847E-04;0,00000E+00;5,57243E-04;4,24099E-05;1,11550E-04;0,00000E+00;8,63181E-06;0,00000E+00;1,84539E-06;2,88671E-05;0,00000E+00;5,53622E-05;3,60383E-05;1,62390E-05;0,00000E+00;0,00000E+00;2,00476E-05;1,33650E-05;0,00000E+00;0,00000E+00;0,00000E+00;8,68266E-05;0,00000E+00;0,00000E+00;0,00000E+00;5,16690E-05
459;8,72320E-02;2,01632E-01;3,09269E-01;4,10750E-01;5,08110E-01;5,99510E-01;6,86603E-01;7,75368E-01;8,67504E-01;9,45735E-01;1,02334E+00;1,11103E+00;1,18331E+00;1,25020E+00;1,32551E+00;1,41429E+00;1,49858E+00;1,55966E+00;1,62052E+00;1,69949E+00;5,39970E-05;0,00000E+00;2,77668E-05;9,54806E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;6,24133E-05;1,93270E-04;7,05570E-05;2,42767E-04;0,00000E+00;2,90493E-04;3,64110E-04;0,00000E+00;3,38595E-04;9,66349E-05;6,24133E-05;0,00000E+00;2,07222E-05;1,93239E-05;4,30888E-06;0,00000E+00;0,00000E+00;2,45288E-05;2,87408E-05;0,00000E+00;0,00000E+00;1,81190E-05;4,68099E-05;3,12066E-05;5,58067E-05;7,38709E-05;7,07223E-05;7,38339E-05;0,00000E+00;0,00000E+00;4,71555E-05;0,00000E+00
460;7,96932E-02;1,84289E-01;2,82722E-01;3,80265E-01;4,68606E-01;5,53706E-01;6,32485E-01;7,17333E-01;7,94974E-01;8,76997E-01;9,46929E-01;1,02637E+00;1,09661E+00;1,16747E+00;1,23370E+00;1,31259E+00;1,38549E+00;1,44428E+00;1,51366E+00;1,58298E+00;7,45838E-06;0,00000E+00;2,30329E-05;9,43861E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,94896E-04;5,85278E-05;1,03441E-04;0,00000E+00;8,85155E-05;2,68954E-04;0,00000E+00;3,71732E-04;8,01597E-05;0,00000E+00;0,00000E+00;4,70646E-07;1,60294E-05;0,00000E+00;0,00000E+00;0,00000E+00;2,03469E-05;4,73464E-05;0,00000E+00;6,57741E-05;1,50299E-05;9,50860E-05;0,00000E+00;4,62922E-05;8,24219E-05;5,86649E-05;3,45040E-05;0,00000E+00;0,00000E+00;3,91160E-05;0,00000E+00
461;7,37899E-02;1,71783E-01;2,64127E-01;3,51769E-01;4,41603E-01;5,14314E-01;5,99139E-01;6,73425E-01;7,42614E-01;8,20563E-01;8,91659E-01;9,61983E-01;1,04102E+00;1,10497E+00;1,16916E+00;1,24517E+00;1,30600E+00;1,37519E+00;1,43359E+00;1,50292E+00;2,09473E-06;0,00000E+00;0,00000E+00;4,05519E-06;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;9,00532E-05;1,21801E-04;0,00000E+00;7,43413E-05;0,00000E+00;5,30349E-04;7,18302E-05;0,00000E+00;2,42672E-05;0,00000E+00;9,00532E-05;0,00000E+00;2,64367E-06;0,00000E+00;0,00000E+00;8,31880E-05;0,00000E+00;0,00000E+00;6,27769E-06;0,00000E+00;1,75664E-05;0,00000E+00;2,53948E-05;0,00000E+00;0,00000E+00;4,69511E-05;0,00000E+00;1,24040E-04;3,23374E-05;0,00000E+00;0,00000E+00;9,14283E-05
462;6,84206E-02;1,58880E-01;2,45995E-01;3,31130E-01;4,08576E-01;4,91832E-01;5,70031E-01;6,34539E-01;7,12016E-01;7,85097E-01;8,45840E-01;9,15132E-01;9,82135E-01;1,05349E+00;1,10571E+00;1,18107E+00;1,24501E+00;1,30888E+00;1,35772E+00;1,42246E+00;0,00000E+00;1,51651E-06;1,17399E-06;0,00000E+00;0,00000E+00;4,72263E-07;0,00000E+00;0,00000E+00;0,00000E+00;5,72005E-06;0,00000E+00;9,93064E-06;0,00000E+00;1,05272E-06;0,00000E+00;0,00000E+00;1,37790E-05;0,00000E+00;0,00000E+00;4,26567E-04;1,35440E-05;7,43487E-07;0,00000E+00;4,48159E-05;1,96627E-06;9,88559E-05;0,00000E+00;0,00000E+00;9,06754E-07;7,15006E-07;0,00000E+00;6,55338E-05;0,00000E+00;2,76459E-04;5,11583E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00
463;6,51269E-02;1,51863E-01;2,35899E-01;3,15773E-01;3,94163E-01;4,71947E-01;5,39301E-01;6,09414E-01;6,75634E-01;7,40988E-01;8,02202E-01;8,82337E-01;9,44619E-01;1,00086E+00;1,06795E+00;1,14245E+00;1,19390E+00;1,25411E+00;1,29690E+00;1,36298E+00;0,00000E+00;4,39789E-05;3,40456E-05;2,35600E-05;0,00000E+00;2,94451E-05;0,00000E+00;4,67015E-05;0,00000E+00;1,65881E-04;0,00000E+00;2,87988E-04;0,00000E+00;3,05288E-05;1,02012E-04;0,00000E+00;3,99591E-04;0,00000E+00;2,38448E-05;2,07352E-04;0,00000E+00;4,54021E-05;0,00000E+00;1,27377E-04;5,85120E-05;6,91714E-06;0,00000E+00;0,00000E+00;2,62959E-05;2,07352E-05;5,96119E-06;3,57671E-05;8,60648E-05;1,14125E-04;0,00000E+00;3,69495E-05;5,99373E-05;0,00000E+00;0,00000E+00;0,00000E+00
464;6,20527E-02;1,45303E-01;2,25625E-01;3,02483E-01;3,75492E-01;4,52373E-01;5,20760E-01;5,86376E-01;6,56506E-01;7,18679E-01;7,75529E-01;8,53549E-01;9,06697E-01;9,70284E-01;1,02344E+00;1,09276E+00;1,15064E+00;1,20063E+00;1,25285E+00;1,30988E+00;0,00000E+00;0,00000E+00;3,28691E-05;6,06874E-05;0,00000E+00;4,05687E-05;0,00000E+00;1,20297E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,62769E-04;0,00000E+00;0,00000E+00;0,00000E+00;6,14210E-05;0,00000E+00;0,00000E+00;6,14112E-05;1,22848E-05;5,93191E-05;3,83882E-06;5,97586E-05;3,40221E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,53553E-05;9,21316E-05;3,18031E-04;2,04038E-05;0,00000E+00;9,51772E-05;1,62378E-04;0,00000E+00;0,00000E+00;0,00000E+00
465;5,94842E-02;1,39874E-01;2,16414E-01;2,93882E-01;3,61963E-01;4,35977E-01;5,01128E-01;5,66787E-01;6,30852E-01;6,92976E-01;7,46585E-01;8,18826E-01;8,74549E-01;9,30855E-01;9,79537E-01;1,04636E+00;1,09923E+00;1,15629E+00;1,20598E+00;1,24917E+00;0,00000E+00;0,00000E+00;6,15094E-05;5,67691E-05;0,00000E+00;0,00000E+00;0,00000E+00;9,84638E-05;1,61593E-05;0,00000E+00;0,00000E+00;1,02016E-04;0,00000E+00;9,51668E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,90868E-04;0,00000E+00;0,00000E+00;1,10893E-05;3,24284E-05;0,00000E+00;5,19225E-05;8,01450E-05;0,00000E+00;0,00000E+00;1,05036E-04;0,00000E+00;9,69559E-05;1,33625E-04;1,07358E-04;0,00000E+00;0,00000E+00;5,36315E-05;0,00000E+00;1,89249E-04;0,00000E+00
466;5,75717E-02;1,35187E-01;2,10811E-01;2,83470E-01;3,50226E-01;4,19840E-01;4,82271E-01;5,44382E-01;6,03192E-01;6,66632E-01;7,19944E-01;7,80049E-01;8,41929E-01;8,86937E-01;9,51297E-01;9,93461E-01;1,04923E+00;1,11364E+00;1,15016E+00;1,19240E+00;1,96522E-06;0,00000E+00;8,58319E-05;1,46856E-04;0,00000E+00;0,00000E+00;2,60758E-04;2,94919E-05;4,84004E-06;2,11214E-04;1,97396E-04;3,23908E-04;0,00000E+00;2,85044E-05;0,00000E+00;0,00000E+00;3,70031E-04;0,00000E+00;1,68971E-04;1,71606E-04;1,73616E-05;0,00000E+00;3,79126E-05;7,07708E-05;0,00000E+00;4,21215E-06;1,48064E-05;0,00000E+00;0,00000E+00;3,14603E-05;0,00000E+00;1,13526E-04;2,09137E-04;2,66392E-05;0,00000E+00;8,72784E-05;1,39042E-05;0,00000E+00;2,71064E-04;0,00000E+00
467;5,54521E-02;1,32936E-01;2,03388E-01;2,70770E-01;3,39268E-01;4,01734E-01;4,65853E-01;5,21816E-01;5,89653E-01;6,36789E-01;6,96228E-01;7,45596E-01;7,94245E-01;8,54904E-01;8,93010E-01;9,57048E-01;1,00867E+00;1,05495E+00;1,10261E+00;1,14229E+00;4,27728E-05;2,77632E-05;5,25780E-07;1,99213E-06;0,00000E+00;3,87763E-06;1,37943E-04;0,00000E+00;1,06740E-06;2,55392E-04;1,55871E-06;4,19204E-04;0,00000E+00;3,42738E-04;2,49083E-06;0,00000E+00;9,35007E-07;5,33702E-07;5,13986E-04;1,53235E-04;1,79939E-06;2,77481E-07;2,94765E-07;5,49459E-05;0,00000E+00;5,92694E-05;0,00000E+00;0,00000E+00;0,00000E+00;2,81998E-04;1,86796E-06;0,00000E+00;1,38696E-06;3,27055E-05;2,32597E-04;7,18261E-05;0,00000E+00;1,15041E-04;3,81152E-04;0,00000E+00
