x;0,3296;0,3300;0,3301;0,3304;0,3305;0,3305;0,3308;0,3307;0,3308;0,3309;0,3309;0,3309;0,3310;0,3310;0,3311;0,3313;0,3312;0,3311;0,3313;0,3314;0,7185;0,7203;0,7190;0,7188;0,7208;0,7184;0,7203;0,7184;0,7198;0,7194;0,7204;0,7190;0,7203;0,7192;0,7188;0,7204;0,7201;0,7193;0,7195;0,7204;0,6002;0,6305;0,6646;0,6182;0,6757;0,6497;0,6707;0,6769;0,6860;0,6844;0,6968;0,6858;0,6699;0,6742;0,6871;0,6878;0,6981;0,7041;0,6915;0,6962
y;0,3433;0,3439;0,3443;0,3447;0,3450;0,3452;0,3454;0,3457;0,3457;0,3457;0,3461;0,3460;0,3461;0,3462;0,3464;0,3466;0,3466;0,3465;0,3468;0,3467;0,2780;0,2769;0,2774;0,2773;0,2779;0,2780;0,2780;0,2774;0,2782;0,2774;0,2783;0,2771;0,2784;0,2770;0,2776;0,2782;0,2780;0,2779;0,2782;0,2777;0,2639;0,3052;0,2895;0,2704;0,2824;0,2726;0,2875;0,2805;0,2860;0,2709;0,2722;0,2706;0,2716;0,2767;0,2749;0,2721;0,2764;0,2766;0,2816;0,2817
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
561;5,17204E-02;1,24863E-01;1,97279E-01;2,72538E-01;3,42925E-01;4,14483E-01;4,85460E-01;5,54792E-01;6,23370E-01;6,87375E-01;7,53162E-01;8,29784E-01;8,89412E-01;9,54051E-01;1,02530E+00;1,09493E+00;1,16428E+00;1,22509E+00;1,29263E+00;1,34692E+00;3,09838E-05;0,00000E+00;3,33302E-05;3,89997E-05;3,80614E-05;1,17318E-04;1,46842E-04;7,87418E-05;8,69999E-05;7,61229E-05;0,00000E+00;9,61147E-05;0,00000E+00;3,53460E-04;0,00000E+00;1,22790E-04;1,65697E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,22625E-05;1,48041E-05;3,54674E-05;3,68042E-05;2,58745E-05;9,71599E-05;0,00000E+00;1,68893E-05;0,00000E+00;0,00000E+00;1,61190E-04;0,00000E+00;0,00000E+00;2,79161E-05;0,00000E+00;6,59340E-05;7,38443E-05;7,89589E-05
562;5,18458E-02;1,25570E-01;1,98206E-01;2,73734E-01;3,41420E-01;4,13886E-01;4,89070E-01;5,57119E-01;6,25453E-01;6,91933E-01;7,51336E-01;8,19004E-01;8,95776E-01;9,52660E-01;1,02302E+00;1,09786E+00;1,16047E+00;1,22147E+00;1,28352E+00;1,34011E+00;6,79101E-06;0,00000E+00;7,47273E-06;8,74384E-06;8,53349E-06;2,63031E-05;3,29224E-05;2,14460E-04;2,84450E-06;1,70670E-05;3,09945E-04;2,15492E-05;0,00000E+00;5,02561E-05;7,73898E-05;2,19194E-04;0,00000E+00;0,00000E+00;0,00000E+00;3,97969E-04;0,00000E+00;0,00000E+00;2,74929E-06;4,20171E-05;0,00000E+00;1,30619E-05;2,27101E-05;2,17835E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;3,61394E-05;0,00000E+00;9,70847E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,15517E-05
563;5,19609E-02;1,26127E-01;1,98152E-01;2,71025E-01;3,43660E-01;4,16521E-01;4,86284E-01;5,54763E-01;6,20713E-01;6,92795E-01;7,54805E-01;8,21630E-01;8,86357E-01;9,54686E-01;1,02503E+00;1,09333E+00;1,15043E+00;1,21898E+00;1,28358E+00;1,33071E+00;0,00000E+00;0,00000E+00;3,00861E-05;2,40089E-05;0,00000E+00;8,40431E-06;1,13109E-04;4,62556E-04;0,00000E+00;3,18103E-06;0,00000E+00;3,86240E-04;2,75656E-04;1,56117E-06;8,55178E-05;6,93142E-05;0,00000E+00;2,12069E-05;3,29825E-04;0,00000E+00;2,58203E-06;2,18762E-05;1,26502E-05;0,00000E+00;0,00000E+00;0,00000E+00;9,11606E-05;0,00000E+00;0,00000E+00;2,74854E-05;1,00780E-04;3,71120E-06;2,11638E-05;8,96459E-05;0,00000E+00;1,46053E-06;1,71077E-04;0,00000E+00;0,00000E+00;8,92964E-05
564;5,19301E-02;1,25929E-01;2,00363E-01;2,72328E-01;3,44124E-01;4,14698E-01;4,87799E-01;5,56173E-01;6,21847E-01;6,92935E-01;7,55710E-01;8,29738E-01;8,93650E-01;9,58471E-01;1,02838E+00;1,10127E+00;1,15734E+00;1,22894E+00;1,28701E+00;1,34378E+00;0,00000E+00;1,15874E-05;0,00000E+00;1,07802E-04;3,97327E-05;1,30857E-04;2,29934E-05;0,00000E+00;4,46993E-05;4,82879E-05;8,70313E-05;2,62691E-04;5,43390E-05;5,05105E-05;0,00000E+00;1,19303E-04;0,00000E+00;2,88808E-04;6,95322E-05;0,00000E+00;5,01562E-06;1,84808E-05;2,05730E-06;0,00000E+00;6,20823E-06;1,58483E-05;5,39921E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;5,05415E-05;0,00000E+00;3,34102E-05;4,20021E-05;1,98904E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00
565;5,19703E-02;1,25949E-01;2,00427E-01;2,74068E-01;3,46142E-01;4,15878E-01;4,88578E-01;5,56934E-01;6,27241E-01;6,91284E-01;7,62190E-01;8,30916E-01;8,99548E-01;9,62867E-01;1,02546E+00;1,09101E+00;1,16649E+00;1,23788E+00;1,28301E+00;1,34903E+00;0,00000E+00;2,45593E-05;0,00000E+00;0,00000E+00;1,24114E-04;3,47641E-05;4,87341E-05;0,00000E+00;1,47941E-04;3,71276E-05;1,84461E-04;9,30378E-05;1,15170E-04;6,19939E-05;1,65532E-04;0,00000E+00;1,55344E-05;1,59606E-04;1,47372E-04;1,24138E-04;1,66696E-05;0,00000E+00;1,78279E-05;0,00000E+00;1,31582E-05;3,35902E-05;0,00000E+00;7,46953E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,53621E-05;7,08122E-05;8,90224E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;7,20193E-05
566;5,21416E-02;1,25962E-01;2,00725E-01;2,73544E-01;3,48146E-01;4,18353E-01;4,88416E-01;5,59510E-01;6,26466E-01;6,92565E-01;7,62683E-01;8,32180E-01;8,96194E-01;9,61732E-01;1,02729E+00;1,09248E+00;1,17399E+00;1,22880E+00;1,29202E+00;1,35678E+00;1,18782E-05;0,00000E+00;3,35378E-05;1,12122E-05;1,51059E-04;3,37283E-05;0,00000E+00;4,44505E-05;3,97068E-05;8,36843E-05;1,19310E-04;2,41784E-04;8,72960E-05;2,44347E-04;3,61866E-04;0,00000E+00;1,23421E-04;1,19121E-04;0,00000E+00;9,26493E-05;4,80706E-06;0,00000E+00;1,00513E-05;7,94472E-05;0,00000E+00;1,85167E-05;8,24464E-05;5,57481E-05;3,23795E-05;0,00000E+00;8,93632E-05;1,91493E-05;1,14654E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,19608E-04;5,37509E-05
567;5,22950E-02;1,27156E-01;2,00676E-01;2,73461E-01;3,47400E-01;4,19461E-01;4,84915E-01;5,59568E-01;6,31611E-01;6,96493E-01;7,55647E-01;8,31538E-01;8,93119E-01;9,67600E-01;1,03012E+00;1,10255E+00;1,16933E+00;1,23717E+00;1,28544E+00;1,36064E+00;2,52364E-06;0,00000E+00;1,22078E-04;4,63025E-05;2,57669E-05;7,16594E-06;0,00000E+00;9,44397E-06;1,66693E-04;8,02386E-05;5,51131E-04;5,13695E-05;1,32533E-04;1,50084E-04;5,06342E-05;2,75434E-05;2,37588E-05;0,00000E+00;1,66693E-04;0,00000E+00;6,36997E-08;3,99998E-06;0,00000E+00;1,17375E-04;0,00000E+00;9,09747E-05;1,25170E-04;0,00000E+00;6,87937E-06;0,00000E+00;1,89862E-05;1,24031E-05;1,54024E-04;5,09701E-05;0,00000E+00;0,00000E+00;2,63375E-04;1,87717E-04;5,14414E-05;1,21851E-04
568;5,19851E-02;1,27790E-01;2,00626E-01;2,73635E-01;3,48442E-01;4,18222E-01;4,87759E-01;5,59758E-01;6,20724E-01;6,97042E-01;7,68806E-01;8,29224E-01;8,99549E-01;9,66027E-01;1,02594E+00;1,10441E+00;1,16086E+00;1,23269E+00;1,30979E+00;1,35842E+00;0,00000E+00;3,08718E-05;0,00000E+00;1,57367E-06;4,18083E-06;1,97246E-05;0,00000E+00;1,58376E-05;0,00000E+00;2,38904E-06;8,19061E-05;6,03294E-06;1,30692E-05;3,90988E-05;1,95845E-04;0,00000E+00;1,91250E-04;3,27497E-04;4,06138E-05;1,09166E-04;8,67978E-06;4,36593E-06;1,97921E-06;0,00000E+00;6,82285E-05;1,03956E-06;1,62410E-06;4,57391E-07;0,00000E+00;2,72914E-05;8,18742E-05;9,09714E-06;4,13902E-06;1,89153E-04;1,55415E-05;1,88590E-04;4,34900E-05;2,32209E-04;1,11916E-05;1,35829E-05
569;5,23726E-02;1,26676E-01;2,00213E-01;2,74997E-01;3,47075E-01;4,19973E-01;4,91649E-01;5,62576E-01;6,33053E-01;6,99896E-01;7,70267E-01;8,30778E-01;8,99297E-01;9,67003E-01;1,03128E+00;1,11810E+00;1,16398E+00;1,23535E+00;1,29155E+00;1,36340E+00;4,75535E-07;0,00000E+00;0,00000E+00;4,12869E-05;5,00615E-05;2,76693E-04;0,00000E+00;2,22443E-05;0,00000E+00;2,86066E-05;2,17223E-04;7,22389E-05;2,47357E-04;2,07612E-04;3,83080E-04;1,94233E-04;0,00000E+00;1,12439E-04;4,96534E-04;0,00000E+00;1,40402E-05;8,99367E-06;5,19267E-05;1,19273E-05;0,00000E+00;1,98608E-05;1,94470E-05;5,47683E-06;1,94444E-05;0,00000E+00;0,00000E+00;7,66628E-06;8,20277E-05;9,37657E-06;1,86095E-04;1,85771E-04;5,13620E-05;1,53479E-05;1,34010E-04;1,62643E-04
570;5,25505E-02;1,26512E-01;2,00721E-01;2,74658E-01;3,48857E-01;4,19874E-01;4,91535E-01;5,61270E-01;6,33955E-01;6,98546E-01;7,69151E-01;8,35827E-01;9,02926E-01;9,67844E-01;1,03390E+00;1,10759E+00;1,17973E+00;1,23731E+00;1,28941E+00;1,35427E+00;8,52623E-06;0,00000E+00;0,00000E+00;4,56144E-05;0,00000E+00;8,23300E-05;2,78632E-05;1,31651E-04;0,00000E+00;0,00000E+00;0,00000E+00;3,41958E-05;1,84676E-04;1,22348E-04;1,45435E-04;3,94759E-04;3,16317E-05;3,91019E-04;3,09661E-04;0,00000E+00;1,48810E-05;1,82787E-05;6,48484E-05;4,00422E-05;0,00000E+00;4,91113E-05;3,68227E-05;6,22218E-05;7,00487E-05;0,00000E+00;0,00000E+00;1,05858E-04;1,75469E-04;1,51557E-04;0,00000E+00;9,45348E-05;5,83519E-05;7,18584E-05;0,00000E+00;9,53216E-05
571;5,24648E-02;1,26506E-01;2,00525E-01;2,75858E-01;3,49428E-01;4,20967E-01;4,89794E-01;5,59400E-01;6,34017E-01;6,96035E-01;7,63630E-01;8,34082E-01;9,02749E-01;9,71370E-01;1,03499E+00;1,10566E+00;1,17657E+00;1,24660E+00;1,29251E+00;1,36002E+00;5,23785E-05;0,00000E+00;0,00000E+00;1,70499E-04;0,00000E+00;0,00000E+00;1,99600E-05;6,19232E-05;1,29420E-04;1,68247E-04;1,81431E-04;1,87906E-04;2,65496E-04;0,00000E+00;0,00000E+00;1,92463E-04;2,26595E-05;1,16407E-04;8,02279E-04;0,00000E+00;0,00000E+00;8,28159E-06;3,03754E-05;2,13869E-05;0,00000E+00;2,43883E-05;2,63781E-05;5,44841E-05;2,18703E-05;0,00000E+00;0,00000E+00;6,46703E-05;7,84290E-05;9,49173E-05;7,57731E-05;2,67233E-05;1,34748E-04;2,91308E-05;8,08373E-05;3,41589E-04
572;5,22315E-02;1,27300E-01;2,01519E-01;2,76187E-01;3,47589E-01;4,22545E-01;4,91377E-01;5,62138E-01;6,33393E-01;6,97517E-01;7,67939E-01;8,34734E-01;9,03618E-01;9,70809E-01;1,03531E+00;1,10722E+00;1,16884E+00;1,23107E+00;1,30102E+00;1,35856E+00;3,27288E-05;0,00000E+00;0,00000E+00;5,56979E-05;2,10439E-04;7,78373E-05;3,89701E-05;0,00000E+00;5,91135E-05;3,30764E-05;3,56682E-05;7,46383E-05;4,20578E-04;2,47867E-04;0,00000E+00;2,88194E-04;0,00000E+00;6,73404E-05;1,17039E-04;2,69362E-04;0,00000E+00;3,52929E-05;5,37333E-05;1,97926E-06;2,10439E-05;1,46511E-04;9,72796E-05;1,94849E-06;2,13499E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;8,06073E-05;0,00000E+00;1,82730E-05;0,00000E+00;1,58922E-05;2,17815E-04
573;5,26035E-02;1,27718E-01;2,02778E-01;2,73982E-01;3,48893E-01;4,23041E-01;4,93175E-01;5,61495E-01;6,35735E-01;7,01780E-01;7,67559E-01;8,39178E-01;9,06475E-01;9,65915E-01;1,03247E+00;1,11274E+00;1,18127E+00;1,23610E+00;1,30276E+00;1,36464E+00;1,34336E-05;3,20377E-06;8,79313E-05;0,00000E+00;0,00000E+00;9,97696E-06;0,00000E+00;3,14195E-05;1,80474E-05;1,80474E-05;1,73480E-04;5,07757E-05;1,31460E-05;5,71866E-05;6,40880E-06;3,96743E-04;1,68401E-05;4,46869E-04;1,65958E-04;0,00000E+00;2,22525E-06;8,66135E-06;4,55051E-06;1,60233E-06;0,00000E+00;8,21157E-05;1,40692E-05;2,96701E-05;0,00000E+00;0,00000E+00;6,86596E-07;1,37319E-06;0,00000E+00;3,31104E-05;1,33996E-05;4,97173E-05;9,27018E-05;0,00000E+00;3,21641E-06;0,00000E+00
574;5,24993E-02;1,27983E-01;2,02131E-01;2,76117E-01;3,49331E-01;4,23673E-01;4,92928E-01;5,60843E-01;6,35678E-01;7,04781E-01;7,68373E-01;8,41251E-01;9,07555E-01;9,76648E-01;1,03686E+00;1,10830E+00;1,18143E+00;1,23359E+00;1,29992E+00;1,35597E+00;0,00000E+00;3,29611E-05;1,11948E-04;2,79288E-05;0,00000E+00;1,02645E-04;3,68053E-05;0,00000E+00;0,00000E+00;1,00699E-04;6,80877E-05;6,02060E-05;2,00484E-04;8,84206E-05;1,31896E-04;1,45920E-04;2,84677E-04;1,51877E-04;7,09964E-04;0,00000E+00;2,28939E-05;2,11965E-06;5,41347E-05;2,47309E-05;0,00000E+00;4,76472E-05;1,03253E-04;9,19634E-05;0,00000E+00;0,00000E+00;2,56137E-05;1,41277E-05;0,00000E+00;0,00000E+00;1,37858E-04;0,00000E+00;5,45498E-05;4,77474E-05;7,86093E-05;2,15236E-05
575;5,28555E-02;1,27660E-01;2,01823E-01;2,75447E-01;3,49236E-01;4,23405E-01;4,90694E-01;5,62868E-01;6,34640E-01;7,03516E-01;7,71171E-01;8,37614E-01;9,05805E-01;9,78088E-01;1,03424E+00;1,11606E+00;1,17562E+00;1,24051E+00;1,30150E+00;1,36048E+00;1,37299E-05;0,00000E+00;1,17164E-04;5,37183E-05;0,00000E+00;0,00000E+00;7,07913E-05;5,61971E-05;0,00000E+00;2,21353E-04;3,57264E-05;1,99189E-04;1,63312E-04;2,25841E-04;1,26869E-04;1,01064E-04;4,88987E-04;2,03879E-05;2,98049E-04;9,22275E-05;0,00000E+00;4,07693E-06;1,66222E-05;2,66216E-05;0,00000E+00;6,08316E-05;4,15796E-05;0,00000E+00;4,67843E-05;0,00000E+00;3,56788E-05;0,00000E+00;0,00000E+00;2,82007E-05;0,00000E+00;0,00000E+00;6,58902E-05;9,18373E-05;8,75495E-05;4,88893E-05
576;5,29380E-02;1,27302E-01;2,02209E-01;2,77114E-01;3,51254E-01;4,21793E-01;4,90917E-01;5,66184E-01;6,36006E-01;7,04055E-01;7,72565E-01;8,38056E-01;9,05660E-01;9,72938E-01;1,04140E+00;1,10645E+00;1,17499E+00;1,23965E+00;1,31167E+00;1,36759E+00;9,31959E-06;0,00000E+00;0,00000E+00;3,46144E-05;0,00000E+00;6,07406E-05;0,00000E+00;1,29631E-04;0,00000E+00;1,87806E-05;2,30210E-04;1,43056E-04;1,33485E-04;9,21702E-05;1,83939E-04;1,30244E-04;1,86446E-04;2,62746E-04;1,81455E-04;3,25348E-04;7,40485E-06;1,78639E-05;2,71240E-05;4,56283E-05;0,00000E+00;2,72404E-05;0,00000E+00;0,00000E+00;3,17562E-05;0,00000E+00;0,00000E+00;5,91179E-05;0,00000E+00;1,91420E-05;3,41850E-05;0,00000E+00;1,32090E-04;7,89028E-05;1,74371E-04;4,77660E-05
577;5,30602E-02;1,27765E-01;2,02796E-01;2,77350E-01;3,51306E-01;4,23644E-01;4,96041E-01;5,61802E-01;6,37006E-01;7,04349E-01;7,69846E-01;8,42301E-01;9,07930E-01;9,74407E-01;1,04115E+00;1,11619E+00;1,17613E+00;1,23513E+00;1,31019E+00;1,36072E+00;0,00000E+00;0,00000E+00;2,24056E-05;6,14967E-06;1,02344E-04;1,07913E-05;0,00000E+00;6,07975E-05;5,11721E-05;0,00000E+00;4,08996E-05;2,44840E-05;1,35792E-04;1,25569E-04;1,38823E-04;4,45909E-04;0,00000E+00;4,66801E-05;4,32717E-04;4,56057E-04;1,31556E-06;3,17374E-06;3,04191E-05;6,65194E-05;0,00000E+00;4,94818E-06;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,05030E-05;1,97013E-05;0,00000E+00;6,07340E-06;2,46697E-04;2,34675E-05;1,42076E-04;3,09792E-05;7,58287E-06
578;5,30634E-02;1,28602E-01;2,02201E-01;2,78860E-01;3,50038E-01;4,19100E-01;4,93066E-01;5,65031E-01;6,39039E-01;7,05351E-01;7,71625E-01;8,46806E-01;9,07908E-01;9,72036E-01;1,03755E+00;1,11254E+00;1,18904E+00;1,24139E+00;1,28881E+00;1,36483E+00;2,95633E-07;2,35868E-06;9,91226E-06;2,33984E-05;0,00000E+00;8,21182E-05;3,08661E-05;0,00000E+00;3,17735E-05;3,82227E-04;2,07488E-05;1,56978E-04;9,88989E-04;2,61499E-05;0,00000E+00;0,00000E+00;2,51711E-04;3,17735E-06;1,90641E-05;3,55220E-05;0,00000E+00;3,11858E-05;0,00000E+00;8,34193E-06;0,00000E+00;6,96621E-05;1,40181E-04;0,00000E+00;1,35144E-04;1,85410E-04;0,00000E+00;2,90245E-05;1,33341E-04;0,00000E+00;1,27095E-04;4,89283E-05;0,00000E+00;7,59976E-05;1,11634E-05;1,58683E-04
579;5,26787E-02;1,28583E-01;2,03535E-01;2,78374E-01;3,51105E-01;4,21321E-01;4,96456E-01;5,64349E-01;6,35228E-01;7,00542E-01;7,76548E-01;8,42164E-01;9,07307E-01;9,76998E-01;1,04078E+00;1,11399E+00;1,18751E+00;1,25455E+00;1,30402E+00;1,37435E+00;3,59926E-06;2,05416E-05;1,17063E-04;0,00000E+00;4,68013E-05;0,00000E+00;1,49460E-04;9,10643E-05;2,87726E-04;2,51725E-04;0,00000E+00;2,08562E-05;2,49267E-04;1,45920E-04;0,00000E+00;4,54894E-05;2,42391E-05;7,17196E-05;2,54125E-04;3,30362E-05;0,00000E+00;4,75307E-05;6,08200E-06;8,12158E-05;0,00000E+00;6,82312E-05;1,69301E-04;0,00000E+00;0,00000E+00;1,45275E-04;3,30362E-05;7,03078E-05;0,00000E+00;1,34688E-05;2,14912E-05;0,00000E+00;0,00000E+00;2,26291E-04;9,72214E-05;0,00000E+00
580;5,29888E-02;1,29260E-01;2,03425E-01;2,78110E-01;3,49403E-01;4,21318E-01;4,94610E-01;5,66129E-01;6,32062E-01;7,04893E-01;7,72696E-01;8,40427E-01;9,09546E-01;9,74973E-01;1,03718E+00;1,11268E+00;1,17478E+00;1,24512E+00;1,30416E+00;1,37297E+00;1,84084E-06;2,59279E-05;5,52242E-05;0,00000E+00;8,40844E-05;5,58991E-05;4,35346E-05;1,88165E-04;6,68019E-05;2,96769E-05;0,00000E+00;1,56201E-04;3,68780E-04;2,62163E-04;1,31660E-04;8,17274E-05;0,00000E+00;2,86015E-04;4,02767E-04;2,47423E-04;8,83378E-07;1,97814E-05;1,09271E-05;4,46507E-05;3,52630E-05;0,00000E+00;4,79443E-05;0,00000E+00;2,38505E-05;3,76139E-05;5,93537E-05;9,37323E-05;4,34441E-05;2,41983E-05;3,86116E-05;0,00000E+00;1,01301E-04;5,90461E-05;0,00000E+00;5,34635E-05
581;5,31889E-02;1,28686E-01;2,03494E-01;2,78837E-01;3,48660E-01;4,25573E-01;4,91150E-01;5,67437E-01;6,33160E-01;7,07395E-01;7,69911E-01;8,40452E-01;9,12529E-01;9,76674E-01;1,04022E+00;1,11216E+00;1,17700E+00;1,23787E+00;1,30607E+00;1,36841E+00;0,00000E+00;1,64901E-05;6,55979E-05;1,16962E-04;8,65621E-05;3,55516E-05;2,22925E-04;1,56178E-05;1,49758E-04;1,99759E-04;7,77876E-05;7,55123E-05;4,14093E-04;3,92145E-05;5,39522E-04;0,00000E+00;2,33308E-04;1,31573E-04;1,55495E-04;4,65860E-04;5,61825E-07;0,00000E+00;0,00000E+00;1,86093E-05;3,24151E-05;0,00000E+00;3,95456E-05;5,09927E-06;1,51689E-05;2,39223E-05;0,00000E+00;1,63075E-05;1,12228E-04;1,14017E-04;0,00000E+00;0,00000E+00;6,44273E-05;4,48992E-06;0,00000E+00;3,40026E-05
582;5,31108E-02;1,28616E-01;2,01882E-01;2,79951E-01;3,51763E-01;4,21718E-01;4,90997E-01;5,67839E-01;6,32529E-01;7,05094E-01;7,68191E-01;8,40552E-01;9,06966E-01;9,73191E-01;1,03970E+00;1,11097E+00;1,17702E+00;1,23688E+00;1,30397E+00;1,35736E+00;0,00000E+00;0,00000E+00;6,64506E-05;4,06548E-05;1,33658E-05;0,00000E+00;3,01461E-05;5,97184E-05;1,85065E-05;1,85204E-04;1,20110E-05;0,00000E+00;1,15364E-04;6,05501E-06;3,90560E-04;0,00000E+00;3,60245E-05;0,00000E+00;1,02907E-04;5,34633E-05;4,83362E-06;2,88093E-05;0,00000E+00;3,66905E-05;1,44056E-05;0,00000E+00;1,39788E-06;2,04892E-05;1,95756E-04;5,14534E-05;0,00000E+00;1,22114E-04;4,27769E-05;1,76051E-05;1,89675E-04;0,00000E+00;2,09400E-04;0,00000E+00;0,00000E+00;1,39304E-04
583;5,30052E-02;1,28797E-01;2,02681E-01;2,76789E-01;3,50914E-01;4,24526E-01;4,93892E-01;5,66742E-01;6,32341E-01;7,01379E-01;7,73524E-01;8,36331E-01;9,07731E-01;9,75958E-01;1,03215E+00;1,11870E+00;1,17576E+00;1,24794E+00;1,30164E+00;1,37105E+00;5,85196E-05;1,33958E-05;4,00122E-05;8,55157E-05;5,52685E-06;2,00065E-04;2,70088E-05;9,96483E-05;3,65790E-04;1,24742E-04;1,92452E-04;1,24937E-04;5,03907E-06;1,08497E-05;1,39606E-04;0,00000E+00;0,00000E+00;6,94734E-05;2,94765E-05;7,67892E-04;6,49002E-07;5,00129E-05;6,06817E-06;1,23390E-04;0,00000E+00;1,00768E-04;8,26502E-05;2,66019E-05;0,00000E+00;1,73684E-05;0,00000E+00;1,01580E-04;4,01209E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,87105E-04;4,14929E-06;2,01374E-05;1,19706E-05
584;5,32487E-02;1,28567E-01;2,03209E-01;2,77544E-01;3,52876E-01;4,23505E-01;4,92356E-01;5,67258E-01;6,35269E-01;7,03878E-01;7,72035E-01;8,40414E-01;9,08568E-01;9,78356E-01;1,03858E+00;1,11710E+00;1,18065E+00;1,24255E+00;1,30166E+00;1,37886E+00;2,50274E-06;2,68471E-05;1,08399E-04;3,95171E-05;6,90249E-05;2,04314E-04;1,97172E-04;2,70466E-04;1,74640E-04;5,00979E-04;2,66866E-04;3,15152E-04;1,07382E-04;2,31206E-04;4,53216E-04;0,00000E+00;2,00961E-04;1,03238E-04;2,15188E-04;3,83693E-05;8,91359E-06;4,58762E-06;1,32447E-05;3,65014E-05;0,00000E+00;6,65519E-06;0,00000E+00;0,00000E+00;5,33394E-05;0,00000E+00;0,00000E+00;1,07594E-04;3,31222E-05;1,75374E-05;0,00000E+00;1,58001E-05;8,23821E-06;9,91852E-05;1,60443E-04;1,19998E-04
585;5,30441E-02;1,27645E-01;2,04450E-01;2,78086E-01;3,51396E-01;4,23117E-01;4,96425E-01;5,67517E-01;6,34261E-01;7,04335E-01;7,71952E-01;8,42226E-01;9,04169E-01;9,73050E-01;1,03111E+00;1,11102E+00;1,18007E+00;1,23489E+00;1,30571E+00;1,37045E+00;9,83103E-06;1,61609E-05;4,38141E-05;4,60075E-05;5,24247E-05;0,00000E+00;0,00000E+00;1,90969E-04;2,10753E-04;2,57969E-04;1,22772E-04;7,21545E-05;2,35460E-04;3,65552E-04;4,89971E-04;1,58715E-05;4,51517E-04;4,40392E-04;4,80273E-04;1,91947E-04;2,24998E-05;2,68261E-05;9,22800E-06;5,94462E-05;0,00000E+00;8,62859E-05;0,00000E+00;1,10340E-05;1,41363E-04;4,80273E-06;0,00000E+00;9,60545E-06;5,50035E-05;7,61164E-05;0,00000E+00;2,62380E-05;1,36805E-05;1,14407E-04;2,23089E-05;5,41511E-05
586;5,28477E-02;1,27713E-01;2,02430E-01;2,78768E-01;3,50247E-01;4,22421E-01;4,96076E-01;5,65031E-01;6,32280E-01;7,06579E-01;7,64673E-01;8,44549E-01;9,06236E-01;9,68258E-01;1,03994E+00;1,12035E+00;1,17705E+00;1,23753E+00;1,29552E+00;1,36234E+00;2,08066E-05;5,14466E-05;8,59269E-05;1,71611E-04;7,01921E-05;2,04715E-04;4,15913E-05;1,95979E-05;8,44278E-05;6,97608E-05;2,63015E-05;0,00000E+00;7,51166E-04;6,62959E-05;7,00500E-05;9,30026E-06;1,87066E-04;5,61866E-04;2,81426E-04;1,55216E-04;2,17802E-05;1,12552E-05;1,55432E-06;1,20408E-05;0,00000E+00;4,40851E-05;0,00000E+00;6,46560E-06;3,66276E-05;2,81426E-06;0,00000E+00;5,62852E-06;0,00000E+00;1,09946E-04;8,76631E-05;1,20649E-04;9,67795E-05;2,02336E-05;4,20849E-05;0,00000E+00
587;5,31461E-02;1,27776E-01;2,01931E-01;2,78083E-01;3,50527E-01;4,21496E-01;4,93700E-01;5,63871E-01;6,37443E-01;7,00084E-01;7,66131E-01;8,41256E-01;8,98827E-01;9,68844E-01;1,03079E+00;1,11543E+00;1,18400E+00;1,22627E+00;1,30394E+00;1,36131E+00;1,94071E-06;4,33433E-05;1,69978E-04;2,21354E-05;8,69081E-06;2,64054E-05;1,92321E-04;0,00000E+00;2,42295E-04;2,09420E-04;2,02182E-05;0,00000E+00;3,48314E-04;1,27406E-04;4,30786E-04;2,00178E-04;1,97147E-04;5,21448E-05;1,03841E-04;3,18475E-04;1,22008E-05;0,00000E+00;0,00000E+00;6,39497E-05;2,16335E-05;5,52260E-05;0,00000E+00;0,00000E+00;1,53668E-05;5,19204E-05;0,00000E+00;0,00000E+00;0,00000E+00;5,29653E-05;1,12635E-04;1,55620E-05;1,36778E-04;9,35616E-05;3,43241E-04;0,00000E+00
