x;0,3334;0,3334;0,3338;0,3341;0,3342;0,3343;0,3343;0,3343;0,3345;0,3346;0,3347;0,3348;0,3347;0,3347;0,3349;0,3348;0,3350;0,3348;0,3348;0,3349;0,7092;0,7194;0,7202;0,7165;0,7176;0,7175;0,7182;0,7195;0,7194;0,7172;0,7172;0,7192;0,7197;0,7190;0,7194;0,7192;0,7199;0,7187;0,7191;0,7191;0,6513;0,6735;0,7152;0,6721;0,6833;0,6880;0,6789;0,6934;0,6901;0,7082;0,6530;0,6862;0,7035;0,6986;0,6654;0,6933;0,6945;0,6897;0,6916;0,6642
y;0,3481;0,3487;0,3491;0,3496;0,3501;0,3503;0,3503;0,3506;0,3509;0,3511;0,3513;0,3513;0,3514;0,3514;0,3519;0,3516;0,3519;0,3518;0,3517;0,3517;0,2789;0,2777;0,2774;0,2780;0,2785;0,2770;0,2778;0,2787;0,2777;0,2774;0,2780;0,2776;0,2782;0,2785;0,2778;0,2772;0,2780;0,2784;0,2779;0,2775;0,2679;0,2911;0,2820;0,2701;0,2848;0,2826;0,2655;0,2758;0,2750;0,2754;0,2776;0,2745;0,2789;0,2737;0,2651;0,2764;0,2701;0,2687;0,2733;0,2739
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385;1,61716E-04;1,58640E-04;1,15587E-04;7,43400E-04;3,63970E-05;1,10262E-03;6,32818E-04;1,47809E-03;5,40262E-05;1,14139E-04;1,62663E-04;2,59613E-03;5,50292E-04;2,01533E-03;2,73803E-03;1,68008E-03;2,62722E-03;2,37330E-03;2,17351E-03;3,23954E-03;0,00000E+00;0,00000E+00;9,92304E-06;0,00000E+00;0,00000E+00;2,43660E-04;0,00000E+00;9,29250E-05;2,59144E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,45142E-04;9,29250E-05;0,00000E+00;0,00000E+00;2,77032E-04;5,73998E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,69577E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,27772E-04;5,27855E-05;4,34879E-05;0,00000E+00;0,00000E+00;1,65727E-05;1,03200E-05;2,88097E-05;0,00000E+00;0,00000E+00
386;6,55225E-05;2,32855E-04;1,88718E-04;3,43698E-04;9,51596E-05;2,12937E-04;1,17141E-03;6,06031E-04;2,83586E-05;1,61950E-03;2,55893E-05;1,15577E-03;2,20737E-04;7,34842E-05;1,21613E-03;1,09005E-03;2,81055E-03;1,65540E-03;1,58623E-03;4,36196E-03;0,00000E+00;0,00000E+00;0,00000E+00;5,28766E-05;0,00000E+00;0,00000E+00;4,40287E-06;0,00000E+00;0,00000E+00;6,78539E-05;4,63066E-04;0,00000E+00;0,00000E+00;5,76721E-04;1,07230E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;4,56506E-06;2,93749E-05;0,00000E+00;0,00000E+00;6,19744E-06;3,19317E-06;1,02095E-06;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,64313E-04;4,27087E-06;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00
387;5,75137E-05;1,64646E-04;4,21057E-04;1,58405E-04;5,60547E-04;1,83717E-04;2,91370E-04;5,69973E-04;8,39584E-04;1,29376E-04;9,61478E-04;1,14882E-03;1,12355E-03;2,38285E-03;1,39968E-03;9,37378E-04;1,71640E-03;1,60225E-03;2,49523E-03;4,93655E-04;0,00000E+00;0,00000E+00;0,00000E+00;1,26724E-05;0,00000E+00;0,00000E+00;8,91715E-05;0,00000E+00;1,45733E-04;7,49119E-05;1,09618E-04;0,00000E+00;0,00000E+00;2,10077E-04;2,50604E-04;0,00000E+00;3,16810E-04;0,00000E+00;0,00000E+00;1,20921E-04;1,09120E-05;0,00000E+00;0,00000E+00;1,48528E-05;6,46714E-05;2,06773E-05;5,32861E-05;0,00000E+00;0,00000E+00;0,00000E+00;2,21767E-05;0,00000E+00;0,00000E+00;0,00000E+00;8,64981E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00
388;9,71304E-06;6,88121E-05;1,42317E-04;3,74324E-04;4,05348E-04;9,69886E-04;1,01052E-03;1,79676E-04;6,26775E-04;4,22814E-04;1,81750E-03;1,95594E-03;7,74241E-04;3,02228E-03;1,92546E-03;1,16343E-03;2,51419E-03;1,44251E-03;1,11373E-03;2,48056E-03;0,00000E+00;3,26047E-05;0,00000E+00;2,99459E-05;0,00000E+00;5,15524E-05;0,00000E+00;0,00000E+00;3,90253E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,92835E-04;7,89991E-05;0,00000E+00;7,48648E-04;0,00000E+00;0,00000E+00;6,72640E-05;4,10770E-05;0,00000E+00;0,00000E+00;4,04752E-05;0,00000E+00;0,00000E+00;1,60992E-04;0,00000E+00;0,00000E+00;0,00000E+00;1,55624E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;4,61777E-05;0,00000E+00;4,94937E-05
389;1,36046E-04;2,81354E-04;3,97904E-04;1,82125E-04;2,82282E-04;8,50352E-04;7,96333E-04;4,96704E-04;0,00000E+00;4,36479E-04;2,50034E-03;2,64689E-03;1,21084E-03;1,33360E-03;2,15604E-03;8,87730E-04;2,61374E-03;1,86936E-03;6,94939E-04;3,76020E-03;0,00000E+00;2,74045E-05;0,00000E+00;0,00000E+00;0,00000E+00;5,57343E-05;0,00000E+00;0,00000E+00;1,54456E-04;3,41502E-04;1,76371E-04;0,00000E+00;2,55664E-05;1,53273E-04;2,32948E-04;0,00000E+00;2,31795E-04;0,00000E+00;0,00000E+00;0,00000E+00;1,28523E-05;0,00000E+00;5,93136E-06;4,51924E-06;0,00000E+00;0,00000E+00;2,94787E-05;8,50812E-05;0,00000E+00;0,00000E+00;8,67559E-05;0,00000E+00;1,03312E-04;0,00000E+00;0,00000E+00;0,00000E+00;1,27360E-05;3,88128E-05;0,00000E+00;4,16000E-05
390;4,50124E-05;2,39952E-04;2,82854E-04;2,39716E-04;8,10051E-04;6,54504E-04;9,47324E-04;1,70768E-03;1,09031E-03;1,17678E-03;1,08383E-03;4,74094E-04;2,62871E-03;4,43549E-04;3,13661E-04;2,25304E-03;1,57676E-03;1,04599E-03;1,48586E-03;4,99607E-03;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;3,26371E-06;0,00000E+00;0,00000E+00;3,04948E-05;8,98553E-05;1,03159E-04;0,00000E+00;6,72699E-06;1,06805E-04;6,12930E-05;0,00000E+00;6,09896E-05;0,00000E+00;0,00000E+00;0,00000E+00;4,73554E-05;0,00000E+00;1,56065E-06;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,23864E-05;0,00000E+00;6,39319E-05;2,13106E-05;0,00000E+00;2,71833E-05;0,00000E+00;0,00000E+00;0,00000E+00;3,35107E-06;0,00000E+00;0,00000E+00;0,00000E+00
391;3,40656E-06;2,84216E-04;4,48593E-04;6,52475E-04;6,12144E-04;1,11821E-03;9,91690E-04;8,32407E-05;2,11913E-03;3,11820E-04;1,91426E-03;8,53633E-04;2,80370E-03;9,87184E-04;6,20793E-04;1,57525E-03;2,58985E-03;1,61248E-03;4,10998E-04;2,01565E-03;1,01596E-04;1,73662E-05;0,00000E+00;1,46605E-04;0,00000E+00;0,00000E+00;0,00000E+00;7,16089E-07;4,29654E-06;3,47532E-06;1,64585E-04;1,40628E-04;4,42303E-06;0,00000E+00;1,00751E-05;1,95474E-04;0,00000E+00;1,95474E-04;5,37552E-04;2,88894E-04;1,39235E-06;0,00000E+00;5,68970E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;7,75991E-05;0,00000E+00;2,08765E-04;1,56884E-05;0,00000E+00;0,00000E+00;4,01684E-04;0,00000E+00;0,00000E+00;1,96764E-05;2,47349E-04;0,00000E+00
392;1,23082E-04;1,47063E-04;4,79677E-04;5,56834E-04;7,06723E-04;6,30114E-04;5,13321E-04;9,31664E-04;6,89473E-04;2,32266E-04;3,66018E-04;1,83695E-03;1,13857E-03;2,18016E-03;1,38667E-03;3,10555E-04;2,02512E-03;1,52461E-03;1,52174E-03;6,25584E-04;3,46081E-06;0,00000E+00;0,00000E+00;5,40322E-05;5,24945E-05;0,00000E+00;0,00000E+00;1,94097E-05;1,22146E-04;1,01100E-04;5,16902E-05;3,27344E-05;1,19887E-04;0,00000E+00;3,83118E-04;0,00000E+00;0,00000E+00;0,00000E+00;1,82003E-04;3,92379E-04;3,77398E-05;0,00000E+00;0,00000E+00;0,00000E+00;2,92455E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,16458E-04;0,00000E+00;6,32401E-05;3,43656E-05;1,77449E-05;0,00000E+00;2,17536E-04;0,00000E+00;0,00000E+00;0,00000E+00;3,25884E-05;4,90903E-06
393;1,30114E-04;2,72692E-04;1,51461E-04;4,12559E-04;7,35164E-04;6,60744E-04;3,72278E-04;0,00000E+00;1,48447E-03;9,20269E-04;1,43021E-03;2,63718E-03;1,98696E-03;1,36853E-03;2,45798E-03;4,15979E-05;2,62016E-03;1,08945E-03;3,08828E-03;2,35950E-03;8,57078E-06;0,00000E+00;0,00000E+00;1,33812E-04;1,30004E-04;0,00000E+00;0,00000E+00;3,11985E-05;1,40855E-05;1,70899E-05;0,00000E+00;8,10677E-05;2,24819E-04;0,00000E+00;2,72495E-04;8,31959E-05;0,00000E+00;0,00000E+00;4,50736E-04;0,00000E+00;0,00000E+00;9,92294E-06;0,00000E+00;0,00000E+00;7,24274E-05;0,00000E+00;1,59014E-05;0,00000E+00;0,00000E+00;0,00000E+00;8,45131E-05;5,52381E-05;4,39458E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,03995E-04;0,00000E+00;0,00000E+00;1,21574E-05
394;1,12001E-04;1,09004E-04;2,53737E-04;3,28480E-04;2,07741E-04;8,61554E-04;2,64469E-04;8,69865E-04;1,40943E-03;1,56460E-03;1,25479E-03;1,19479E-03;2,58678E-03;1,43661E-03;1,16271E-03;1,59609E-03;2,14281E-03;9,88610E-04;1,90115E-03;2,70098E-03;0,00000E+00;0,00000E+00;0,00000E+00;2,24965E-05;0,00000E+00;3,37077E-05;0,00000E+00;1,47232E-04;4,49930E-05;0,00000E+00;0,00000E+00;0,00000E+00;5,90074E-04;1,49231E-04;0,00000E+00;7,26693E-05;8,99860E-05;0,00000E+00;1,19981E-04;0,00000E+00;0,00000E+00;8,66741E-06;0,00000E+00;0,00000E+00;4,28431E-05;0,00000E+00;1,38894E-05;1,28449E-05;9,74849E-05;0,00000E+00;6,74895E-05;4,82489E-05;3,74333E-05;0,00000E+00;0,00000E+00;0,00000E+00;9,08366E-05;0,00000E+00;5,03616E-05;2,58893E-05
395;1,23162E-04;1,16375E-04;2,22454E-04;2,21138E-04;4,98963E-04;3,85253E-04;9,51483E-04;8,66246E-04;1,03427E-03;3,56629E-04;1,85317E-03;9,48858E-04;7,12150E-04;2,85031E-03;1,55166E-03;1,83685E-03;2,01879E-03;1,68715E-03;4,50189E-04;3,85167E-03;0,00000E+00;3,67605E-05;0,00000E+00;6,35124E-06;0,00000E+00;9,51639E-06;0,00000E+00;7,26648E-05;4,20013E-04;4,70657E-05;0,00000E+00;0,00000E+00;1,11150E-04;2,99454E-04;0,00000E+00;0,00000E+00;2,54049E-05;0,00000E+00;3,05414E-04;0,00000E+00;4,31003E-06;0,00000E+00;0,00000E+00;0,00000E+00;1,20955E-05;0,00000E+00;7,41428E-05;3,62638E-06;2,75220E-05;0,00000E+00;7,72410E-05;1,14470E-04;1,05682E-05;0,00000E+00;1,76622E-04;2,01261E-04;0,00000E+00;0,00000E+00;1,42181E-05;7,30909E-06
396;1,05433E-04;2,40208E-04;3,75340E-04;2,19328E-04;3,13240E-04;1,08798E-03;1,22644E-03;6,81075E-04;3,35586E-04;9,53173E-04;1,18156E-03;2,56251E-03;1,52380E-03;1,94955E-03;6,87267E-04;6,87267E-04;1,80276E-03;3,24527E-03;1,14557E-03;2,77387E-03;1,05383E-04;0,00000E+00;0,00000E+00;0,00000E+00;2,84175E-05;3,31344E-07;7,66512E-07;8,84555E-07;2,44189E-05;1,07323E-06;0,00000E+00;1,90911E-06;2,87312E-04;1,46692E-06;7,75519E-04;5,30733E-06;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,44553E-05;0,00000E+00;2,06814E-05;0,00000E+00;3,79030E-07;0,00000E+00;1,94199E-04;0,00000E+00;2,08271E-04;4,61841E-05;0,00000E+00;3,91534E-06;2,76533E-04;4,61718E-05;9,29414E-07;0,00000E+00;0,00000E+00;0,00000E+00;3,87711E-05;0,00000E+00
397;6,88186E-05;4,56746E-04;2,78537E-04;5,39556E-04;1,89809E-04;4,90915E-04;1,26744E-03;1,52872E-03;8,48207E-04;7,08248E-04;1,10759E-03;2,50358E-03;1,51685E-03;2,12667E-03;1,94149E-03;2,32129E-03;2,15051E-03;1,04543E-03;1,99690E-03;1,16244E-03;1,21633E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,35311E-05;3,13020E-05;6,61069E-05;8,41682E-05;4,38273E-05;1,33087E-05;1,42677E-04;8,36685E-05;9,30549E-05;1,58822E-04;2,16735E-04;1,19938E-04;0,00000E+00;0,00000E+00;0,00000E+00;1,76563E-05;0,00000E+00;0,00000E+00;0,00000E+00;3,11819E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,80612E-05;0,00000E+00;0,00000E+00;1,59891E-04;1,12700E-04;0,00000E+00;3,79544E-05;0,00000E+00;0,00000E+00;8,04865E-05;9,64912E-05;0,00000E+00
398;1,79485E-04;3,07912E-04;3,26273E-04;3,11546E-04;6,38851E-04;3,64002E-04;7,80831E-04;4,55297E-04;1,14338E-03;1,41902E-03;1,25827E-03;1,95969E-03;2,10427E-03;2,15141E-03;1,81668E-03;3,02708E-03;7,27134E-04;3,00917E-03;1,47889E-03;2,37620E-03;3,26736E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,85207E-04;0,00000E+00;8,05454E-05;1,85136E-04;0,00000E+00;3,57503E-05;1,73839E-04;0,00000E+00;8,90496E-05;0,00000E+00;0,00000E+00;3,22182E-04;0,00000E+00;7,60658E-05;1,70858E-04;1,55053E-05;0,00000E+00;0,00000E+00;0,00000E+00;8,29258E-05;0,00000E+00;3,27118E-05;0,00000E+00;2,37706E-05;0,00000E+00;2,85247E-05;0,00000E+00;0,00000E+00;0,00000E+00;9,99043E-05;0,00000E+00;0,00000E+00;2,16206E-04;2,67181E-04;0,00000E+00
399;1,05063E-04;1,27970E-04;4,36265E-04;3,67039E-04;5,37785E-04;8,01021E-04;1,04483E-03;4,87858E-04;1,38298E-03;2,37370E-03;1,19799E-03;2,47725E-03;1,53651E-03;1,51084E-03;2,55930E-03;2,79239E-03;1,91255E-03;3,97147E-03;1,80059E-03;3,69941E-03;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;4,03162E-04;1,57662E-04;0,00000E+00;2,93346E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;9,28393E-05;0,00000E+00;5,59821E-05;0,00000E+00;0,00000E+00;2,66780E-04;1,59126E-04;1,55190E-05;0,00000E+00;0,00000E+00;0,00000E+00;3,79450E-05;0,00000E+00;3,04656E-05;0,00000E+00;1,06112E-04;4,19866E-05;6,15548E-05;8,25987E-06;0,00000E+00;0,00000E+00;2,10687E-04;0,00000E+00;0,00000E+00;1,57785E-04;7,43397E-06;0,00000E+00
400;1,93592E-04;3,57991E-04;2,81897E-04;7,16781E-04;9,21139E-04;4,92482E-04;1,06959E-03;1,57355E-03;1,73120E-03;1,57250E-03;1,45170E-03;1,95062E-03;1,18720E-03;1,95397E-03;4,13502E-03;4,96430E-04;3,16278E-03;5,52274E-03;2,90920E-03;2,82524E-03;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,93780E-04;6,40494E-05;9,13927E-05;5,99140E-05;8,87092E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,19326E-04;0,00000E+00;1,71183E-05;2,55899E-04;0,00000E+00;5,99140E-05;0,00000E+00;3,09070E-06;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;9,18212E-05;0,00000E+00;0,00000E+00;5,30952E-05;1,28387E-05;1,06989E-05;9,96142E-05;5,70277E-05;0,00000E+00;3,59729E-05;0,00000E+00;5,62416E-05;1,21845E-04;0,00000E+00;0,00000E+00
401;1,30237E-04;4,36513E-04;5,03212E-04;2,93475E-04;1,03221E-03;7,90513E-04;1,07932E-03;2,27886E-03;2,17259E-03;7,44437E-04;2,06093E-03;3,37844E-03;2,03299E-03;2,40155E-03;3,85741E-03;3,04088E-03;3,67909E-03;3,39536E-03;1,79623E-03;4,72977E-03;2,92808E-07;0,00000E+00;2,00208E-07;3,60908E-07;6,82999E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,77602E-04;0,00000E+00;8,86826E-05;7,78939E-07;4,17976E-06;1,49630E-06;0,00000E+00;0,00000E+00;3,60908E-07;5,77205E-04;0,00000E+00;4,05333E-07;1,84996E-05;0,00000E+00;0,00000E+00;1,14211E-06;0,00000E+00;0,00000E+00;2,75924E-07;3,09103E-07;1,80454E-07;0,00000E+00;1,78233E-04;2,23651E-06;4,15579E-04;3,99497E-04;1,39956E-04;1,97452E-04;0,00000E+00;0,00000E+00;0,00000E+00;2,68257E-04
402;7,37940E-05;3,52393E-04;4,19436E-04;6,90316E-04;1,00462E-03;6,41083E-04;1,73174E-03;1,69264E-03;8,02618E-04;1,12575E-03;1,57003E-03;2,55452E-03;2,24131E-03;3,42452E-03;4,13457E-03;2,66224E-03;4,39282E-03;2,73786E-03;2,77696E-03;5,36810E-03;2,85900E-05;6,48992E-06;1,95484E-05;6,94817E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;4,56566E-05;1,27409E-04;0,00000E+00;7,60560E-05;4,08114E-04;1,91529E-04;0,00000E+00;1,00444E-04;3,52393E-05;0,00000E+00;1,46101E-04;1,31875E-04;0,00000E+00;0,00000E+00;0,00000E+00;1,19008E-04;0,00000E+00;0,00000E+00;4,09036E-05;3,01809E-05;2,67510E-05;0,00000E+00;1,16457E-04;2,18374E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;3,44954E-05;3,94067E-05
403;1,34612E-04;9,75214E-05;3,68250E-04;9,26300E-04;8,27739E-04;1,42379E-03;1,57044E-03;1,16722E-03;1,99371E-03;1,85161E-03;2,08809E-03;2,03689E-03;2,16595E-03;2,01629E-03;2,11392E-03;3,20404E-03;3,05759E-03;3,55253E-03;4,04439E-03;2,67994E-03;0,00000E+00;1,86304E-05;0,00000E+00;9,82985E-05;0,00000E+00;0,00000E+00;1,22920E-04;0,00000E+00;2,37452E-04;5,59366E-04;0,00000E+00;2,04100E-04;5,47596E-05;3,50950E-04;0,00000E+00;3,59267E-04;0,00000E+00;0,00000E+00;4,19407E-04;2,64956E-04;1,42830E-05;0,00000E+00;0,00000E+00;2,15062E-05;0,00000E+00;0,00000E+00;9,09157E-05;0,00000E+00;2,62129E-05;0,00000E+00;1,75009E-04;0,00000E+00;0,00000E+00;0,00000E+00;6,21013E-05;0,00000E+00;0,00000E+00;2,14179E-05;9,90247E-05;1,13123E-04
404;2,34066E-04;1,67239E-04;3,83932E-04;9,30679E-04;8,02263E-04;1,82826E-03;1,26980E-03;1,39219E-03;1,97122E-03;2,46423E-03;2,06860E-03;3,15489E-03;2,90303E-03;3,51980E-03;3,81017E-03;3,47695E-03;3,02612E-03;3,61667E-03;4,52184E-03;4,62573E-03;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;5,87388E-05;1,20205E-04;0,00000E+00;1,04037E-04;3,00325E-04;0,00000E+00;6,32040E-04;5,35503E-05;2,80678E-04;0,00000E+00;6,93583E-05;0,00000E+00;0,00000E+00;0,00000E+00;8,80554E-05;1,39675E-05;7,79289E-06;0,00000E+00;0,00000E+00;8,95899E-05;0,00000E+00;4,97121E-05;0,00000E+00;0,00000E+00;0,00000E+00;2,38733E-05;0,00000E+00;6,52311E-05;0,00000E+00;1,15650E-04;7,74825E-05;0,00000E+00;1,47221E-04;0,00000E+00;0,00000E+00
405;4,58496E-05;3,15825E-04;3,04065E-04;1,03225E-03;1,20137E-03;1,11675E-03;1,61682E-03;2,06397E-03;2,76927E-03;2,48135E-03;2,33457E-03;1,97843E-03;3,03858E-03;3,59973E-03;1,15761E-03;3,64644E-03;5,08939E-03;4,95249E-03;6,01936E-03;6,10995E-03;1,56787E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;3,23206E-05;0,00000E+00;1,37423E-04;0,00000E+00;3,67519E-05;1,60114E-04;3,40936E-04;1,85679E-04;2,15287E-05;0,00000E+00;1,37423E-04;0,00000E+00;0,00000E+00;0,00000E+00;3,37837E-04;0,00000E+00;6,40460E-05;0,00000E+00;0,00000E+00;5,91105E-05;0,00000E+00;0,00000E+00;0,00000E+00;5,15338E-05;4,29448E-05;2,16364E-06;5,06903E-05;2,16013E-05;0,00000E+00;6,63178E-05;2,56583E-05;0,00000E+00;2,76979E-04;0,00000E+00;1,03785E-04
406;2,49181E-04;5,02813E-04;3,26900E-04;4,51872E-04;7,86220E-04;1,00013E-03;1,84131E-03;1,24550E-03;2,34336E-03;2,35080E-03;2,21772E-03;3,81199E-03;3,60669E-03;2,21713E-03;3,33029E-03;4,53777E-03;4,80038E-03;3,68976E-03;5,05926E-03;6,18387E-03;7,09393E-08;0,00000E+00;0,00000E+00;2,13401E-05;0,00000E+00;5,82280E-08;0,00000E+00;1,07322E-04;0,00000E+00;0,00000E+00;7,24446E-07;8,94650E-07;8,40116E-07;0,00000E+00;1,12593E-04;6,21782E-07;0,00000E+00;0,00000E+00;4,26801E-04;1,39663E-06;3,55656E-06;2,78104E-07;0,00000E+00;4,00189E-05;1,33216E-07;3,57335E-05;0,00000E+00;0,00000E+00;2,33168E-07;1,94307E-07;0,00000E+00;2,29352E-07;0,00000E+00;0,00000E+00;2,17772E-07;4,74505E-05;0,00000E+00;1,06401E-06;0,00000E+00;4,69583E-07
407;2,22288E-04;3,53691E-04;7,98930E-04;9,56577E-04;1,60170E-03;1,30663E-03;2,29167E-03;2,96153E-03;2,30285E-03;3,62311E-03;3,30698E-03;4,34575E-03;3,36288E-03;3,46891E-03;5,16503E-03;5,08352E-03;5,28312E-03;5,23461E-03;6,78266E-03;4,91032E-03;0,00000E+00;0,00000E+00;7,62771E-06;0,00000E+00;8,10699E-05;0,00000E+00;1,63442E-04;1,19380E-04;1,26337E-04;7,50739E-05;2,28316E-05;2,02376E-04;0,00000E+00;2,73636E-05;0,00000E+00;7,55437E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,44909E-05;5,74232E-06;5,24360E-05;0,00000E+00;2,57198E-05;5,14397E-05;0,00000E+00;2,43453E-06;9,62929E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;6,64368E-05;1,29549E-04;4,38403E-05
408;2,38708E-04;3,63756E-04;9,05361E-04;1,07931E-03;1,45919E-03;1,92268E-03;2,27021E-03;2,85862E-03;2,64815E-03;2,60775E-03;4,70222E-03;4,19912E-03;5,19128E-03;3,86449E-03;4,24782E-03;5,17240E-03;4,20385E-03;6,05355E-03;7,09152E-03;8,06670E-03;0,00000E+00;0,00000E+00;2,36528E-05;2,87974E-05;5,50948E-05;0,00000E+00;0,00000E+00;5,11657E-05;2,36675E-04;3,22643E-04;0,00000E+00;9,20247E-05;0,00000E+00;2,48590E-04;7,23516E-05;1,27914E-04;0,00000E+00;0,00000E+00;2,13923E-04;1,29368E-04;0,00000E+00;0,00000E+00;0,00000E+00;1,92870E-06;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;7,54924E-06;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;2,06014E-04;4,14430E-05;1,71989E-04
409;2,19827E-04;4,76301E-04;7,20850E-04;1,03724E-03;1,54665E-03;2,04433E-03;2,78917E-03;3,05958E-03;2,31780E-03;2,77642E-03;4,16677E-03;4,78859E-03;4,87299E-03;4,55800E-03;5,11738E-03;5,55524E-03;6,28808E-03;6,55140E-03;6,91502E-03;9,82514E-03;0,00000E+00;0,00000E+00;0,00000E+00;6,07544E-05;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,46091E-04;9,36812E-05;0,00000E+00;5,30547E-05;2,46731E-04;3,54177E-04;7,54407E-05;0,00000E+00;0,00000E+00;0,00000E+00;2,23057E-04;1,34892E-04;5,46249E-06;3,22514E-05;0,00000E+00;2,01104E-06;1,29911E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;9,21826E-05;0,00000E+00;0,00000E+00;0,00000E+00;1,72191E-05;1,91307E-04;0,00000E+00;0,00000E+00;4,32125E-05;1,33285E-04
410;2,49281E-04;6,96572E-04;1,13012E-03;1,30470E-03;1,59391E-03;2,12518E-03;3,14210E-03;2,97963E-03;3,63402E-03;2,64515E-03;3,80175E-03;5,22474E-03;5,67318E-03;5,41478E-03;6,97975E-03;6,71965E-03;8,18604E-03;8,20443E-03;7,98593E-03;1,07483E-02;9,86247E-06;0,00000E+00;0,00000E+00;1,81195E-04;1,29651E-04;1,94286E-04;2,10680E-04;0,00000E+00;3,08204E-05;9,83276E-05;0,00000E+00;2,05576E-04;8,83846E-05;6,57151E-05;0,00000E+00;2,26916E-04;0,00000E+00;0,00000E+00;0,00000E+00;0,00000E+00;1,95679E-06;1,15532E-05;0,00000E+00;0,00000E+00;4,65371E-05;0,00000E+00;1,23917E-05;0,00000E+00;8,10416E-06;0,00000E+00;3,30218E-05;0,00000E+00;0,00000E+00;0,00000E+00;7,42895E-05;2,84769E-04;8,72756E-05;0,00000E+00;0,00000E+00;0,00000E+00
411;2,72838E-04;6,03616E-04;8,58017E-04;1,56611E-03;1,46816E-03;1,97321E-03;3,21967E-03;2,89363E-03;3,70178E-03;4,74874E-03;4,82700E-03;4,93108E-03;7,04624E-03;6,30175E-03;6,53405E-03;9,41167E-03;8,63353E-03;9,76015E-03;1,07960E-02;1,11977E-02;2,45981E-05;0,00000E+00;0,00000E+00;3,46497E-06;2,63965E-06;1,54148E-04;3,34363E-04;1,20286E-04;0,00000E+00;2,00192E-06;1,86862E-04;9,03352E-05;0,00000E+00;0,00000E+00;0,00000E+00;3,65478E-04;5,21239E-04;0,00000E+00;0,00000E+00;0,00000E+00;1,22509E-05;0,00000E+00;0,00000E+00;2,81964E-05;0,00000E+00;2,01417E-05;2,52291E-07;0,00000E+00;1,64998E-07;0,00000E+00;2,00477E-05;0,00000E+00;7,50568E-05;0,00000E+00;1,41816E-04;4,40257E-06;1,77691E-06;0,00000E+00;0,00000E+00;0,00000E+00
